Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6A,Q6P,Q7,Q8,Q9,Q10,Latecomer,NewRecruit,WrongClassif,Duplicate
6,36632,8120,5,5,2007Q3,1,2,,1,1,1,2,2,2,1,2,3,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36632,8120,5,5,2008Q4,1,1,,2,2,1,1,2,2,1,1,3,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36632,8120,5,5,2009Q1,1,2,,2,2,1,2,1,2,1,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36632,8120,5,5,2009Q2,1,1,,2,2,2,2,2,2,,,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36632,8120,5,5,2009Q3,1,2,,1,2,2,2,3,3,2,2,3,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36632,8120,5,5,2010Q1,1,2,,2,1,2,2,2,2,2,1,3,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36632,8120,5,5,2010Q2,1,2,,2,2,2,2,3,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36632,8120,5,5,2010Q3,1,2,,2,2,2,2,2,2,1,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36632,8120,5,5,2010Q4,1,2,,2,2,3,3,3,2,1,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36632,8120,5,5,2011Q1,1,2,,2,2,3,2,2,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36632,8120,5,5,2011Q2,1,2,,1,1,2,2,2,2,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2005Q2,1,2,,2,2,2,2,2,3,,,3,3,3,3,FALSE,TRUE,FALSE,FALSE
6,36633,8140,5,5,2005Q3,1,2,,2,2,1,1,3,3,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2006Q2,1,2,,1,2,2,2,2,2,,,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2006Q3,1,2,,3,2,2,2,3,3,2,3,2,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2006Q4,1,2,,2,2,1,2,3,1,,,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2007Q2,1,2,,2,1,2,2,3,2,3,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2009Q1,1,1,,1,3,2,2,3,3,,,1,,,,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2009Q2,2,1,,3,3,2,2,3,3,,,2,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2009Q3,2,2,,2,,2,,3,,2,,2,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2009Q4,2,3,,3,3,2,2,3,3,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2010Q1,2,2,,2,2,2,2,3,3,3,3,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2010Q2,2,2,,2,2,2,2,3,3,3,3,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2010Q4,1,3,,3,3,2,2,3,3,3,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2011Q1,,2,,2,3,3,2,3,2,3,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2011Q2,2,2,,2,3,2,3,2,2,3,3,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2011Q3,1,3,,2,2,2,2,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE
6,36633,8140,5,5,2011Q4,1,2,,3,3,3,3,2,3,3,3,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36634,8010,6,6,2008Q4,1,3,,1,1,3,2,2,1,,,3,1,2,1,FALSE,FALSE,FALSE,FALSE
6,36634,8010,6,6,2009Q1,1,1,,2,3,,,,,,,,,,1,FALSE,FALSE,FALSE,FALSE
6,36634,8010,6,6,2009Q2,2,3,,2,1,2,2,2,2,,,2,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36634,8010,6,6,2009Q3,1,1,,2,1,2,2,2,1,2,1,2,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36634,8010,6,6,2009Q4,2,1,,2,2,2,2,2,2,2,2,2,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36634,8010,6,6,2010Q1,2,1,,3,1,2,2,3,2,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36634,8010,6,6,2010Q2,1,1,,1,1,2,2,1,1,2,2,2,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36634,8010,6,6,2010Q3,1,1,,1,1,2,2,2,1,2,2,2,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36634,8010,6,6,2010Q4,2,1,,2,1,2,2,1,1,2,1,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36634,8010,6,6,2011Q1,1,1,,3,1,2,2,2,1,2,1,2,2,2,2,FALSE,FALSE,FALSE,FALSE
6,36634,8010,6,6,2011Q2,2,2,,2,1,2,2,3,1,3,1,2,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36634,8010,6,6,2011Q4,2,2,,1,1,2,2,3,2,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2005Q2,1,2,,3,1,1,2,3,2,2,2,1,2,2,2,FALSE,TRUE,FALSE,FALSE
6,36636,7020,5,5,2005Q3,1,3,,1,1,2,2,3,2,1,2,1,3,2,1,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2006Q1,1,3,,3,1,2,2,3,1,1,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2006Q2,1,3,,2,1,3,2,2,1,2,2,3,2,1,1,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2006Q3,1,3,,1,1,2,2,2,2,1,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2006Q4,1,3,,2,1,3,2,3,1,2,1,2,3,2,2,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2007Q1,1,3,,1,2,2,2,2,2,1,2,3,3,1,1,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2007Q2,1,3,,2,1,3,2,3,3,1,2,3,3,2,2,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2007Q3,1,3,,1,2,2,2,3,3,2,2,3,3,2,2,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2008Q4,1,3,,2,1,3,2,2,2,2,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2009Q1,2,3,,3,1,3,3,2,3,2,3,1,3,2,2,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2009Q2,2,3,,3,2,3,2,3,2,3,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2009Q3,1,1,,3,2,3,2,3,2,3,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2009Q4,2,1,,3,3,3,2,3,2,2,2,2,3,2,1,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2010Q1,2,1,,3,1,3,1,3,1,2,2,1,3,2,1,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2010Q2,2,1,,1,1,3,2,3,3,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2010Q3,1,1,,1,1,2,2,3,3,2,2,2,3,1,1,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2010Q4,1,1,,1,1,2,2,1,1,2,1,2,2,1,1,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2011Q1,1,1,,1,1,1,2,2,2,2,2,2,3,2,1,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2011Q3,2,1,,3,2,1,3,3,2,3,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36636,7020,5,5,2011Q4,1,2,,2,2,1,1,3,3,3,2,2,2,2,1,FALSE,FALSE,FALSE,FALSE
6,36640,6000,6,6,2005Q2,1,1,,1,1,2,2,2,1,1,2,3,3,3,1,FALSE,TRUE,FALSE,FALSE
6,36640,6000,6,6,2005Q3,1,3,,1,1,1,2,1,2,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36640,6000,6,6,2006Q1,1,2,,1,1,1,2,1,2,2,2,2,3,2,1,FALSE,FALSE,FALSE,FALSE
6,36640,6000,6,6,2006Q4,1,3,,1,1,1,1,1,1,2,1,1,3,2,1,FALSE,FALSE,FALSE,FALSE
6,36640,6000,6,6,2007Q1,2,2,,1,1,1,1,1,1,1,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36640,6000,6,6,2007Q2,1,3,,1,1,1,1,1,1,1,1,1,3,2,1,FALSE,FALSE,FALSE,FALSE
6,36640,6000,6,6,2007Q3,1,3,,1,1,2,2,2,2,2,2,2,3,2,1,FALSE,FALSE,FALSE,FALSE
6,36640,7020,7,7,2009Q1,1,1,,1,1,2,2,2,2,1,1,1,3,2,1,FALSE,FALSE,FALSE,FALSE
6,36640,7020,7,7,2009Q2,2,2,,3,2,3,3,3,2,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36640,7020,7,7,2009Q3,2,1,,3,3,3,3,3,3,3,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36640,7020,7,7,2009Q4,2,2,,,1,,2,,2,,1,1,3,2,1,FALSE,FALSE,FALSE,FALSE
6,36640,7020,7,7,2010Q1,2,1,,3,2,3,2,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36640,7020,7,7,2010Q2,2,2,,1,1,2,2,2,2,2,2,1,3,2,1,FALSE,FALSE,FALSE,FALSE
6,36640,7020,7,7,2010Q3,2,2,,1,1,2,2,1,1,2,2,1,3,2,1,FALSE,FALSE,FALSE,FALSE
6,36640,7020,7,7,2010Q4,2,2,,2,2,2,2,2,2,2,1,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36640,7020,7,7,2011Q1,2,3,,3,3,3,3,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE
6,36640,7020,7,7,2011Q2,2,2,,3,3,3,2,3,3,2,2,1,3,1,1,FALSE,FALSE,FALSE,FALSE
6,36640,7020,7,7,2011Q4,2,1,,3,1,2,2,2,1,1,2,1,3,1,1,FALSE,FALSE,FALSE,FALSE
6,36644,9060,5,5,2005Q2,1,2,,2,2,1,2,2,1,1,1,2,2,3,3,FALSE,TRUE,FALSE,FALSE
6,36649,7010,9,9,2005Q2,1,3,,1,2,1,2,1,2,1,,1,2,2,2,FALSE,TRUE,FALSE,FALSE
6,36649,7010,9,9,2006Q4,1,3,,1,1,1,1,1,1,1,1,3,1,1,2,FALSE,FALSE,FALSE,FALSE
6,36649,7010,9,9,2007Q1,1,3,,1,1,1,1,1,1,1,,3,1,1,2,FALSE,FALSE,FALSE,FALSE
6,36649,7010,9,9,2007Q2,1,3,,1,1,1,1,1,1,1,,3,1,2,2,FALSE,FALSE,FALSE,FALSE
6,36649,7010,9,9,2007Q3,1,3,,1,1,1,1,1,1,1,2,3,1,1,2,FALSE,FALSE,FALSE,FALSE
6,36649,7010,9,9,2008Q4,1,2,,3,1,3,2,3,2,1,2,2,1,2,2,FALSE,FALSE,FALSE,FALSE
6,36649,7010,9,9,2009Q1,2,2,,1,2,1,2,1,3,1,,3,1,2,1,FALSE,FALSE,FALSE,FALSE
6,36649,7010,9,9,2009Q3,1,2,,3,3,3,3,3,3,1,2,2,2,2,1,FALSE,FALSE,FALSE,FALSE
6,36649,7010,9,9,2010Q1,2,2,,3,1,3,1,3,2,1,2,1,1,2,1,FALSE,FALSE,FALSE,FALSE
6,36649,7010,9,9,2010Q4,1,1,,1,1,1,1,1,1,1,2,3,2,2,2,FALSE,FALSE,FALSE,FALSE
6,36649,7010,9,9,2011Q1,1,1,,1,1,1,1,1,1,1,2,3,2,2,1,FALSE,FALSE,FALSE,FALSE
6,36649,7010,9,9,2011Q3,1,2,,3,2,2,2,3,3,1,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36649,7010,9,9,2011Q4,2,1,,3,1,2,2,3,1,2,1,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36652,8130,5,5,2005Q2,1,2,,3,2,2,2,3,3,2,2,1,3,3,2,FALSE,TRUE,FALSE,FALSE
6,36652,8130,5,5,2006Q2,1,1,,2,3,2,2,2,3,3,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36652,8130,5,5,2006Q3,1,2,,3,3,2,2,3,3,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36652,8130,5,5,2007Q1,1,2,,2,3,2,2,2,3,1,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36652,8130,5,5,2007Q2,1,1,,2,3,2,2,3,3,1,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36652,8130,5,5,2007Q3,1,1,,3,1,2,2,3,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36653,8010,6,6,2008Q4,1,2,,2,2,2,2,3,3,2,2,,1,2,2,FALSE,FALSE,FALSE,FALSE
6,36653,8010,6,6,2009Q1,2,1,,3,2,2,2,3,3,,,2,2,2,1,FALSE,FALSE,FALSE,FALSE
6,36653,8010,6,6,2009Q2,1,2,,2,1,2,2,2,2,2,1,3,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36653,8010,6,6,2010Q1,1,1,,1,1,2,1,2,2,2,2,3,2,2,3,FALSE,FALSE,FALSE,FALSE
6,36653,8010,6,6,2010Q2,1,3,,2,3,2,2,2,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36653,8020,6,6,2005Q2,1,2,,1,2,3,2,1,2,1,1,3,1,2,3,FALSE,TRUE,FALSE,FALSE
6,36653,8020,6,6,2006Q2,1,2,,2,2,1,1,1,2,,,3,1,2,3,FALSE,FALSE,FALSE,FALSE
6,36653,8020,6,6,2006Q3,1,2,,1,3,2,2,2,2,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36653,8020,6,6,2006Q4,1,2,,2,1,2,1,2,2,2,1,3,2,2,3,FALSE,FALSE,FALSE,FALSE
6,36654,8120,5,5,2005Q2,1,3,,1,2,2,2,1,2,1,2,3,3,3,3,FALSE,TRUE,FALSE,FALSE
6,36654,8120,5,5,2005Q3,1,2,,1,2,2,2,2,2,2,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
6,36654,8120,5,5,2006Q1,1,3,,1,1,2,1,1,1,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE
6,36654,8120,5,5,2006Q2,1,2,,2,2,1,2,2,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36654,8120,5,5,2006Q4,1,2,,1,2,1,2,1,1,1,1,1,2,2,2,FALSE,FALSE,FALSE,FALSE
6,36654,8120,5,5,2007Q1,1,2,,2,2,2,1,2,2,2,1,2,1,3,2,FALSE,FALSE,FALSE,FALSE
6,36654,8120,5,5,2007Q2,1,2,,1,2,1,2,2,2,2,2,2,1,2,3,FALSE,FALSE,FALSE,FALSE
6,36657,8180,9,9,2005Q2,2,2,,2,2,2,2,2,2,2,2,1,2,3,2,FALSE,TRUE,FALSE,FALSE
6,36657,8180,9,9,2005Q3,1,2,,2,2,2,2,2,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36657,8180,9,9,2006Q1,2,2,,1,1,1,1,2,2,3,3,1,1,3,2,FALSE,FALSE,FALSE,FALSE
6,36657,8180,9,9,2006Q2,1,2,,2,2,2,2,2,2,1,1,2,1,3,2,FALSE,FALSE,FALSE,FALSE
6,36657,8180,9,9,2006Q3,1,3,,1,1,1,1,2,1,3,3,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36657,8180,9,9,2006Q4,1,3,,1,1,2,2,2,2,2,2,2,1,3,3,FALSE,FALSE,FALSE,FALSE
6,36657,8180,9,9,2007Q1,1,3,,1,1,1,1,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36657,8180,9,9,2007Q2,1,3,,1,1,1,1,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36657,8180,9,9,2009Q2,1,2,,1,1,1,1,2,2,3,3,2,1,3,2,FALSE,FALSE,FALSE,FALSE
6,36657,8180,9,9,2009Q3,2,,,2,2,1,1,2,2,2,2,2,1,3,2,FALSE,FALSE,FALSE,FALSE
6,36657,8180,9,9,2009Q4,2,1,,2,1,2,1,2,1,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36657,8180,9,9,2010Q1,1,,,1,1,1,1,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36657,8180,9,9,2010Q2,2,1,,1,1,1,1,1,1,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36657,8180,9,9,2011Q2,1,1,,1,1,1,1,1,1,2,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36657,8180,9,9,2011Q3,2,1,,2,1,1,1,3,2,3,3,2,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36661,8000,2,2,2005Q2,1,3,,2,1,,2,2,1,2,2,3,2,3,3,FALSE,TRUE,FALSE,FALSE
6,36661,8000,2,2,2006Q2,1,3,,1,1,2,2,1,1,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36661,8000,2,2,2006Q3,1,3,,2,1,2,1,2,1,2,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36662,8000,5,5,2005Q2,1,2,,2,1,2,2,3,1,3,2,,,,,FALSE,TRUE,FALSE,FALSE
6,36662,8000,5,5,2007Q1,1,1,,3,3,2,2,3,3,3,3,1,,,1,FALSE,FALSE,FALSE,FALSE
6,36662,8000,5,5,2009Q1,2,1,,3,3,3,3,3,3,3,3,1,,,1,FALSE,FALSE,FALSE,FALSE
6,36662,8000,5,5,2009Q2,2,1,,3,3,3,3,3,3,3,3,1,,,1,FALSE,FALSE,FALSE,FALSE
6,36662,8000,5,5,2009Q4,2,2,,3,2,3,2,3,2,2,2,1,,,2,FALSE,FALSE,FALSE,FALSE
6,36662,8000,5,5,2010Q1,2,2,,2,,2,,3,,3,,1,,,,FALSE,FALSE,FALSE,FALSE
6,36662,8000,5,5,2010Q2,2,2,,3,3,3,3,3,3,3,3,1,,,1,FALSE,FALSE,FALSE,FALSE
6,36662,8000,5,5,2010Q3,2,3,,,3,2,3,3,3,3,3,1,,,1,FALSE,FALSE,FALSE,FALSE
6,36662,8000,5,5,2010Q4,2,2,,3,2,2,2,3,2,3,2,1,,,1,FALSE,FALSE,FALSE,FALSE
6,36662,8000,5,5,2011Q1,2,2,,2,2,2,2,3,3,3,3,,,,1,FALSE,FALSE,FALSE,FALSE
6,36662,8000,5,5,2011Q2,2,2,,2,2,2,2,2,2,2,2,1,,,1,FALSE,FALSE,FALSE,FALSE
6,36662,8000,5,5,2011Q3,2,2,,2,3,3,3,3,3,3,3,1,,,1,FALSE,FALSE,FALSE,FALSE
6,36662,8000,5,5,2011Q4,2,2,,2,,2,,2,,2,,,,,1,FALSE,FALSE,FALSE,FALSE
6,36665,7090,4,4,2005Q2,2,2,,2,2,2,2,2,2,2,2,3,3,3,3,FALSE,TRUE,FALSE,FALSE
6,36665,7090,4,4,2005Q3,1,2,,3,3,3,3,3,3,,,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36666,7020,1,1,2005Q2,2,2,,3,3,2,2,3,3,,,1,,,,FALSE,TRUE,FALSE,FALSE
6,36668,7080,4,4,2005Q2,1,2,,2,1,2,1,2,1,1,2,2,2,3,3,FALSE,TRUE,FALSE,FALSE
6,36668,7080,4,4,2005Q3,1,2,,2,2,2,2,2,2,2,2,1,,,,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2006Q1,1,3,,2,2,2,2,2,2,1,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2006Q2,1,2,,2,2,2,2,2,2,2,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2006Q3,2,2,,3,3,2,2,2,2,2,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2007Q1,1,3,,1,1,2,2,2,2,2,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2007Q2,1,2,,1,2,2,2,1,2,2,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2007Q3,1,2,,1,2,2,2,1,2,2,2,1,1,2,2,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2008Q4,1,1,,3,3,2,2,3,3,1,1,1,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2009Q1,1,1,,3,3,2,2,2,2,3,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2009Q2,1,2,,3,2,2,3,2,2,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2009Q3,2,2,,3,2,2,3,3,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2009Q4,2,3,,3,3,2,3,3,2,2,3,1,3,3,2,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2010Q1,2,2,,3,3,2,2,3,3,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2010Q2,1,2,,2,2,2,1,2,1,2,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2010Q3,1,2,,2,1,1,2,2,2,3,3,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2010Q4,1,2,,2,1,1,2,2,2,2,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2011Q1,2,1,,1,1,2,2,3,2,2,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2011Q2,1,2,,1,2,2,2,1,2,2,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2011Q3,1,3,,2,3,2,2,2,3,3,3,1,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36668,7080,4,4,2011Q4,1,2,,1,2,2,2,1,2,2,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36669,8090,9,9,2005Q2,2,2,,2,1,1,1,2,1,1,1,1,2,3,2,FALSE,TRUE,FALSE,FALSE
6,36669,8090,9,9,2006Q1,1,3,,1,1,2,1,1,1,1,1,2,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36669,8090,9,9,2006Q2,1,2,,1,1,1,1,2,2,1,1,2,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36669,8090,9,9,2007Q1,2,3,,3,1,2,1,3,1,2,2,1,1,3,2,FALSE,FALSE,FALSE,FALSE
6,36669,8090,9,9,2009Q2,2,1,,3,3,3,3,3,3,3,3,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36669,8090,9,9,2010Q2,2,1,,2,2,3,2,2,2,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36669,8090,9,9,2010Q3,1,1,,1,1,3,2,2,2,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36669,8090,9,9,2011Q1,2,1,,3,1,3,2,2,1,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36669,8090,9,9,2011Q2,1,1,,2,1,2,2,2,1,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36669,8090,9,9,2011Q3,1,1,,1,2,3,2,1,2,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
6,36669,8090,9,9,2011Q4,1,2,,1,2,3,2,1,2,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE
6,36671,7000,7,7,2005Q2,1,2,,2,2,2,3,3,2,2,2,2,3,1,1,FALSE,TRUE,FALSE,FALSE
6,36671,7000,7,7,2006Q2,1,2,,1,3,2,3,1,2,2,2,3,2,2,1,FALSE,FALSE,FALSE,FALSE
6,36671,7000,7,7,2006Q3,1,2,,1,2,3,3,2,2,2,2,3,2,1,1,FALSE,FALSE,FALSE,FALSE
6,36671,7000,7,7,2006Q4,1,2,,1,2,3,3,2,2,2,3,3,2,3,2,FALSE,FALSE,FALSE,FALSE
6,36675,8120,5,5,2005Q2,1,2,,2,2,2,1,2,3,2,2,3,2,2,3,FALSE,TRUE,FALSE,FALSE
6,36675,8120,5,5,2006Q3,1,1,,2,3,2,2,2,3,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36675,8120,5,5,2009Q2,2,1,,3,3,3,3,3,3,2,2,2,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36675,8120,5,5,2011Q3,2,3,,2,2,2,3,3,3,3,3,2,2,3,1,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2005Q2,1,2,,2,2,,,3,3,2,2,3,3,3,3,FALSE,TRUE,FALSE,FALSE
6,36677,8120,2,2,2005Q3,1,3,,2,1,2,2,2,1,2,1,2,2,2,2,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2006Q1,1,2,,2,2,2,2,2,2,,,2,2,2,2,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2006Q4,1,2,,2,2,2,2,2,2,,,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2007Q1,1,,,2,2,2,2,2,2,1,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2007Q2,1,2,,2,2,,,2,2,,,2,3,2,2,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2007Q3,1,,,2,2,2,2,3,3,,,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2008Q4,1,2,,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2009Q1,1,,,2,2,,,,,,,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2009Q2,1,2,,1,1,2,2,2,2,2,2,3,2,2,3,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2009Q3,1,2,,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2009Q4,1,2,,2,2,2,2,2,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2010Q1,1,2,,2,2,2,2,2,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2010Q3,1,2,,,2,,2,,2,,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2010Q4,1,2,,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2011Q1,1,2,,2,2,2,2,2,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36677,8120,2,2,2011Q2,1,2,,2,2,2,2,2,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE
6,36678,8150,9,9,2005Q2,1,2,,1,3,2,2,1,2,2,2,3,1,3,3,FALSE,TRUE,FALSE,FALSE
6,36678,8150,9,9,2006Q1,1,2,,3,3,3,3,2,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE
