"";"Datum";"factorn";"eQ2";"eQ3";"eQ4";"eQ5";"eQ6"
"6030";2006-12-31;0,00145952;1;1;1;NA;1
"61103";2007-03-31;0,0018244;0;0;0;NA;0
"6242";2007-06-30;0,00173752380952381;0;0;0;NA;0
"6337";2007-09-30;0,00214635294117647;0;0;0;NA;0
"6433";2007-12-31;0,00165854545454545;0;0;0;NA;0
"6533";2008-03-31;0,00173752380952381;0;0;0;NA;0
"6734";2008-09-30;0,00140338461538462;-1;0;0;NA;0
"6827";2008-12-31;0,0015864347826087;0;0;-1;NA;-1
"6930";2009-03-31;0,00140338461538462;0;0;0;NA;0
"7031";2009-06-30;0,0015864347826087;-1;0;0;NA;0
"71108";2009-09-30;0,00140338461538462;-1;-1;0;NA;0
"7248";2009-12-31;0,00140338461538462;0;1;0;NA;1
"7436";2010-06-30;0,00193878260869565;-2;-1;-2;NA;-1
"7533";2010-09-30;0,00171507692307692;0;-1;-2;NA;-1
"7633";2010-12-31;0,00143845161290323;1;1;-1;NA;1
"7735";2011-03-31;0,00202690909090909;0;-1;0;NA;0
"7833";2011-06-30;0,00159257142857143;-1;-2;-2;NA;-2
"7928";2011-09-30;0,00143845161290323;0;0;0;NA;0
"8015";2011-12-31;0,00212342857142857;1;1;0;NA;1
"8185";2012-03-31;0,00178368;0;0;-1;NA;1
"8221";2012-06-30;0,00178368;-1;-1;-1;NA;0
"8319";2012-09-30;0,00212342857142857;0;0;0;NA;0
"8416";2012-12-31;0,00247733333333333;0;-1;0;NA;-1
"8519";2013-03-31;0,001384;-1;0;0;NA;0
"8620";2013-06-30;0,00184533333333333;0;0;0;NA;0
"8718";2013-09-30;0,00255507692307692;0;0;0;NA;0
"8816";2013-12-31;0,001384;0;0;1;NA;0
"8916";2014-03-31;0,00174821052631579;0;-1;0;NA;-1
"9010";2014-06-30;0,004152;-1;-1;0;NA;0
"2366";1992-06-30;0,000790655737704918;0;0;0;NA;0
"3290";1992-09-30;0,00091;0;0;0;NA;1
"4356";1992-12-31;0,00075359375;-1;0;0;NA;0
"5273";1993-03-31;0,000679295774647887;-1;-1;-1;NA;NA
"6243";1993-06-30;0,00123666666666667;0;0;0;NA;NA
"7249";1993-09-30;0,000893148148148148;1;1;0;NA;0
"8186";1993-12-31;0,00130351351351351;0;0;0;NA;1
"13150";1995-03-31;0,0015071875;0;0;0;NA;0
"14141";1995-06-30;0,00102617021276596;0;0;-1;NA;0
"2367";1992-06-30;0,00126504918032787;0;0;0;NA;0
"9156";1994-03-31;0,00157485714285714;2;2;2;NA;2
"2670";1998-06-30;0,00130793220338983;0;0;0;NA;0
"4548";2003-03-31;0,00115075;0;0;0;NA;0
"4647";2003-06-30;0,000944205128205128;0;1;0;NA;0
"2368";1992-06-30;0,000918714285714286;0;0;0;NA;0
"3291";1992-09-30;0,000941121951219512;0;0;0;NA;0
"4357";1992-12-31;0,000787469387755102;-1;-1;0;NA;-1
"5274";1993-03-31;0,00148407692307692;0;-1;0;NA;-1
"6244";1993-06-30;0,000803875;0;0;-1;NA;0
"7250";1993-09-30;0,00226976470588235;-1;0;-1;NA;-1
"8187";1993-12-31;0,00107183333333333;0;0;0;NA;0
"9157";1994-03-31;0,00142911111111111;2;2;2;NA;2
"10138";1994-06-30;0,00203084210526316;-1;0;-1;NA;0
"11181";1994-09-30;0,0077172;-2;-2;-1;NA;-2
"12170";1994-12-31;0,0019293;1;1;0;NA;1
"13151";1995-03-31;0,0032155;-1;0;1;NA;0
"16120";1995-12-31;0,0025724;0;1;0;NA;NA
"17112";1996-03-31;0,00275614285714286;1;0;0;NA;NA
"22126";1997-06-30;0,00124470967741935;0;0;0;NA;0
"4358";1992-12-31;0,000262489795918367;-1;-1;-1;NA;0
"5275";1993-03-31;0,000494692307692308;0;0;0;NA;0
"6245";1993-06-30;0,000267958333333333;-1;-1;-1;NA;-1
"9158";1994-03-31;0,00333459259259259;NA;0;1;NA;0
"5276";1993-03-31;0,000989384615384615;0;1;0;NA;1
"6246";1993-06-30;0,000535916666666667;0;-1;1;NA;0
"7251";1993-09-30;0,00151317647058824;1;0;0;NA;-1
"5277";1993-03-31;0,00197876923076923;1;0;2;NA;-1
"6247";1993-06-30;0,00107183333333333;0;0;-1;NA;1
"11182";1994-09-30;0,00263815384615385;-1;-1;0;NA;-1
"18101";1996-06-30;0,00244971428571429;-1;0;-1;NA;-1
"2369";1992-06-30;0,000254059259259259;-2;-1;0;NA;-1
"9159";1994-03-31;0,0012702962962963;2;2;1;NA;2
"4359";1992-12-31;0,000675157480314961;0;0;0;NA;0
"8188";1993-12-31;0,000932010869565217;1;1;1;NA;1
"9160";1994-03-31;0,00105858024691358;0;0;0;NA;0
"19111";1996-09-30;0,00116925;0;0;1;NA;1
"22127";1997-06-30;0,00103933333333333;0;0;0;NA;0
"2591";1998-03-31;0,00139045945945946;0;0;0;NA;0
"2671";1998-06-30;0,00149121739130435;0;0;1;NA;0
"2988";1999-03-31;0,00218923404255319;0;0;1;NA;0
"3088";1999-06-30;0,00122492857142857;1;2;0;NA;2
"3461";2000-06-30;0,00142908333333333;-1;-1;0;NA;-1
"3550";2000-09-30;0,00140950684931507;0;0;0;NA;0
"3654";2000-12-31;0,00130245569620253;0;0;0;NA;0
"3962";2001-09-30;0,00169956923076923;0;1;0;NA;1
"4038";2001-12-31;0,00204577777777778;0;0;0;NA;0
"41116";2002-03-31;0,000812294117647059;0;0;0;NA;0
"42107";2002-06-30;0,00110472;0;0;0;NA;0
"4360";2002-09-30;0,000977628318584071;1;2;0;NA;2
"4452";2002-12-31;0,00120078260869565;-1;-1;0;NA;-1
"4549";2003-03-31;0,0008630625;0;0;0;NA;0
"4648";2003-06-30;0,00116286315789474;0;0;0;NA;0
"4750";2003-09-30;0,00151331506849315;-1;0;1;NA;0
"5033";2004-06-30;0,00167381818181818;0;0;0;NA;0
"51110";2004-09-30;0,0014347012987013;0;0;0;NA;0
"2370";1992-06-30;0,000254059259259259;0;0;0;NA;0
"3292";1992-09-30;0,000445428571428571;0;0;0;NA;0
"4361";1992-12-31;0,000270062992125984;0;0;0;NA;0
"2371";1992-06-30;0,000889207407407407;-1;-2;-1;NA;-2
"3293";1992-09-30;0,001559;0;0;1;NA;1
"4362";1992-12-31;0,000945220472440945;1;0;0;NA;0
"5278";1993-03-31;0,000952722222222222;0;1;1;NA;1
"6248";1993-06-30;0,00200071666666667;0;0;-1;NA;0
"7252";1993-09-30;0,0013048152173913;-1;0;1;NA;0
"10139";1994-06-30;0,00173975362318841;0;0;0;NA;0
"11183";1994-09-30;0,00169074647887324;0;0;0;NA;0
"12171";1994-12-31;0,00206970689655172;-2;0;-1;NA;-2
"2372";1992-06-30;0,000381088888888889;-1;0;-1;NA;0
"7253";1993-09-30;0,00055920652173913;-2;NA;-1;NA;NA
"2373";1992-06-30;0,000381088888888889;0;0;1;NA;0
"3294";1992-09-30;0,000668142857142857;-2;0;-1;NA;0
"4363";1992-12-31;0,000405094488188976;2;0;1;NA;0
"5279";1993-03-31;0,000408309523809524;-1;0;0;NA;0
"6249";1993-06-30;0,00085745;1;0;-1;NA;0
"7254";1993-09-30;0,00055920652173913;0;0;1;NA;0
"8189";1993-12-31;0,00055920652173913;-1;0;-1;NA;0
"9161";1994-03-31;0,000635148148148148;0;0;0;NA;0
"10140";1994-06-30;0,000745608695652174;0;0;-1;NA;0
"13152";1995-03-31;0,00085745;0;0;0;NA;0
"15126";1995-09-30;0,000970698113207547;-1;0;0;NA;0
"20100";1996-12-31;0,000707175257731959;1;0;0;NA;0
"2592";1998-03-31;0,000926972972972973;-1;0;-1;NA;0
"2672";1998-06-30;0,000994144927536232;1;0;0;NA;0
"2784";1998-09-30;0,00139991836734694;-2;-1;0;NA;0
"2890";1998-12-31;0,0010888253968254;0;0;0;NA;0
"2989";1999-03-31;0,00145948936170213;1;0;0;NA;0
"3089";1999-06-30;0,000816619047619048;0;0;0;NA;0
"31139";1999-09-30;0,000966140845070423;-2;-2;-1;NA;-2
"3462";2000-06-30;0,000952722222222222;0;0;-1;NA;0
"3551";2000-09-30;0,000939671232876712;-1;-2;0;NA;-2
"3655";2000-12-31;0,000868303797468354;-1;-1;0;NA;0
"3752";2001-03-31;0,000995243243243243;-1;0;0;NA;0
"3859";2001-06-30;0,00113304615384615;0;-1;-1;NA;-1
"3963";2001-09-30;0,00113304615384615;-1;0;0;NA;0
"4039";2001-12-31;0,00136385185185185;1;0;0;NA;0
"41117";2002-03-31;0,000541529411764706;1;1;1;NA;1
"42108";2002-06-30;0,00073648;0;0;-1;NA;0
"4364";2002-09-30;0,000651752212389381;0;0;0;NA;0
"4453";2002-12-31;0,000800521739130435;-1;-1;1;NA;-1
"4550";2003-03-31;0,000575375;0;0;-1;NA;0
"4649";2003-06-30;0,000775242105263158;-2;-1;0;NA;-1
"4751";2003-09-30;0,00100887671232877;1;0;0;NA;0
"4845";2003-12-31;0,000809318681318681;-2;-2;0;NA;-2
"4942";2004-03-31;0,0009206;-1;-1;0;NA;-1
"5034";2004-06-30;0,00111587878787879;1;1;0;NA;1
"51112";2004-09-30;0,000956467532467533;-1;-1;0;NA;-1
"5280";2004-12-31;0,00108305882352941;1;1;0;NA;1
"5341";2005-03-31;0,000564685714285714;0;0;0;NA;0
"5444";2005-06-30;0,000630765957446809;-1;-1;0;NA;-1
"4365";1992-12-31;0,000540125984251969;-1;-2;-1;NA;-1
"4366";1992-12-31;0,000270062992125984;0;-1;0;NA;-1
"2374";1992-06-30;0,000508118518518519;0;0;-1;NA;0
"5281";1993-03-31;0,000544412698412698;1;1;0;NA;1
"6250";1993-06-30;0,00114326666666667;0;0;1;NA;0
"7255";1993-09-30;0,000745608695652174;0;0;0;NA;0
"8190";1993-12-31;0,000745608695652174;0;1;1;NA;1
"9162";1994-03-31;0,000846864197530864;1;1;0;NA;1
"10141";1994-06-30;0,000994144927536232;0;0;0;NA;0
"11184";1994-09-30;0,000966140845070423;1;1;0;NA;1
"12172";1994-12-31;0,00118268965517241;0;0;0;NA;0
"13153";1995-03-31;0,00114326666666667;0;-1;0;NA;-1
"14142";1995-06-30;0,000966140845070423;0;1;NA;NA;1
"15127";1995-09-30;0,0012942641509434;0;0;NA;NA;0
"16121";1995-12-31;0,00112452459016393;0;0;0;NA;0
"17113";1996-03-31;0,00137192;0;0;0;NA;0
"18102";1996-06-30;0,000926972972972973;0;1;0;NA;1
"19112";1996-09-30;0,0007795;0;-1;0;NA;-1
"20101";1996-12-31;0,000707175257731959;1;1;0;NA;1
"21147";1997-03-31;0,000846864197530864;-1;-1;-1;NA;-1
"2593";1998-03-31;0,000926972972972973;0;0;0;NA;0
"2673";1998-06-30;0,000994144927536232;0;0;0;NA;0
"2785";1998-09-30;0,00139991836734694;0;0;0;NA;0
"2891";1998-12-31;0,0010888253968254;0;0;0;NA;0
"2990";1999-03-31;0,00145948936170213;0;0;-1;NA;0
"3090";1999-06-30;0,000816619047619048;0;0;1;NA;0
"31140";1999-09-30;0,000966140845070423;0;0;0;NA;0
"2375";1992-06-30;0,000762177777777778;0;0;0;NA;0
"5282";1993-03-31;0,000816619047619048;1;1;0;NA;1
"6251";1993-06-30;0,0017149;0;0;0;NA;0
"7256";1993-09-30;0,00111841304347826;0;0;0;NA;0
"8192";1993-12-31;0,00111841304347826;1;0;0;NA;0
"4367";1992-12-31;0,0104642631578947;1;1;0;NA;2
"8193";1993-12-31;0,00883648888888889;0;1;0;NA;0
"2674";1998-06-30;0,00668305882352941;0;0;0;NA;0
"2786";1998-09-30;0,00927444897959184;0;2;0;NA;2
"51113";2004-09-30;0,00359258536585366;0;0;-2;NA;0
"5283";2004-12-31;0,00455554639175258;0;0;1;NA;-1
"5342";2005-03-31;0,00306761061946903;0;0;-1;NA;1
"5445";2005-06-30;0,00298827586206897;0;-1;1;NA;1
"5734";2006-03-31;0,00281821138211382;1;1;-1;NA;1
"5839";2006-06-30;0,00427950617283951;1;1;0;NA;0
"5937";2006-09-30;0,00398436781609195;-1;0;0;NA;0
"6031";2006-12-31;0,00312288288288288;1;1;-1;NA;0
"61104";2007-03-31;0,004333;1;0;0;NA;0
"6252";2007-06-30;0,00306761061946903;0;0;0;NA;0
"6338";2007-09-30;0,00333307692307692;0;0;0;NA;1
"6434";2007-12-31;0,00525212121212121;1;1;0;NA;0
"6735";2008-09-30;0,00541625;0;0;0;NA;0
"6828";2008-12-31;0,00422731707317073;-1;-2;0;NA;-1
"6931";2009-03-31;0,00525212121212121;1;1;1;NA;1
"7032";2009-06-30;0,00488225352112676;0;0;1;NA;-1
"71109";2009-09-30;0,00468432432432432;1;1;0;NA;1
"7257";2009-12-31;0,00502376811594203;-1;-1;0;NA;-1
"7336";2010-03-31;0,00607217021276596;-1;-1;0;NA;-1
"7736";2011-03-31;0,00370638961038961;0;-1;0;NA;0
"7834";2011-06-30;0,00390947945205479;0;-1;0;NA;0
"7929";2011-09-30;0,00407702857142857;0;0;0;NA;0
"8016";2011-12-31;0,0035674;0;0;0;NA;0
"8194";2012-03-31;0,00380522666666667;0;0;0;NA;0
"8222";2012-06-30;0,00432412121212121;0;0;0;NA;0
"8520";2013-03-31;0,00729993442622951;0;0;0;NA;0
"8621";2013-06-30;0,00428169230769231;0;1;0;NA;1
"4368";1992-12-31;0,00896936842105263;-1;-1;0;NA;0
"20102";1996-12-31;0,00587648275862069;1;1;0;NA;1
"41118";2002-03-31;0,00288187826086957;-1;-1;1;NA;-1
"4846";2003-12-31;0,00315634285714286;0;0;0;NA;0
"4943";2004-03-31;0,00312656603773585;0;0;0;NA;0
"5035";2004-06-30;0,00285703448275862;-1;-1;0;NA;-1
"5343";2005-03-31;0,00230070796460177;0;0;0;NA;0
"5446";2005-06-30;0,00224120689655172;0;0;0;NA;0
"2376";1992-06-30;0,0116525128205128;1;0;0;NA;0
"3295";1992-09-30;0,0129842285714286;-1;0;0;NA;0
"4369";1992-12-31;0,0119591578947368;0;-1;1;NA;-1
"5284";1993-03-31;0,00783531034482759;0;-1;1;NA;-1
"8195";1993-12-31;0,0100988444444444;1;1;0;NA;1
"9163";1994-03-31;0,0110840975609756;0;1;0;NA;0
"10142";1994-06-30;0,0168314074074074;0;1;-1;NA;1
"11185";1994-09-30;0,0133661176470588;0;0;1;NA;0
"12173";1994-12-31;0,0119591578947368;0;0;0;NA;0
"13154";1995-03-31;0,028403;0;0;0;NA;1
"14143";1995-06-30;0,00946766666666667;0;1;0;NA;0
"17114";1996-03-31;0,0122823783783784;0;0;0;NA;0
"20103";1996-12-31;0,00783531034482759;0;0;0;NA;0
"2787";1998-09-30;0,00927444897959184;0;-1;0;NA;-1
"2892";1998-12-31;0,00678280597014925;0;1;0;NA;1
"3656";2000-12-31;0,00273763855421687;1;-1;0;NA;-1
"3753";2001-03-31;0,00232572631578947;0;0;0;NA;0
"3860";2001-06-30;0,0027277037037037;0;1;0;NA;1
"3964";2001-09-30;0,00334763636363636;0;0;1;NA;0
"4040";2001-12-31;0,00294592;-1;0;0;NA;0
"41119";2002-03-31;0,00192125217391304;1;1;0;NA;1
"42109";2002-06-30;0,0024015652173913;0;0;0;NA;0
"4370";2002-09-30;0,00179629268292683;0;0;0;NA;0
"4454";2002-12-31;0,00212446153846154;0;0;0;NA;0
"4551";2003-03-31;0,00206489719626168;0;-1;0;NA;-1
"4650";2003-06-30;0,001767552;0;2;0;NA;2
"4752";2003-09-30;0,00167381818181818;1;0;0;NA;0
"4847";2003-12-31;0,00210422857142857;-1;0;0;NA;0
"4944";2004-03-31;0,00208437735849057;0;-1;0;NA;-1
"5036";2004-06-30;0,00190468965517241;0;1;0;NA;1
"5344";2005-03-31;0,00153380530973451;1;1;0;NA;1
"5447";2005-06-30;0,00149413793103448;-1;0;0;NA;0
"5735";2006-03-31;0,00140910569105691;0;0;0;NA;0
"5840";2006-06-30;0,00213975308641975;-1;-1;0;NA;-1
"6253";2007-06-30;0,00153380530973451;2;1;0;NA;1
"6736";2008-09-30;0,002708125;0;0;0;NA;0
"6829";2008-12-31;0,00211365853658537;0;0;1;NA;0
"6932";2009-03-31;0,00262606060606061;0;2;-1;NA;0
"15128";1995-09-30;0,00645522727272727;-1;-1;-1;NA;-1
"22128";1997-06-30;0,0060431914893617;-1;0;0;NA;0
"2594";1998-03-31;0,00516418181818182;0;0;1;NA;0
"3091";1999-06-30;0,00556921568627451;-1;0;0;NA;0
"31141";1999-09-30;0,00767648648648649;0;0;0;NA;0
"3657";2000-12-31;0,00205322891566265;0;0;0;NA;0
"3754";2001-03-31;0,00174429473684211;1;0;0;NA;0
"3861";2001-06-30;0,00204577777777778;0;0;0;NA;0
"3965";2001-09-30;0,00251072727272727;0;0;-1;NA;0
"4041";2001-12-31;0,00220944;1;1;1;NA;1
"41120";2002-03-31;0,00144093913043478;0;-1;0;NA;-1
"42110";2002-06-30;0,00180117391304348;0;1;0;NA;1
"4371";2002-09-30;0,00134721951219512;0;0;0;NA;0
"4455";2002-12-31;0,00159334615384615;-1;0;0;NA;0
"4552";2003-03-31;0,00154867289719626;1;0;0;NA;0
"4651";2003-06-30;0,001325664;-1;0;0;NA;0
"5736";2006-03-31;0,00105682926829268;-1;-2;0;NA;-2
"5841";2006-06-30;0,00160481481481481;1;1;0;NA;1
"5938";2006-09-30;0,00149413793103448;0;1;0;NA;1
"6032";2006-12-31;0,00117108108108108;0;-2;-1;NA;-2
"61105";2007-03-31;0,001624875;0;-1;-1;NA;-1
"6435";2007-12-31;0,00196954545454545;0;0;0;NA;0
"6534";2008-03-31;0,00213098360655738;0;1;-1;NA;1
"6638";2008-06-30;0,00196954545454545;0;1;2;NA;1
"13155";1995-03-31;0,00118767567567568;0;0;1;NA;0
"6254";1993-06-30;0,000224204081632653;-1;-2;0;NA;-2
"16122";1995-12-31;0,00028721568627451;1;NA;0;NA;NA
"17115";1996-03-31;0,000285350649350649;-2;NA;0;NA;NA
"2893";1998-12-31;0,000542518518518518;-1;-1;0;NA;-1
"2991";1999-03-31;0,00045775;NA;-1;0;NA;-1
"3092";1999-06-30;0,00053590243902439;1;2;0;NA;2
"3552";2000-09-30;0,000627771428571429;NA;2;0;NA;2
"3966";2001-09-30;0,000892827586206897;0;1;0;NA;1
"4042";2001-12-31;0,000977056603773585;0;2;0;NA;2
"42111";2002-06-30;0,00167045161290323;0;0;0;NA;0
"4753";2003-09-30;0,000863066666666667;1;1;0;NA;1
"4848";2003-12-31;0,00115075555555556;-1;-1;0;NA;-1
"4945";2004-03-31;0,00167045161290323;1;1;0;NA;1
"5037";2004-06-30;0,00207136;0;1;0;NA;1
"5448";2005-06-30;0,00102389795918367;1;1;0;NA;NA
"5737";2006-03-31;0,000929092592592593;0;0;0;NA;-1
"5842";2006-06-30;0,00085035593220339;-1;-1;NA;NA;NA
"5939";2006-09-30;0,00100342;2;1;2;NA;1
"6033";2006-12-31;0,0009122;-1;0;NA;NA;0
"61106";2007-03-31;0,00114025;-1;-1;0;NA;-1
"6255";2007-06-30;0,00106746808510638;0;1;0;NA;1
"6535";2008-03-31;0,00218134782608696;1;1;0;NA;1
"6639";2008-06-30;0,001254275;-1;-1;0;NA;-1
"6830";2008-12-31;0,0012864358974359;-1;0;0;NA;0
"6933";2009-03-31;0,00264057894736842;-1;-1;0;NA;-1
"7033";2009-06-30;0,000783921875;-1;-1;0;NA;-1
"71110";2009-09-30;0,000964826923076923;-1;-1;0;NA;-1
"7258";2009-12-31;0,00116676744186047;-1;-2;0;NA;-1
"7437";2010-06-30;0,000933348837209302;0;0;0;NA;0
"7534";2010-09-30;0,00100335;-1;0;0;NA;NA
"7634";2010-12-31;0,000573342857142857;2;2;0;NA;2
"7737";2011-03-31;0,000608090909090909;0;0;0;NA;0
"7835";2011-06-30;0,000757245283018868;0;0;1;NA;0
"7930";2011-09-30;0,000757245283018868;0;0;0;NA;0
"8017";2011-12-31;0,000729709090909091;0;-1;0;NA;-1
"8196";2012-03-31;0,000912136363636364;-1;0;-1;NA;0
"8223";2012-06-30;0,0010847027027027;-1;-1;-1;NA;-1
"8320";2012-09-30;0,000647322580645161;0;0;0;NA;0
"8417";2012-12-31;0,000716678571428571;0;1;0;NA;1
"8522";2013-03-31;0,00075862;-1;-2;0;NA;-2
"9011";2014-06-30;0,00102516216216216;-1;-1;0;NA;-1
"2377";1992-06-30;0,00020630985915493;-1;1;0;NA;0
"3296";1992-09-30;0,000203444444444444;0;0;0;NA;2
"4372";1992-12-31;0,0001935859030837;0;0;1;NA;-2
"2378";1992-06-30;0,00165047887323944;0;0;0;NA;0
"20104";1996-12-31;0,00141754838709677;0;-1;-2;NA;0
"21148";1997-03-31;0,00160379562043796;0;-1;0;NA;-1
"22129";1997-06-30;0,00141754838709677;0;-2;0;NA;-1
"2379";1992-06-30;0,000412619718309859;2;2;1;NA;2
"8197";1993-12-31;0,000380467532467532;0;0;0;NA;0
"9164";1994-03-31;0,000570701298701299;0;NA;0;NA;0
"13156";1995-03-31;0,00047507027027027;2;2;0;NA;NA
"16123";1995-12-31;0,00057443137254902;1;0;0;NA;NA
"17116";1996-03-31;0,000570701298701299;-1;-1;-1;NA;-1
"31142";1999-09-30;0,000363173553719008;0;0;-1;NA;0
"4373";2002-09-30;0,00107883333333333;0;0;NA;NA;0
"4849";2003-12-31;0,00115075555555556;0;0;0;NA;0
"5285";1993-03-31;0,00107180487804878;0;0;-1;NA;0
"31143";1999-09-30;0,00217904132231405;0;0;1;NA;0
"3862";2001-06-30;0,00609223529411765;1;1;1;NA;1
"3967";2001-09-30;0,00535696551724138;-1;-1;0;NA;-1
"5345";2005-03-31;0,00700060465116279;-1;0;0;NA;0
"5738";2006-03-31;0,00557455555555556;0;0;0;NA;0
"5843";2006-06-30;0,00510213559322034;0;0;0;NA;0
"5940";2006-09-30;0,00602052;-1;-1;0;NA;-1
"6256";2007-06-30;0,0064048085106383;0;0;0;NA;0
"6339";2007-09-30;0,00327202173913043;0;NA;0;NA;1
"7259";2009-12-31;0,0035003023255814;0;0;1;NA;0
"7438";2010-06-30;0,00280004651162791;0;0;0;NA;0
"4374";1992-12-31;0,000580757709251101;0;1;0;NA;0
"7260";1993-09-30;0,000813777777777778;0;0;0;NA;0
"2380";1992-06-30;0,00123785915492958;0;-2;-1;NA;-2
"4375";1992-12-31;0,0011615154185022;0;0;0;NA;0
"5286";1993-03-31;0,00107180487804878;0;1;0;NA;1
"6257";1993-06-30;0,00134522448979592;0;0;0;NA;0
"7261";1993-09-30;0,00162755555555556;0;0;0;NA;0
"8198";1993-12-31;0,0011414025974026;1;1;0;NA;1
"9165";1994-03-31;0,0017121038961039;0;0;1;NA;0
"12174";1994-12-31;0,00172329411764706;0;0;0;NA;0
"13157";1995-03-31;0,00142521081081081;0;0;0;NA;0
"14144";1995-06-30;0,0011414025974026;0;0;0;NA;0
"15129";1995-09-30;0,00156014201183432;0;0;-1;NA;0
"16124";1995-12-31;0,00172329411764706;0;0;1;NA;NA
"17117";1996-03-31;0,0017121038961039;-1;0;0;NA;NA
"18103";1996-06-30;0,00195306666666667;0;-1;0;NA;NA
"19113";1996-09-30;0,00239694545454545;0;0;-1;NA;NA
"20105";1996-12-31;0,00212632258064516;1;1;1;NA;1
"21149";1997-03-31;0,00192455474452555;-1;0;-1;NA;0
"22130";1997-06-30;0,00212632258064516;0;-1;0;NA;-1
"2992";1999-03-31;0,0027465;0;0;0;NA;0
"12175";1994-12-31;0,00143607843137255;0;0;1;NA;0
"13158";1995-03-31;0,00118767567567568;-1;0;-1;NA;0
"14145";1995-06-30;0,000951168831168831;0;0;0;NA;0
"17118";1996-03-31;0,00142675324675325;-1;-1;-1;NA;-1
"18104";1996-06-30;0,00162755555555556;-1;0;-1;NA;0
"19114";1996-09-30;0,00199745454545455;0;0;0;NA;0
"20106";1996-12-31;0,00141754838709677;1;1;1;NA;1
"21150";1997-03-31;0,00128303649635036;-1;0;0;NA;0
"22131";1997-06-30;0,00141754838709677;1;0;0;NA;0
"2595";1998-03-31;0,00154189473684211;0;0;0;NA;0
"2675";1998-06-30;0,0028815737704918;-1;0;0;NA;0
"2993";1999-03-31;0,001831;0;-1;-1;NA;-1
"3093";1999-06-30;0,00214360975609756;1;1;0;NA;1
"31144";1999-09-30;0,00145269421487603;-1;0;0;NA;0
"3297";1992-09-30;0,00162755555555556;0;0;0;NA;0
"4376";1992-12-31;0,0015486872246696;0;1;0;NA;1
"5287";1993-03-31;0,00142907317073171;0;-1;0;NA;-1
"6258";1993-06-30;0,00179363265306122;0;0;0;NA;0
"8199";1993-12-31;0,00152187012987013;1;1;0;NA;1
"9166";1994-03-31;0,00228280519480519;1;1;-1;NA;1
"12176";1994-12-31;0,00229772549019608;0;0;-1;NA;0
"13159";1995-03-31;0,00190028108108108;0;0;0;NA;0
"14146";1995-06-30;0,00152187012987013;0;0;0;NA;0
"15130";1995-09-30;0,00208018934911243;0;0;1;NA;0
"16125";1995-12-31;0,00229772549019608;-1;-1;-1;NA;-1
"17119";1996-03-31;0,00228280519480519;0;1;0;NA;1
"18105";1996-06-30;0,00260408888888889;1;2;0;NA;2
"19115";1996-09-30;0,00199745454545455;1;0;1;NA;0
"20107";1996-12-31;0,00177193548387097;0;0;0;NA;0
"21151";1997-03-31;0,00160379562043796;0;0;-1;NA;0
"2596";1998-03-31;0,00192736842105263;-1;-1;-1;NA;-1
"2381";1992-06-30;0,000618929577464789;0;0;0;NA;0
"5288";1993-03-31;0,00053590243902439;-1;0;0;NA;0
"6259";1993-06-30;0,000672612244897959;-1;-1;-1;NA;-1
"7262";1993-09-30;0,000813777777777778;-1;-1;-1;NA;-1
"19116";1996-09-30;0,000798981818181818;0;0;0;NA;0
"20108";1996-12-31;0,000708774193548387;-1;0;-1;NA;0
"21152";1997-03-31;0,000641518248175182;0;-1;0;NA;-1
"22132";1997-06-30;0,000708774193548387;0;0;0;NA;0
"2597";1998-03-31;0,000770947368421053;0;0;0;NA;0
"2676";1998-06-30;0,0014407868852459;0;0;0;NA;0
"2788";1998-09-30;0,000887757575757576;0;0;0;NA;0
"2894";1998-12-31;0,00108503703703704;0;-1;0;NA;-1
"2382";1992-06-30;0,000618929577464789;0;0;NA;NA;0
"3553";2000-09-30;0,00188331428571429;1;0;0;NA;0
"4754";2003-09-30;0,0025892;1;0;1;NA;1
"5449";2005-06-30;0,00307169387755102;-1;0;1;NA;-1
"5941";2006-09-30;0,00301026;-2;-1;0;NA;-1
"6034";2006-12-31;0,0027366;1;1;-1;NA;0
"7439";2010-06-30;0,00280004651162791;-2;-1;-1;NA;-2
"2383";1992-06-30;0,00185678873239437;1;0;0;NA;0
"6260";1993-06-30;0,00201783673469388;0;0;0;NA;1
"7263";1993-09-30;0,00244133333333333;1;0;0;NA;0
"8200";1993-12-31;0,0017121038961039;-1;0;0;NA;0
"9167";1994-03-31;0,00256815584415584;-1;-1;0;NA;-1
"10143";1994-06-30;0,00241156097560976;0;0;0;NA;0
"11186";1994-09-30;0,0022344406779661;0;1;0;NA;1
"12177";1994-12-31;0,00258494117647059;0;1;0;NA;1
"13160";1995-03-31;0,00213781621621622;0;0;0;NA;-1
"14147";1995-06-30;0,0017121038961039;-1;-1;0;NA;-1
"15131";1995-09-30;0,00234021301775148;1;2;0;NA;2
"16126";1995-12-31;0,00258494117647059;-1;-1;0;NA;-1
"17120";1996-03-31;0,00256815584415584;1;1;0;NA;1
"18106";1996-06-30;0,0029296;-2;-1;0;NA;-1
"19117";1996-09-30;0,00359541818181818;0;-1;0;NA;-1
"2384";1992-06-30;0,000618929577464789;0;0;0;NA;-1
"5289";1993-03-31;0,00053590243902439;0;-1;0;NA;-1
"8201";1993-12-31;0,000570701298701299;1;0;0;NA;0
"16127";1995-12-31;0,000861647058823529;0;1;0;NA;1
"17121";1996-03-31;0,000856051948051948;-1;-2;0;NA;-2
