Streek;Idnr;Sektor;Gewig;Faktor;OpnameQ;Q1;Q2A;Q2P;Q3A;Q3P;Q4A;Q4P;Q5;Q6;Q7A;Q7P;Q8A;Q8P;Q9;Q10;Q11A;Q11P;Q12A;Q12P;Q13A;Q13P;Q14;Latecomer;NewRecruit;WrongClassif;Duplicate
06;13283;3510;9;700;13Q1;1;1;2;1;2;1;2;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
01;14060;3510;6;70;13Q1;;;;;;;;;;;;;;;2;3;2;3;2;3;3;2;FALSE;FALSE;FALSE;FALSE
06;14061;3510;9;700;13Q1;1;1;2;1;2;1;2;2;1;1;2;1;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
05;14063;3510;8;300;13Q1;;;;;;;;;2;2;1;2;1;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;14064;3510;9;700;13Q1;2;3;1;3;1;2;1;3;2;3;2;3;2;2;1;1;1;2;1;2;1;1;FALSE;FALSE;FALSE;FALSE
06;14066;3510;8;300;13Q1;1;1;;2;1;1;1;3;2;1;;1;1;3;1;1;;1;1;1;1;1;FALSE;FALSE;FALSE;FALSE
04;14067;3510;9;700;13Q1;1;2;2;2;2;2;2;3;1;1;1;1;1;3;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;14070;3510;9;700;13Q1;1;3;3;2;2;3;2;2;1;2;2;2;2;2;1;3;3;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;14071;3510;9;700;13Q1;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
04;14082;3510;5;30;13Q1;2;2;2;2;2;3;3;2;2;3;2;3;2;3;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;14083;3510;5;30;13Q1;;;;;;;;;2;3;2;3;2;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
06;14085;3510;8;300;13Q1;1;3;1;3;1;3;1;1;1;1;1;2;1;1;1;2;;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;14086;3510;9;700;13Q1;2;3;2;3;2;3;2;2;2;3;2;3;2;1;1;2;2;2;2;3;3;1;FALSE;FALSE;FALSE;FALSE
05;14088;3510;9;700;13Q1;2;2;2;2;2;2;2;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;14093;3510;7;150;13Q1;2;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;FALSE;FALSE;FALSE;FALSE
06;14094;3510;8;300;13Q1;1;2;2;1;2;2;2;3;1;1;2;1;2;3;1;2;2;2;2;2;2;3;FALSE;FALSE;FALSE;FALSE
06;14095;3510;8;300;13Q1;2;2;1;2;1;3;1;2;2;2;1;2;1;1;1;1;1;1;1;;1;2;FALSE;FALSE;FALSE;FALSE
06;14096;3510;9;700;13Q1;1;2;1;2;1;2;2;2;1;2;1;2;3;3;1;2;1;2;1;2;1;2;FALSE;FALSE;FALSE;FALSE
01;14099;3510;9;700;13Q1;1;1;2;1;2;1;2;2;1;2;1;2;1;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;14102;3510;8;300;13Q1;2;3;1;3;1;3;1;3;2;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;14111;3510;9;700;13Q1;1;1;;1;;2;;2;1;2;;2;;3;1;1;;1;;1;;2;FALSE;FALSE;FALSE;FALSE
01;14113;3510;8;300;13Q1;;;;;;;;;;;;;;;1;1;2;1;2;1;3;1;FALSE;FALSE;FALSE;FALSE
06;30084;3510;4;15;13Q1;1;1;2;1;2;1;2;2;1;1;2;1;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
05;33136;3510;8;300;13Q1;1;2;;1;;2;;2;1;1;;1;;2;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;13Q1;1;2;1;2;1;2;1;2;1;3;2;3;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
05;36244;3510;6;70;13Q1;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
04;53350;3510;7;150;13Q1;2;3;3;3;3;3;3;2;2;3;3;3;3;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;13Q1;2;2;1;2;2;1;1;3;2;2;2;2;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
08;53372;3510;9;700;13Q1;1;2;2;2;2;2;2;3;1;2;2;2;2;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
05;53450;3510;8;300;13Q1;1;3;2;3;2;3;2;2;2;2;1;2;1;2;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
08;53650;3510;6;70;13Q1;2;3;1;3;1;3;1;2;2;3;1;3;1;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;96924;3510;7;150;13Q1;1;2;2;2;2;1;1;3;2;3;2;3;2;2;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;96937;3510;8;300;13Q1;1;3;;2;;2;;3;2;3;;3;;3;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
01;96947;3510;1;1;13Q1;;;;;;;;;2;3;2;3;2;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;96952;3510;8;300;13Q1;;;;;;;;;2;2;2;;;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
06;96956;3510;8;300;13Q1;;;;;;;;;1;1;1;1;1;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;96970;3510;8;300;13Q1;1;1;1;1;1;1;1;2;1;1;1;;;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
02;96977;3510;9;700;13Q1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;96987;3510;9;700;13Q1;2;3;2;;;;;;;3;2;;;;;2;2;;;;;;FALSE;FALSE;FALSE;FALSE
01;97016;3510;8;300;13Q1;;;;;;;;;;1;2;1;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
05;97139;3510;8;300;13Q1;1;2;2;2;2;2;2;2;2;3;1;3;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;13Q1;2;3;2;3;2;3;2;1;2;3;2;3;2;3;1;2;;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;97177;3510;3;7;13Q1;1;2;2;2;2;2;2;3;1;;;2;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
05;97245;3510;7;150;13Q1;;;;;;;;;1;2;;2;1;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;97264;3510;8;300;13Q1;2;2;;2;;2;;3;1;2;;2;;1;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
06;97290;3510;9;700;13Q1;1;2;2;2;2;2;2;2;1;1;2;1;2;3;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;13Q1;1;2;2;2;2;2;2;2;1;2;2;2;2;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;10629;3510;8;300;13Q2;;;;;;;;;2;2;1;3;1;1;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;10630;3510;5;30;13Q2;2;3;2;3;2;3;2;2;;3;2;3;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;10631;3510;8;300;13Q2;;;;;;;;;;1;1;1;1;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;10637;3510;8;300;13Q2;1;1;2;1;2;1;2;1;2;3;2;3;2;1;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
05;10648;3510;8;300;13Q2;2;3;2;3;2;3;2;2;1;2;2;1;2;2;1;1;2;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;10650;3510;9;700;13Q2;2;3;2;1;2;2;2;2;;3;2;3;2;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
08;10651;3510;9;700;13Q1;2;3;3;3;3;3;3;1;1;2;1;3;1;3;1;2;1;2;1;3;1;2;TRUE;FALSE;FALSE;FALSE
06;10824;3510;9;700;13Q2;2;3;2;3;2;3;2;2;2;3;2;3;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;11205;3510;1;1;13Q2;2;3;3;3;3;3;3;2;2;3;3;3;3;2;2;3;3;3;;3;3;3;FALSE;FALSE;FALSE;FALSE
02;11208;3510;1;1;13Q2;2;3;2;3;2;3;2;1;2;3;3;3;3;1;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;11238;3510;8;300;13Q2;1;2;2;2;2;1;3;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
05;13019;3510;1;1;13Q2;1;1;2;1;2;1;2;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
04;13147;3510;7;150;13Q2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;13283;3510;9;700;13Q2;1;1;2;1;1;1;1;3;1;1;2;1;1;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;14059;3510;8;300;13Q2;;;;;;;;;;;;;;;2;3;3;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
01;14060;3510;6;70;13Q2;;;;;;;;;;;;;;;2;2;2;2;2;3;3;2;FALSE;FALSE;FALSE;FALSE
06;14066;3510;8;300;13Q2;1;2;1;2;1;3;2;2;2;3;2;3;2;1;1;2;1;2;1;2;2;1;FALSE;FALSE;FALSE;FALSE
04;14067;3510;9;700;13Q2;1;3;2;3;2;3;2;1;1;1;2;1;2;2;1;1;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
05;14069;3510;6;70;13Q2;1;2;1;1;1;2;1;1;2;3;2;3;2;2;1;1;1;1;1;1;1;1;FALSE;FALSE;FALSE;FALSE
01;14071;3510;9;700;13Q2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;14073;3510;7;150;13Q2;1;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;2;2;2;2;2;3;FALSE;FALSE;FALSE;FALSE
06;14078;3510;9;700;13Q2;1;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;14081;3510;9;700;13Q1;2;3;2;3;2;3;2;1;2;3;1;3;1;2;2;3;2;3;2;3;2;2;TRUE;FALSE;FALSE;FALSE
04;14082;3510;5;30;13Q2;2;;;3;2;3;2;2;;2;;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;14084;3510;6;70;13Q2;;2;2;2;2;2;3;2;;2;3;2;2;2;;2;3;2;2;2;3;2;FALSE;FALSE;FALSE;FALSE
06;14086;3510;9;700;13Q2;2;3;3;3;3;3;3;1;2;3;3;3;3;1;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
05;14087;3510;5;30;13Q2;2;3;3;3;3;3;3;1;;;;;;;2;3;3;3;3;3;;1;FALSE;FALSE;FALSE;FALSE
05;14088;3510;9;700;13Q2;2;2;2;2;2;2;2;2;2;2;;2;;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;14089;3510;9;700;13Q2;2;3;3;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;14090;3510;8;300;13Q1;2;3;3;3;;;3;1;;3;3;3;3;1;2;3;3;3;3;3;;1;TRUE;FALSE;FALSE;FALSE
02;14093;3510;7;150;13Q2;1;3;1;3;1;3;1;2;1;3;1;3;1;2;2;3;1;3;1;3;1;2;FALSE;FALSE;FALSE;FALSE
06;14095;3510;8;300;13Q2;1;1;3;1;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;14097;3510;3;7;13Q2;2;3;3;3;3;2;3;1;2;3;3;3;3;3;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;14099;3510;9;700;13Q2;1;3;3;1;3;3;3;2;1;3;;2;1;3;2;3;3;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
05;14100;3510;9;700;13Q2;1;;2;2;2;2;2;2;2;3;;3;;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;14102;3510;8;300;13Q2;2;3;2;3;1;3;1;2;2;3;2;3;2;2;;2;2;2;2;;;1;FALSE;FALSE;FALSE;FALSE
01;14108;3510;5;30;13Q2;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;14113;3510;8;300;13Q2;;;;;;;;;;;;;;;1;1;2;1;2;2;2;1;FALSE;FALSE;FALSE;FALSE
06;14595;3510;8;300;13Q2;;;;;;;;;;;;;;;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
06;14622;3510;8;300;13Q2;;;;;;;;;;;;;;;2;3;3;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
05;14627;3510;5;30;13Q2;1;3;2;3;2;3;2;2;;;;;;;1;2;2;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;14765;3510;8;300;13Q2;1;2;;2;;3;;2;;;;;;;1;2;;2;;3;;2;FALSE;FALSE;FALSE;FALSE
06;30084;3510;4;15;13Q2;2;3;1;3;1;3;1;2;;1;2;1;1;3;1;1;1;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;13Q2;;;;;;;;;2;3;3;;;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;13Q2;1;2;2;2;2;2;2;2;2;2;1;3;1;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
05;36244;3510;6;70;13Q2;;;;;;;;;;;;;;;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
04;53350;3510;7;150;13Q2;1;1;2;1;2;1;2;3;2;3;3;3;3;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;13Q2;2;2;1;1;1;1;1;3;2;3;3;3;3;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
05;53450;3510;8;300;13Q2;1;2;2;1;2;2;2;2;1;1;2;1;2;2;1;2;;1;2;2;2;1;FALSE;FALSE;FALSE;FALSE
08;53650;3510;6;70;13Q2;1;2;3;2;3;2;3;2;2;3;2;3;2;2;1;1;1;1;1;1;2;2;FALSE;FALSE;FALSE;FALSE
03;53666;3510;8;300;13Q2;2;2;1;2;1;2;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
03;96914;3510;2;3;13Q2;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;96924;3510;7;150;13Q2;1;2;2;2;1;2;1;2;2;3;3;3;3;3;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;96937;3510;8;300;13Q2;1;1;2;1;2;1;2;2;2;3;2;3;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;96947;3510;1;1;13Q2;;;;;;;;;2;2;2;2;2;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;96952;3510;8;300;13Q2;2;;;;;;;;2;2;2;2;2;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;96970;3510;8;300;13Q2;1;1;1;1;1;1;1;2;2;2;1;2;1;3;1;1;;1;1;1;1;1;FALSE;FALSE;FALSE;FALSE
02;96977;3510;9;700;13Q2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
05;97010;3510;7;150;13Q2;;;;;;;;;1;1;2;1;1;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;97016;3510;8;300;13Q2;;;;;;;;;1;2;2;2;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;97068;3510;8;300;13Q2;1;1;;1;;1;;2;1;1;;1;;2;1;1;;1;;1;;3;FALSE;FALSE;FALSE;FALSE
05;97139;3510;8;300;13Q2;1;2;1;2;1;2;1;2;;2;2;2;2;2;;2;2;2;2;;;2;FALSE;FALSE;FALSE;FALSE
06;97160;3510;9;700;13Q2;2;3;2;3;2;3;2;1;2;3;2;3;2;3;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;97177;3510;3;7;13Q2;1;3;2;3;2;3;2;3;1;2;2;2;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
03;97195;3510;9;700;13Q2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;FALSE;FALSE;FALSE;FALSE
05;97245;3510;7;150;13Q2;;;;;;;;;1;2;1;2;1;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
03;97271;3510;7;150;13Q2;1;1;1;1;2;2;2;2;2;2;2;;3;1;1;2;2;2;2;;2;1;FALSE;FALSE;FALSE;FALSE
05;97282;3510;9;700;13Q2;1;2;1;1;1;2;1;;2;3;1;3;1;1;1;2;1;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;97351;3510;8;300;13Q2;1;2;2;2;2;2;2;3;1;1;2;1;2;3;1;1;2;2;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;10627;3510;8;300;13Q3;2;3;1;3;3;3;3;2;2;2;2;2;2;3;1;1;1;1;1;2;1;2;FALSE;FALSE;FALSE;FALSE
01;10628;3510;8;300;13Q3;;;;;;;;;1;2;;2;;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;10629;3510;8;300;13Q3;2;;;;;;;;2;3;1;3;1;1;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;10631;3510;8;300;13Q3;;;;;;;;;1;1;1;1;1;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
08;10637;3510;8;300;13Q3;1;1;1;1;1;2;1;1;2;2;2;2;2;1;1;1;;1;;2;;2;FALSE;FALSE;FALSE;FALSE
06;10640;3510;9;700;13Q3;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;10650;3510;9;700;13Q3;2;3;2;3;2;3;2;2;2;3;2;2;2;2;;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
08;10651;3510;9;700;13Q3;2;3;3;3;3;3;3;2;2;3;1;3;1;2;1;2;1;1;1;2;1;2;FALSE;FALSE;FALSE;FALSE
06;10793;3510;9;700;13Q3;1;3;3;;;1;2;1;2;2;3;;;1;2;2;1;2;2;;;2;FALSE;FALSE;FALSE;FALSE
06;10824;3510;9;700;13Q3;2;1;2;1;2;2;2;1;2;3;2;2;2;1;2;3;2;3;3;3;3;1;FALSE;FALSE;FALSE;FALSE
02;11205;3510;1;1;13Q3;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;3;FALSE;FALSE;FALSE;FALSE
02;11208;3510;1;1;13Q3;2;3;2;3;2;3;2;1;2;3;2;3;2;1;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
02;11238;3510;8;300;13Q3;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;13020;3510;1;1;13Q3;1;1;2;1;2;1;2;2;1;2;2;1;2;1;1;2;2;1;2;1;2;1;FALSE;FALSE;FALSE;FALSE
06;13283;3510;9;700;13Q3;1;2;2;1;1;1;1;2;1;2;2;1;1;2;1;2;2;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;14060;3510;6;70;13Q3;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
05;14063;3510;8;300;13Q3;;;;;;;;;2;3;;3;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
06;14066;3510;8;300;13Q3;2;3;2;2;2;2;2;1;2;3;2;3;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
04;14067;3510;9;700;13Q3;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;14071;3510;9;700;13Q3;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;14081;3510;9;700;13Q3;2;3;2;3;2;3;2;2;2;3;1;3;1;2;1;2;1;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
01;14083;3510;5;30;13Q3;;;;;;;;;2;3;2;3;3;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
06;14084;3510;6;70;13Q3;2;3;2;3;3;3;3;1;2;3;2;3;2;1;2;3;2;3;3;3;3;1;FALSE;FALSE;FALSE;FALSE
06;14086;3510;9;700;13Q3;2;2;2;3;2;3;3;2;1;2;2;3;2;1;1;2;2;2;2;2;2;1;FALSE;FALSE;FALSE;FALSE
05;14087;3510;5;30;13Q3;2;;;3;;;;1;;;;;;;2;3;;3;;3;;2;FALSE;FALSE;FALSE;FALSE
05;14088;3510;9;700;13Q3;2;2;3;2;3;3;3;1;2;3;2;3;2;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
06;14089;3510;9;700;13Q3;2;2;3;2;2;3;3;1;1;2;3;2;3;1;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
06;14092;3510;8;300;13Q3;2;3;2;3;2;3;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;1;FALSE;FALSE;FALSE;FALSE
02;14093;3510;7;150;13Q3;;1;1;1;1;;;1;1;1;;1;1;2;1;1;1;1;1;;;2;FALSE;FALSE;FALSE;FALSE
06;14095;3510;8;300;13Q3;2;2;2;2;2;1;2;;2;2;3;3;3;2;2;3;;3;2;3;2;;FALSE;FALSE;FALSE;FALSE
06;14096;3510;9;700;13Q2;2;3;1;3;1;3;2;3;1;2;2;2;2;3;1;1;1;1;1;1;1;2;TRUE;FALSE;FALSE;FALSE
01;14097;3510;3;7;13Q3;;;;;;;;;2;2;2;2;2;;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
01;14099;3510;9;700;13Q3;1;3;2;2;2;3;2;2;1;2;3;1;3;2;1;2;3;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
05;14100;3510;9;700;13Q3;;2;3;2;3;;;2;1;2;3;2;3;2;1;2;3;2;3;;;2;FALSE;FALSE;FALSE;FALSE
06;14102;3510;8;300;13Q3;2;3;2;2;3;2;3;2;2;3;2;3;2;2;2;2;2;3;2;3;2;3;FALSE;FALSE;FALSE;FALSE
01;14108;3510;5;30;13Q3;;;;;;;;;;;;;;;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
01;14111;3510;9;700;13Q3;1;2;2;2;2;2;2;1;2;1;1;1;3;1;2;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;14112;3510;9;700;13Q3;2;3;2;3;2;3;2;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
01;14113;3510;8;300;13Q3;;;;;;;;;;;;;;;1;1;;1;2;1;2;1;FALSE;FALSE;FALSE;FALSE
03;14604;3510;6;70;13Q3;2;3;2;3;2;3;2;1;2;3;2;3;2;1;2;3;2;3;2;3;2;1;FALSE;FALSE;FALSE;FALSE
06;14623;3510;5;30;13Q3;;;;;;;;;;;;;;;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
06;14628;3510;5;30;13Q3;;;;;;;;;;;;;;;1;1;;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;14633;3510;5;30;13Q3;2;2;2;3;3;3;3;2;2;3;3;3;3;2;2;3;3;3;3;3;3;2;FALSE;FALSE;FALSE;FALSE
06;14852;3510;3;7;13Q3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
06;30084;3510;4;15;13Q3;1;3;1;2;1;2;1;2;1;2;1;2;1;1;1;2;;2;;2;;2;FALSE;FALSE;FALSE;FALSE
05;30179;3510;7;150;13Q2;2;;3;3;3;3;3;3;2;3;3;3;3;2;1;2;;1;2;1;2;2;TRUE;FALSE;FALSE;FALSE
01;30306;3510;7;150;13Q3;2;3;3;3;3;3;3;1;2;3;3;3;3;1;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
03;30521;3510;9;700;13Q3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
01;31101;3510;6;70;13Q3;2;;;;;;;;2;3;2;3;;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
05;33136;3510;8;300;13Q3;1;3;3;3;3;2;2;;2;3;3;3;3;2;1;2;2;2;2;2;2;3;FALSE;FALSE;FALSE;FALSE
01;36236;3510;8;300;13Q3;1;1;2;1;2;1;2;1;2;3;2;3;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
05;36244;3510;6;70;13Q3;;;;;;;;;;;;;;;1;2;3;2;3;2;3;;FALSE;FALSE;FALSE;FALSE
02;53282;3510;8;300;13Q3;2;3;2;3;2;3;2;1;2;3;3;3;3;1;2;3;3;;;;3;1;FALSE;FALSE;FALSE;FALSE
08;53313;3510;5;30;13Q3;2;3;;3;3;3;3;1;2;3;3;3;3;1;1;2;;1;2;2;2;2;FALSE;FALSE;FALSE;FALSE
04;53350;3510;7;150;13Q3;1;1;3;1;3;1;3;2;2;3;3;3;3;1;1;2;2;2;2;2;2;2;FALSE;FALSE;FALSE;FALSE
02;53351;3510;2;3;13Q3;2;2;2;2;2;2;2;2;2;3;2;3;2;3;1;2;2;3;2;3;2;3;FALSE;FALSE;FALSE;FALSE
04;53369;3510;3;7;13Q3;2;3;2;3;2;3;2;1;1;2;2;2;2;2;2;3;2;3;2;3;2;2;FALSE;FALSE;FALSE;FALSE
08;53650;3510;6;70;13Q3;2;2;1;2;1;2;1;1;1;1;1;1;1;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
03;53666;3510;8;300;13Q3;2;3;2;3;2;3;2;1;2;2;2;2;2;2;1;1;2;1;2;1;2;2;FALSE;FALSE;FALSE;FALSE
01;96947;3510;1;1;13Q3;2;3;2;;;;;2;;3;2;3;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;96952;3510;8;300;13Q3;;;;;;;;;2;2;2;3;2;3;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;96970;3510;8;300;13Q3;1;1;1;1;1;1;1;3;1;1;1;1;1;2;1;1;;1;1;1;1;2;FALSE;FALSE;FALSE;FALSE
06;96987;3510;9;700;13Q3;2;2;;2;;3;;1;2;3;;3;;1;2;3;;3;;1;;1;FALSE;FALSE;FALSE;FALSE
05;97010;3510;7;150;13Q3;;;;;;;;;2;2;;2;;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
01;97016;3510;8;300;13Q3;;;;;;;;;2;3;2;3;2;2;;;;;;;;;FALSE;FALSE;FALSE;FALSE
