Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6A,Q6P,Q7,Q8,Q9,Q10,Latecomer,NewRecruit,WrongClassif,Duplicate,Imputed
06,36766,8120,3,100,12Q1,1,2,,2,2,2,2,3,2,2,2,2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,36445,8150,4,100,12Q1,1,2,,2,2,1,1,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,12307,8010,5,100,12Q1,2,2,,2,2,2,2,2,2,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36448,8000,9,100,12Q1,2,2,,3,2,2,2,3,2,3,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,36454,7020,7,100,12Q1,2,3,,3,2,2,2,3,2,2,2,1,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,36438,8150,9,100,12Q1,1,2,,2,2,2,2,2,2,3,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36401,8120,6,100,12Q1,1,2,,1,2,2,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36418,8120,6,100,12Q1,2,3,,2,3,3,3,2,3,2,3,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36725,8010,4,100,12Q1,1,1,,1,2,2,2,1,2,1,2,3,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36396,6000,5,100,12Q1,1,3,,1,3,3,3,2,3,,3,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,12312,6000,6,100,12Q1,1,2,,1,2,2,2,1,2,1,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36403,8120,6,100,12Q1,2,2,,3,2,3,2,3,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36458,7100,5,100,12Q1,1,2,,1,1,1,2,1,2,2,1,3,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36634,8010,6,100,12Q1,1,1,,2,1,3,2,2,1,2,2,2,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,36857,7000,2,100,12Q1,1,2,,3,1,2,2,3,1,2,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36574,8040,4,100,12Q1,2,,,3,1,2,2,2,2,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,36417,8120,8,100,12Q1,2,3,,3,3,3,3,3,3,2,3,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36600,8150,5,100,12Q1,2,2,,3,3,3,3,3,3,3,3,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,10358,7020,9,100,12Q1,1,1,,1,2,1,2,2,2,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,36391,8010,9,100,12Q1,2,2,,2,2,2,2,2,2,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,36730,8150,7,100,12Q1,1,2,,1,1,3,1,1,1,1,1,3,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,10350,6000,7,100,12Q1,1,2,,1,2,2,2,1,3,3,3,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36406,8010,3,100,12Q1,1,2,,1,2,2,2,1,2,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,10333,6000,2,100,12Q1,1,2,,1,2,2,2,1,2,1,2,2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,12304,8010,1,100,12Q1,2,2,,2,,2,,3,,3,,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,36475,8010,9,100,12Q1,1,2,,3,2,2,2,3,2,3,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36404,9010,3,100,12Q1,1,2,,1,2,2,2,1,2,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,10464,9000,5,100,12Q1,1,1,,2,1,2,2,2,2,2,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36395,8150,9,100,12Q1,1,3,,2,2,1,2,2,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,12361,8180,5,100,12Q1,,,,3,3,3,3,3,2,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36825,8190,9,100,12Q1,1,2,,2,2,2,2,1,1,2,1,1,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,37084,7070,5,100,12Q1,1,1,,1,2,2,2,1,2,1,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36442,8000,3,100,12Q1,2,2,,2,2,2,2,1,2,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,37093,8000,4,100,12Q1,1,2,,3,2,3,3,3,3,3,2,2,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36558,8160,4,100,12Q1,1,2,,1,2,2,2,2,2,1,1,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,37019,8140,4,100,12Q1,2,2,,3,2,1,2,3,2,2,1,2,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36856,7010,7,100,12Q1,1,2,,1,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,38902,8000,5,100,12Q1,1,2,,2,2,2,2,2,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,37033,7020,4,100,12Q1,2,2,,3,3,3,3,3,3,3,3,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,10318,7070,2,100,12Q1,1,2,,2,2,2,2,3,2,1,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36627,8010,5,100,12Q1,,2,,2,2,2,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36587,8120,5,100,12Q1,1,2,,1,1,1,1,2,2,1,1,3,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
02,36492,8150,7,100,12Q1,1,3,,2,3,2,2,2,3,2,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
02,36863,8000,5,100,12Q1,2,2,,3,3,2,2,3,3,3,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,36757,8190,5,100,12Q1,1,2,,3,2,3,2,3,2,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36554,8120,5,100,12Q1,1,2,,2,2,2,2,3,3,1,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,36645,7000,6,100,12Q1,1,1,,1,1,1,1,1,1,1,1,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,36769,7070,8,100,12Q1,2,2,,2,2,2,2,1,2,1,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,36974,8120,7,100,12Q1,1,1,,1,1,1,1,1,1,1,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
02,36880,8150,5,100,12Q1,2,3,,3,3,2,3,3,3,3,3,1,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,10516,6000,5,100,12Q1,2,2,,2,2,3,2,3,2,3,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36625,8120,5,100,12Q1,1,2,,3,2,2,2,3,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,37083,8010,5,100,12Q1,2,2,,3,2,2,2,3,2,3,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36529,8120,6,100,12Q1,2,3,,3,3,3,3,3,3,3,3,1,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36679,8120,2,100,12Q1,1,2,,2,2,2,2,3,3,,3,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36931,8000,6,100,12Q1,2,2,,1,3,3,3,3,3,3,3,2,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36504,8120,3,100,12Q1,1,2,,2,2,2,2,3,2,2,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36617,8000,8,100,12Q1,2,3,,3,3,2,2,2,2,3,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,37050,8120,9,100,12Q1,1,2,,2,2,2,2,2,2,,,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36620,8120,3,100,12Q1,2,2,,2,2,2,2,3,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36932,8090,6,100,12Q1,1,1,,1,,1,,1,,2,,1,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36746,8120,2,100,12Q1,2,2,,3,3,2,2,3,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36715,8090,6,100,12Q1,2,2,,1,3,2,2,2,2,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,10510,9010,5,100,12Q1,2,2,,3,,3,,3,,1,,3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
02,36648,8000,7,100,12Q1,2,2,,2,1,2,2,2,1,2,1,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36987,8120,5,100,12Q1,1,2,,2,2,2,2,2,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
02,10490,6000,5,100,12Q1,2,2,,3,2,2,2,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,10881,6000,2,100,12Q1,1,2,,2,2,2,2,2,2,1,2,2,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,36871,8000,4,100,12Q1,2,3,,3,3,3,2,3,3,3,3,1,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,36981,8150,5,100,12Q1,2,3,,3,3,3,3,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,37001,7040,6,100,12Q1,1,2,,1,,1,,2,,2,,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
02,36814,8150,5,100,12Q1,1,1,,1,1,2,2,2,1,2,1,2,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,10893,9050,7,100,12Q1,1,2,,2,2,2,2,2,2,1,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,37020,7090,8,100,12Q1,2,1,,3,1,3,1,3,3,2,1,1,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,12305,6010,6,100,12Q1,2,1,,3,1,3,1,3,1,2,1,2,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,36885,8150,3,100,12Q1,1,1,,1,1,2,1,3,1,3,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,12334,8010,5,100,12Q1,1,2,,1,1,2,1,2,2,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36982,8090,3,100,12Q1,,,,2,1,2,2,2,1,2,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,37037,8120,5,100,12Q1,1,3,,3,2,2,3,3,3,3,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36918,8150,5,100,12Q1,2,2,,1,1,1,1,3,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,36778,7090,3,100,12Q1,1,2,,1,1,2,2,2,2,2,1,3,3,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36736,8150,5,100,12Q1,1,1,,1,1,1,2,1,2,2,2,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36691,9000,4,100,12Q1,2,3,,3,3,2,2,3,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36613,8150,6,100,12Q1,2,1,,2,1,3,2,3,1,3,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36963,7080,5,100,12Q1,1,1,,2,1,2,1,2,1,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
02,12343,8180,7,100,12Q1,1,2,,1,1,1,1,1,1,1,1,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,37095,8150,4,100,12Q1,2,2,,3,3,3,2,3,3,2,2,1,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36935,8180,7,100,12Q1,1,2,,1,2,1,2,3,2,2,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,12345,6000,5,100,12Q1,2,3,,3,,3,,3,,2,,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,36606,8120,7,100,12Q1,1,2,,2,2,3,2,2,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36768,6010,6,100,12Q1,1,2,,2,2,2,2,2,2,2,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36771,7090,9,100,12Q1,1,,,1,2,2,2,1,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36829,8160,5,100,12Q1,,,,2,2,2,2,3,2,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,12348,8190,9,100,12Q1,2,1,,1,2,2,3,3,3,1,1,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,10530,6000,3,100,12Q1,2,2,,3,2,3,2,3,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,36510,8150,7,100,12Q1,2,2,,2,2,2,2,3,2,3,2,1,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,37043,8190,9,100,12Q1,1,2,,2,2,2,2,2,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36716,8010,4,100,12Q1,2,2,,3,2,3,2,3,3,3,3,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,10485,6000,9,100,12Q1,1,3,,2,3,2,2,3,3,3,3,1,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36939,7010,7,100,12Q1,2,1,,3,2,3,2,3,2,3,3,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36423,8120,6,100,12Q1,1,1,,1,2,2,2,2,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,12Q1,2,1,,2,1,2,2,3,1,2,1,1,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36743,8010,9,100,12Q1,1,2,,1,,2,,3,,3,,2,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,36914,8110,4,100,12Q1,1,3,,3,2,3,2,3,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,36663,7050,3,100,12Q1,1,2,,2,2,2,2,2,2,1,2,3,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,36616,7010,5,100,12Q1,2,2,,2,2,2,2,2,2,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36775,9010,7,100,12Q1,2,2,,3,3,1,2,3,3,2,2,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36888,8150,6,100,12Q1,2,2,,3,2,3,2,3,2,3,3,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,12349,8010,5,100,12Q1,2,2,,3,2,3,2,3,2,3,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,36424,7080,7,100,12Q1,1,1,,1,1,1,2,1,1,1,1,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,98057,7010,5,100,12Q1,1,2,,2,1,2,1,2,1,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,36643,8150,2,100,12Q1,1,2,,2,2,2,2,2,2,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36682,8140,9,100,12Q1,1,2,,1,2,1,2,1,2,1,2,2,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36382,8140,9,100,12Q1,1,1,,1,,2,,2,,3,,2,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36830,7090,8,100,12Q1,1,1,,1,1,1,1,2,2,2,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,10315,6000,9,100,12Q1,1,2,,1,2,2,3,3,1,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36431,8120,6,100,12Q1,1,1,,1,1,2,2,1,1,1,1,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
02,36642,8120,7,100,12Q1,1,2,,1,,1,,1,,2,,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36486,8000,5,100,12Q1,2,3,,3,2,2,1,3,2,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,37098,8190,3,100,12Q1,1,1,,1,1,2,1,1,1,1,1,3,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
02,10321,6000,2,100,12Q1,2,2,,3,3,,,3,3,,,1,,,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36846,8000,5,100,12Q1,2,3,,3,3,2,2,3,2,3,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,12316,8180,5,100,12Q1,2,2,,3,2,2,3,3,2,2,1,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
04,10363,6000,2,100,12Q1,2,3,,3,2,2,2,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36859,8140,7,100,12Q1,2,1,,3,1,3,2,3,2,2,1,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36806,7020,9,100,12Q1,2,2,,2,2,3,2,2,1,3,2,1,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
02,11010,8010,8,100,12Q1,2,2,,2,2,2,2,2,2,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,37011,8120,2,100,12Q1,1,2,,1,1,2,2,2,2,2,2,3,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,10317,6000,2,100,12Q1,1,3,,2,3,2,2,3,3,1,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36727,8150,5,100,12Q1,2,2,,3,3,2,2,3,3,3,3,1,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36609,8000,8,100,12Q1,2,2,,3,,2,,3,,3,,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
08,36762,8150,4,100,12Q1,1,1,,3,1,2,2,3,1,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,36889,8090,8,100,12Q1,1,1,,2,1,3,2,1,1,2,2,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36455,8120,6,100,12Q1,1,2,,2,2,1,2,1,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36956,8150,6,100,12Q1,2,2,,2,2,3,2,3,2,3,3,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36950,8090,7,100,12Q1,2,3,,2,,,3,,3,,2,2,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,37012,8040,8,100,12Q1,1,,,2,2,2,2,2,2,1,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,37062,8120,5,100,12Q1,1,2,,2,2,2,2,2,2,3,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,37006,8120,3,100,12Q1,1,2,,1,2,2,2,2,2,2,2,3,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,37072,8150,5,100,12Q1,2,,,2,2,2,2,3,2,2,3,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36489,9010,1,100,12Q1,2,2,,3,3,3,3,3,3,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36887,8000,8,100,12Q1,2,1,,1,1,2,2,3,1,2,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
02,36487,8150,7,100,12Q1,1,2,,1,3,1,2,3,3,3,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,12352,8010,5,100,12Q1,2,1,,2,2,2,2,3,2,2,2,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,12317,8180,5,100,12Q1,2,3,,3,3,3,3,3,3,2,2,3,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,36875,8150,5,100,12Q1,2,3,,2,3,2,3,2,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,36670,7080,5,100,12Q1,1,2,,1,2,2,2,1,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36788,6010,4,100,12Q1,1,2,,2,1,2,2,2,1,2,2,3,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36864,8090,2,100,12Q1,1,2,,1,2,2,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36400,8120,3,100,12Q1,2,3,,,3,,2,,3,,3,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,10340,6000,3,100,12Q1,2,2,,3,2,2,2,3,3,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,36844,8150,9,100,12Q1,1,1,,1,2,1,1,2,2,2,2,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
05,36729,6000,6,100,12Q1,2,2,,3,3,2,2,2,2,2,2,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36615,8150,7,100,12Q1,1,1,,3,2,3,2,3,2,3,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36473,8150,7,100,12Q1,1,2,,1,1,1,1,1,1,1,1,3,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,36849,7070,7,100,12Q1,2,2,,3,3,2,3,3,3,1,2,1,3,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
05,37063,8010,5,100,12Q1,1,1,,2,1,2,2,2,1,2,2,1,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,98217,7020,9,100,12Q2,2,2,,3,2,3,2,2,2,1,2,2,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36712,8090,5,100,12Q2,2,2,,3,3,3,3,3,3,3,3,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36653,8010,6,100,12Q2,2,1,,3,1,3,2,3,2,3,2,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36985,8180,9,100,12Q2,1,2,,1,2,3,2,2,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
05,36726,8000,5,100,12Q2,2,2,,,,3,2,3,2,2,2,2,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36991,7020,9,100,12Q2,2,1,,2,1,3,2,3,2,2,1,3,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,10315,6000,9,100,12Q2,1,1,,1,1,1,1,1,1,1,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36935,8180,7,100,12Q2,1,2,,1,2,1,3,3,2,1,2,2,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
02,10490,6000,5,100,12Q2,1,,,2,2,2,2,3,3,2,2,1,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36947,8160,7,100,12Q2,1,2,,2,2,3,2,3,3,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36981,8150,5,100,12Q2,2,3,,3,3,3,3,3,3,2,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,37001,7040,6,100,12Q2,1,,,2,2,2,2,2,2,2,2,2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36961,8000,4,100,12Q2,1,3,,2,2,2,2,2,2,,,2,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36688,8040,9,100,12Q2,2,1,,1,1,2,1,1,1,2,2,1,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,37032,8120,9,100,12Q2,1,2,,1,2,1,2,1,2,2,2,1,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
08,36530,8150,5,100,12Q2,2,2,,3,2,2,2,3,2,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36691,9000,4,100,12Q2,2,2,,2,2,2,2,3,3,1,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36910,8150,5,100,12Q2,2,1,,3,3,3,2,3,3,3,3,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36751,7020,9,100,12Q2,1,1,,3,2,3,2,3,1,3,2,3,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36866,8010,5,100,12Q2,1,2,,2,1,2,1,3,1,2,1,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36926,8040,3,100,12Q2,2,2,,3,1,2,2,3,1,2,2,1,3,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
02,10465,6000,5,100,12Q2,2,2,,2,2,3,2,3,3,1,1,1,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36613,8150,6,100,12Q2,2,3,,3,3,3,3,3,3,3,3,1,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36496,9000,5,100,12Q2,2,3,,3,3,2,2,3,3,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,10540,9000,4,100,12Q2,2,2,,3,3,2,2,3,3,2,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,37298,7020,7,100,12Q2,2,1,,3,,2,,3,,3,,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,36591,7020,8,100,12Q2,2,1,,3,,2,,3,,3,,1,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,37020,7090,8,100,12Q2,2,2,,3,3,3,3,3,3,2,2,1,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36472,8140,9,100,12Q2,1,1,,1,1,1,1,1,1,1,1,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,37017,8150,5,100,12Q2,1,2,,1,,2,,2,,2,,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
06,37059,7020,5,100,12Q2,2,3,,3,3,3,3,3,3,3,3,1,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,12313,8010,3,100,12Q2,1,2,,1,2,2,2,2,2,2,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,36830,7090,8,100,12Q2,2,1,,2,,2,,2,,2,,2,2,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,36846,8000,5,100,12Q2,2,1,,1,1,2,2,2,1,2,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
01,10346,6000,2,100,12Q2,1,2,,1,2,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
06,10494,6010,5,100,12Q2,2,3,,3,3,3,2,3,3,1,1,2,1,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
06,10510,9010,5,100,12Q2,2,2,,3,2,3,2,3,2,2,2,2,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
01,36600,8150,5,100,12Q2,2,1,,1,2,3,2,3,2,3,2,1,3,3,3,FALSE,FALSE,FALSE,FALSE,FALSE
01,36585,8000,5,100,12Q2,2,2,,2,1,2,2,3,2,3,2,1,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
