Date,Total_Q1,Total_Q2A,Total_Q3A,Total_Q4A,Total_Q5A,Total_Q6A,Total_Q7A,Total_Q8,Total_Q9,Semi_Q1,Semi_Q2A,Semi_Q3A,Semi_Q4A,Semi_Q5A,Semi_Q6A,Semi_Q7A,Semi_Q8,Semi_Q9,NonD_Q1,NonD_Q2A,NonD_Q3A,NonD_Q4A,NonD_Q5A,NonD_Q6A,NonD_Q7A,NonD_Q8,NonD_Q9,Durables_Q1,Durables_Q2A,Durables_Q3A,Durables_Q4A,Durables_Q5A,Durables_Q6A,Durables_Q7A,Durables_Q8,Durables_Q9,WC_Q1,WC_Q2A,WC_Q3A,WC_Q4A,WC_Q5A,WC_Q6A,WC_Q7A,WC_Q8,WC_Q9,GP_Q1,GP_Q2A,GP_Q3A,GP_Q4A,GP_Q5A,GP_Q6A,GP_Q7A,GP_Q8,GP_Q9,KZN_Q1,KZN_Q2A,KZN_Q3A,KZN_Q4A,KZN_Q5A,KZN_Q6A,KZN_Q7A,KZN_Q8,KZN_Q9
1997/06/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
1997/09/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
1997/12/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
1998/03/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
1998/06/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
1998/09/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
1998/12/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
1999/03/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
1999/06/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
1999/09/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
1999/12/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2000/03/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2000/06/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2000/09/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2000/12/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2001/03/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2001/06/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2001/09/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2001/12/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2002/03/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2002/06/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2002/09/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2002/12/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2003/03/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2003/06/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2003/09/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2003/12/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2004/03/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2004/06/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2004/09/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2004/12/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2005/03/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2005/06/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2005/09/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2005/12/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2006/03/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2006/06/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2006/09/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2006/12/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2007/03/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2007/06/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2007/09/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2007/12/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2008/03/31,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2008/06/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2008/09/30,3,10,7,4,-5,0,2,9,-9,0,0,15,16,10,0,7,16,7,5,6,7,7,1,-1,-2,0,0,-6,7,-5,-14,-27,5,9,-1,-10,0,0,24,22,0,0,-4,6,11,-8,4,-1,-4,-12,1,3,17,-30,-3,0,0,-1,1,12,10,1,-2
2008/12/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009/03/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009/06/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009/09/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009/12/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010/03/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010/06/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010/09/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010/12/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011/03/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011/06/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011/09/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011/12/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/03/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/06/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/09/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012/12/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013/03/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013/06/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013/09/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013/12/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
