"";"Date";"Datum";"Sector";"id";"sector";"weight";"factor";"factorn";"Q1";"Q2A";"Q2P";"Q3A";"Q3P";"Q4A";"Q4P";"Q5A";"Q5P";"Q6A";"Q6P";"eQ2";"eQ3";"eQ4";"eQ5";"eQ6"
"8198";"2012Q1";2012-03-31;"Services";"36759";"8140";2;0,9;0,0140625;-1;0;NA;0;1;0;0;0;1;NA;NA;NA;-1;0;-1;NA
"8485";"2012Q4";2012-12-31;"Services";"36759";"8140";2;0,9;0,0155172413793103;-1;0;-1;0;-1;0;0;0;-1;NA;NA;1;1;0;1;NA
"8780";"2013Q3";2013-09-30;"Services";"36759";"8140";2;0,9;0,0230769230769231;-1;0;0;-1;-1;0;0;-1;-1;NA;NA;-1;0;0;0;NA
"8892";"2013Q4";2013-12-31;"Services";"36759";"8140";2;0,9;0,0219512195121951;-1;-1;-1;-1;-1;0;0;-1;-1;NA;NA;0;0;0;0;NA
"8951";"2014Q1";2014-03-31;"Services";"36759";"8140";2;0,9;0,01875;-1;-1;0;-1;0;0;0;-1;0;NA;NA;-1;-1;0;-1;NA
"9270";"2014Q4";2014-12-31;"Services";"36759";"8140";2;0,9;0,0230769230769231;-1;-1;-1;-1;-1;0;0;-1;-1;NA;NA;1;1;0;0;NA
"9366";"2015Q1";2015-03-31;"Services";"36759";"8140";2;0,9;0,0204545454545455;-1;0;0;0;0;0;0;-1;-1;NA;NA;-1;-1;0;0;NA
"9475";"2015Q2";2015-06-30;"Services";"36759";"8140";2;0,9;0,0230769230769231;-1;-1;0;-1;0;0;0;-1;0;NA;NA;0;0;0;0;NA
"9568";"2015Q3";2015-09-30;"Services";"36759";"8140";2;0,9;0,0176470588235294;-1;0;-1;0;-1;0;0;0;-1;NA;NA;2;2;0;2;NA
"9673";"2015Q4";2015-12-31;"Services";"36759";"8140";2;0,9;0,0214285714285714;1;1;-1;1;-1;0;0;1;-1;NA;NA;0;0;0;0;NA
"9776";"2016Q1";2016-03-31;"Services";"36759";"8140";2;0,9;0,0183673469387755;-1;-1;0;-1;0;0;0;-1;0;NA;NA;0;0;0;-1;NA
"54207";"2005Q2";2005-06-30;"Services";"36559";"8140";1;0,45;0,00375;-1;-1;NA;1;1;1;1;1;1;NA;NA;NA;0;-1;-2;NA
"60139";"2006Q4";2006-12-31;"Services";"36559";"8140";1;0,45;0,00692307692307692;-1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;-1;0;-1;NA
"63112";"2007Q3";2007-09-30;"Services";"36559";"8140";1;0,45;0,00725806451612903;-1;0;NA;-1;0;0;0;-1;-1;NA;NA;NA;-1;1;0;NA
"64127";"2007Q4";2007-12-31;"Services";"36559";"8140";1;0,45;0,00616438356164384;-1;-1;NA;-1;1;1;1;-1;1;NA;NA;NA;-2;-1;-2;NA
"65142";"2008Q1";2008-03-31;"Services";"36559";"8140";1;0,45;0,00592105263157895;-1;-1;NA;-1;1;0;1;-1;1;NA;NA;NA;-2;-1;-2;NA
"66145";"2008Q2";2008-06-30;"Services";"36559";"8140";1;0,45;0,00865384615384615;-1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;-1;-1;-1;NA
"67135";"2008Q3";2008-09-30;"Services";"36559";"8140";1;0,45;0,00529411764705882;-1;0;NA;-1;0;-1;0;-1;0;NA;NA;NA;0;0;0;NA
"68129";"2008Q4";2008-12-31;"Services";"36559";"8140";1;0,45;0,009375;-1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;-1;-1;NA
"8292";"2012Q2";2012-06-30;"Services";"36559";"8140";1;0,45;0,00703125;-1;0;NA;-1;0;0;0;-1;-1;NA;NA;NA;-1;0;0;NA
"54208";"2005Q2";2005-06-30;"Services";"36472";"8140";9;4,05;0,03375;1;0;NA;0;0;0;0;0;0;NA;NA;NA;1;1;1;NA
"57120";"2006Q1";2006-03-31;"Services";"36472";"8140";9;4,05;NA;1;-1;NA;1;1;1;1;1;1;NA;NA;NA;0;0;0;NA
"58133";"2006Q2";2006-06-30;"Services";"36472";"8140";9;4,05;NA;1;0;NA;1;0;1;0;1;0;NA;NA;NA;0;1;1;NA
"66146";"2008Q2";2008-06-30;"Services";"36472";"8140";9;4,05;0,0778846153846154;1;1;NA;0;0;1;0;1;0;NA;NA;NA;0;0;0;NA
"67136";"2008Q3";2008-09-30;"Services";"36472";"8140";9;4,05;0,0476470588235294;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"70129";"2009Q2";2009-06-30;"Services";"36472";"8140";9;4,05;0,0736363636363636;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;-1;NA
"71119";"2009Q3";2009-09-30;"Services";"36472";"8140";9;4,05;0,0595588235294118;1;0;NA;0;0;0;0;-1;0;NA;NA;NA;0;0;0;NA
"72126";"2009Q4";2009-12-31;"Services";"36472";"8140";9;4,05;0,0653225806451613;1;1;NA;0;1;0;0;0;0;NA;NA;NA;0;1;0;NA
"73118";"2010Q1";2010-03-31;"Services";"36472";"8140";9;4,05;0,0519230769230769;1;1;NA;1;1;1;1;0;1;NA;NA;NA;0;0;0;NA
"74107";"2010Q2";2010-06-30;"Services";"36472";"8140";9;4,05;0,0595588235294118;1;1;NA;1;1;1;1;1;1;NA;NA;NA;0;0;-2;NA
"77129";"2011Q1";2011-03-31;"Services";"36472";"8140";9;4,05;0,0570422535211268;1;1;NA;1;1;1;0;1;1;NA;NA;NA;0;1;0;NA
"78108";"2011Q2";2011-06-30;"Services";"36472";"8140";9;4,05;0,0578571428571429;1;0;NA;1;0;1;0;1;1;NA;NA;NA;1;0;-1;NA
"79112";"2011Q3";2011-09-30;"Services";"36472";"8140";9;4,05;0,0623076923076923;1;-1;NA;1;-1;0;0;0;-1;NA;NA;NA;2;1;2;NA
"80112";"2011Q4";2011-12-31;"Services";"36472";"8140";9;4,05;0,0642857142857143;1;0;NA;1;1;1;1;1;0;NA;NA;NA;0;-1;1;NA
"8199";"2012Q1";2012-03-31;"Services";"36472";"8140";9;4,05;0,06328125;1;1;NA;1;1;0;0;1;1;NA;NA;NA;0;1;0;NA
"8293";"2012Q2";2012-06-30;"Services";"36472";"8140";9;4,05;0,06328125;1;1;NA;1;1;1;1;1;1;NA;NA;NA;0;0;0;NA
"83104";"2012Q3";2012-09-30;"Services";"36472";"8140";9;4,05;0,0736363636363636;1;1;0;1;0;1;0;1;0;NA;NA;0;0;0;0;NA
"8486";"2012Q4";2012-12-31;"Services";"36472";"8140";9;4,05;0,0698275862068966;1;0;0;0;0;0;0;0;0;NA;NA;1;1;1;0;NA
"8575";"2013Q1";2013-03-31;"Services";"36472";"8140";9;4,05;0,0764150943396226;-1;1;1;1;1;1;0;0;0;NA;NA;-1;-1;0;-1;NA
"8677";"2013Q2";2013-06-30;"Services";"36472";"8140";9;4,05;0,0964285714285714;1;0;NA;0;-1;0;0;-1;-1;NA;NA;NA;1;0;0;NA
"8781";"2013Q3";2013-09-30;"Services";"36472";"8140";9;4,05;0,103846153846154;1;0;-1;0;-1;0;0;-1;-1;NA;NA;1;1;0;1;NA
"8893";"2013Q4";2013-12-31;"Services";"36472";"8140";9;4,05;0,098780487804878;1;0;1;0;1;0;1;0;1;NA;NA;-1;0;0;-1;NA
"8952";"2014Q1";2014-03-31;"Services";"36472";"8140";9;4,05;0,084375;1;0;0;1;1;1;1;0;1;NA;NA;1;0;-1;0;NA
"9271";"2014Q4";2014-12-31;"Services";"36472";"8140";9;4,05;0,103846153846154;-1;-1;-1;1;0;1;0;-1;0;NA;NA;1;0;1;1;NA
"9367";"2015Q1";2015-03-31;"Services";"36472";"8140";9;4,05;0,0920454545454545;1;0;0;0;0;1;0;1;0;NA;NA;0;0;0;0;NA
"9476";"2015Q2";2015-06-30;"Services";"36472";"8140";9;4,05;0,103846153846154;1;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA
"9569";"2015Q3";2015-09-30;"Services";"36472";"8140";9;4,05;0,0794117647058823;1;0;0;0;0;0;0;0;0;NA;NA;-1;-1;0;-1;NA
"9674";"2015Q4";2015-12-31;"Services";"36472";"8140";9;4,05;0,0964285714285714;-1;-1;-1;-1;-1;0;0;-1;-1;NA;NA;0;0;0;0;NA
"9777";"2016Q1";2016-03-31;"Services";"36472";"8140";9;4,05;0,0826530612244898;1;-1;-1;-1;-1;0;-1;-1;-1;NA;NA;0;0;1;0;NA
"9870";"2016Q2";2016-06-30;"Services";"36472";"8140";9;4,05;0,09;-1;-1;0;-1;0;0;0;-1;-1;NA;NA;-1;-1;0;0;NA
"54209";"2005Q2";2005-06-30;"Services";"36718";"8140";4;1,8;0,015;1;-1;NA;1;1;1;0;0;0;NA;NA;NA;0;1;1;NA
"54210";"2005Q2";2005-06-30;"Services";"36886";"8140";5;2,25;0,01875;1;-1;NA;0;0;0;0;0;0;NA;NA;NA;0;1;0;NA
"70130";"2009Q2";2009-06-30;"Services";"36886";"8140";5;2,25;0,0409090909090909;1;0;NA;0;0;1;0;0;0;NA;NA;NA;0;0;0;NA
"71120";"2009Q3";2009-09-30;"Services";"36886";"8140";5;2,25;0,0330882352941176;1;1;NA;0;1;0;0;0;0;NA;NA;NA;-2;0;0;NA
"72127";"2009Q4";2009-12-31;"Services";"36886";"8140";5;2,25;0,0362903225806452;-1;0;NA;-1;-1;0;0;0;0;NA;NA;NA;1;0;0;NA
"76123";"2010Q4";2010-12-31;"Services";"36886";"8140";5;2,25;0,05;-1;0;NA;-1;0;-1;1;0;0;NA;NA;NA;1;-2;1;NA
"81100";"2012Q1";2012-03-31;"Services";"36886";"8140";5;2,25;0,03515625;1;-1;NA;0;-1;0;0;0;0;NA;NA;NA;0;0;0;NA
"9570";"2015Q3";2015-09-30;"Services";"36886";"8140";5;2,25;0,0441176470588235;1;0;0;0;0;0;0;0;0;NA;NA;-1;-1;0;-1;NA
"9675";"2015Q4";2015-12-31;"Services";"36886";"8140";5;2,25;0,0535714285714286;-1;-1;-1;-1;-1;0;0;-1;-1;NA;NA;0;0;0;0;NA
"9778";"2016Q1";2016-03-31;"Services";"36886";"8140";5;2,25;0,0459183673469388;-1;-1;-1;-1;-1;0;0;-1;-1;NA;NA;0;0;0;0;NA
"54211";"2005Q2";2005-06-30;"Services";"36749";"8140";9;4,05;0,03375;1;-1;NA;1;1;1;1;1;1;NA;NA;NA;0;0;0;NA
"57121";"2006Q1";2006-03-31;"Services";"36749";"8140";9;4,05;NA;1;0;NA;1;1;1;1;0;1;NA;NA;NA;0;0;0;NA
"58134";"2006Q2";2006-06-30;"Services";"36749";"8140";9;4,05;NA;1;0;NA;1;1;1;0;1;1;NA;NA;NA;0;1;0;NA
"59137";"2006Q3";2006-09-30;"Services";"36749";"8140";9;4,05;NA;1;0;NA;1;1;1;1;1;1;NA;NA;NA;0;0;-1;NA
"60140";"2006Q4";2006-12-31;"Services";"36749";"8140";9;4,05;0,0623076923076923;1;0;NA;1;1;1;1;0;0;NA;NA;NA;0;0;1;NA
"63113";"2007Q3";2007-09-30;"Services";"36749";"8140";9;4,05;0,0653225806451613;1;-1;NA;1;0;1;0;1;0;NA;NA;NA;1;1;1;NA
"64128";"2007Q4";2007-12-31;"Services";"36749";"8140";9;4,05;0,0554794520547945;1;0;NA;1;0;1;0;1;0;NA;NA;NA;1;1;1;NA
"67137";"2008Q3";2008-09-30;"Services";"36749";"8140";9;4,05;0,0476470588235294;1;0;NA;0;0;0;0;0;0;NA;NA;NA;-1;0;-1;NA
"68130";"2008Q4";2008-12-31;"Services";"36749";"8140";9;4,05;0,084375;-1;0;NA;-1;-1;0;0;-1;-1;NA;NA;NA;1;0;1;NA
"69132";"2009Q1";2009-03-31;"Services";"36749";"8140";9;4,05;0,075;1;0;NA;0;0;0;0;0;-1;NA;NA;NA;-1;0;0;NA
"70131";"2009Q2";2009-06-30;"Services";"36749";"8140";9;4,05;0,0736363636363636;1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;0;0;0;NA
"71121";"2009Q3";2009-09-30;"Services";"36749";"8140";9;4,05;0,0595588235294118;-1;1;NA;0;1;0;0;0;0;NA;NA;NA;-2;-1;0;NA
"72128";"2009Q4";2009-12-31;"Services";"36749";"8140";9;4,05;0,0653225806451613;-1;1;NA;-1;1;-1;1;0;0;NA;NA;NA;-2;-2;-1;NA
"73119";"2010Q1";2010-03-31;"Services";"36749";"8140";9;4,05;0,0519230769230769;-1;0;NA;-1;0;-1;0;-1;1;NA;NA;NA;0;-1;-1;NA
"74108";"2010Q2";2010-06-30;"Services";"36749";"8140";9;4,05;0,0595588235294118;-1;1;NA;0;1;-1;1;0;0;NA;NA;NA;-1;-1;0;NA
"78109";"2011Q2";2011-06-30;"Services";"36749";"8140";9;4,05;0,0578571428571429;1;1;NA;1;1;1;1;0;1;NA;NA;NA;0;0;0;NA
"79113";"2011Q3";2011-09-30;"Services";"36749";"8140";9;4,05;0,0623076923076923;1;0;NA;1;0;1;0;1;0;NA;NA;NA;0;1;1;NA
"80113";"2011Q4";2011-12-31;"Services";"36749";"8140";9;4,05;0,0642857142857143;1;0;NA;0;0;1;0;1;0;NA;NA;NA;1;1;1;NA
"81101";"2012Q1";2012-03-31;"Services";"36749";"8140";9;4,05;0,06328125;1;0;NA;1;0;1;1;1;0;NA;NA;NA;1;0;1;NA
"57122";"2006Q1";2006-03-31;"Services";"37019";"8140";4;1,8;NA;1;-1;NA;1;1;1;1;1;1;NA;NA;NA;0;0;0;NA
"60141";"2006Q4";2006-12-31;"Services";"37019";"8140";4;1,8;0,0276923076923077;1;0;NA;1;0;1;1;1;0;NA;NA;NA;-1;-1;-1;NA
"65143";"2008Q1";2008-03-31;"Services";"37019";"8140";4;1,8;0,0236842105263158;-1;1;NA;-1;0;-1;-1;-1;-1;NA;NA;NA;-1;0;0;NA
"66147";"2008Q2";2008-06-30;"Services";"37019";"8140";4;1,8;0,0346153846153846;1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;1;0;NA
"67138";"2008Q3";2008-09-30;"Services";"37019";"8140";4;1,8;0,0211764705882353;-1;1;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;0;1;0;NA
"70132";"2009Q2";2009-06-30;"Services";"37019";"8140";4;1,8;0,0327272727272727;-1;-1;NA;0;0;0;0;-1;-1;NA;NA;NA;-1;0;0;NA
"71122";"2009Q3";2009-09-30;"Services";"37019";"8140";4;1,8;0,0264705882352941;-1;0;NA;-1;0;0;0;-1;-1;NA;NA;NA;-1;0;0;NA
"74109";"2010Q2";2010-06-30;"Services";"37019";"8140";4;1,8;0,0264705882352941;-1;0;NA;-1;0;-1;0;-1;0;NA;NA;NA;-1;0;-1;NA
"75125";"2010Q3";2010-09-30;"Services";"37019";"8140";4;1,8;0,026865671641791;-1;0;NA;-1;-1;0;0;-1;-1;NA;NA;NA;1;0;0;NA
"76124";"2010Q4";2010-12-31;"Services";"37019";"8140";4;1,8;0,04;1;0;NA;0;0;0;0;-1;0;NA;NA;NA;-1;0;-1;NA
"77130";"2011Q1";2011-03-31;"Services";"37019";"8140";4;1,8;0,0253521126760563;-1;0;NA;-1;-1;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"78110";"2011Q2";2011-06-30;"Services";"37019";"8140";4;1,8;0,0257142857142857;-1;0;NA;-1;-1;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"79114";"2011Q3";2011-09-30;"Services";"37019";"8140";4;1,8;0,0276923076923077;-1;0;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;0;0;0;NA
"80114";"2011Q4";2011-12-31;"Services";"37019";"8140";4;1,8;0,0285714285714286;-1;-1;NA;-1;-1;-1;0;-1;-1;NA;NA;NA;0;1;0;NA
"81102";"2012Q1";2012-03-31;"Services";"37019";"8140";4;1,8;0,028125;-1;0;NA;-1;0;1;0;-1;0;NA;NA;NA;-1;0;-1;NA
"8294";"2012Q2";2012-06-30;"Services";"37019";"8140";4;1,8;0,028125;-1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;-1;0;-1;NA
"83105";"2012Q3";2012-09-30;"Services";"37019";"8140";4;1,8;0,0327272727272727;-1;0;0;-1;0;0;0;-1;0;NA;NA;-1;-1;0;-1;NA
"8487";"2012Q4";2012-12-31;"Services";"37019";"8140";4;1,8;0,0310344827586207;-1;-1;-1;-1;-1;0;0;-1;-1;NA;NA;0;0;0;0;NA
"8576";"2013Q1";2013-03-31;"Services";"37019";"8140";4;1,8;0,0339622641509434;-1;-1;-1;-1;-1;0;0;-1;-1;NA;NA;0;0;0;0;NA
"67139";"2008Q3";2008-09-30;"Services";"36979";"8140";5;2,25;0,0264705882352941;-1;0;NA;0;1;0;1;0;1;NA;NA;NA;-1;-1;0;NA
"70133";"2009Q2";2009-06-30;"Services";"36979";"8090";4;0,2;0,00298507462686567;-1;-1;NA;0;1;0;1;1;1;NA;NA;NA;-1;-1;-1;NA
"71123";"2009Q3";2009-09-30;"Services";"36979";"8090";4;0,2;0,00298507462686567;-1;0;NA;0;0;0;1;0;0;NA;NA;NA;0;-2;1;NA
"80115";"2011Q4";2011-12-31;"Services";"36979";"8090";4;0,2;0,00476190476190476;1;1;NA;1;1;1;1;1;1;NA;NA;NA;0;-1;0;NA
"8678";"2013Q2";2013-06-30;"Services";"36979";"8090";4;0,2;0,00377358490566038;-1;-1;0;-1;0;-1;0;-1;1;NA;NA;1;1;0;0;NA
"8782";"2013Q3";2013-09-30;"Services";"36979";"8090";4;0,2;0,00540540540540541;1;1;0;1;0;0;1;1;0;NA;NA;0;1;-2;1;NA
"8894";"2013Q4";2013-12-31;"Services";"36979";"8090";4;0,2;0,00357142857142857;-1;0;0;1;0;-1;1;1;0;NA;NA;1;1;0;1;NA
"8953";"2014Q1";2014-03-31;"Services";"36979";"8090";4;0,2;0,00384615384615385;1;1;1;1;1;1;1;1;0;NA;NA;0;0;0;1;NA
"9041";"2014Q2";2014-06-30;"Services";"36979";"8090";4;0,2;0,00416666666666667;1;1;1;1;1;1;1;1;1;NA;NA;0;NA;0;0;NA
"9368";"2015Q1";2015-03-31;"Services";"36979";"8090";4;0,2;0,00384615384615385;1;0;1;0;1;1;0;1;0;NA;NA;-2;-2;0;-1;NA
"9477";"2015Q2";2015-06-30;"Services";"36979";"8090";4;0,2;0,00350877192982456;-1;-1;1;-1;1;0;0;-1;0;NA;NA;-2;-2;0;-1;NA
"9571";"2015Q3";2015-09-30;"Services";"36979";"8090";4;0,2;0,0021978021978022;-1;-1;-1;-1;-1;0;-1;-1;-1;NA;NA;0;0;1;0;NA
"9676";"2015Q4";2015-12-31;"Services";"36979";"8090";4;0,2;0,00303030303030303;-1;-1;-1;-1;-1;0;-1;-1;0;NA;NA;2;2;2;1;NA
"54212";"2005Q2";2005-06-30;"Services";"37044";"8150";6;2,7;0,00389048991354467;1;0;NA;1;-1;0;0;1;-1;NA;NA;NA;0;-1;0;NA
"61129";"2007Q1";2007-03-31;"Services";"37044";"8150";6;2,7;NA;1;0;NA;-1;1;0;1;-1;0;NA;NA;NA;-1;0;0;NA
"62115";"2007Q2";2007-06-30;"Services";"37044";"8150";6;2,7;0,010188679245283;1;0;NA;0;1;1;1;0;1;NA;NA;NA;0;-1;0;NA
"63114";"2007Q3";2007-09-30;"Services";"37044";"8150";6;2,7;NA;1;0;NA;1;1;0;1;1;1;NA;NA;NA;-1;0;-2;NA
"77131";"2011Q1";2011-03-31;"Services";"37044";"8150";6;2,7;0,00876623376623377;1;1;NA;0;1;0;1;0;1;NA;NA;NA;0;0;-1;NA
"78111";"2011Q2";2011-06-30;"Services";"37044";"8150";6;2,7;0,00915254237288136;1;1;NA;1;1;1;1;0;1;NA;NA;NA;-1;0;0;NA
"79115";"2011Q3";2011-09-30;"Services";"37044";"8150";6;2,7;0,00967741935483871;1;-1;NA;0;-1;1;0;1;-1;NA;NA;NA;0;1;1;NA
"80116";"2011Q4";2011-12-31;"Services";"37044";"8150";6;2,7;0,00897009966777409;1;0;NA;-1;0;1;0;0;0;NA;NA;NA;-1;0;0;NA
"8679";"2013Q2";2013-06-30;"Services";"37044";"8150";6;2,7;0,0122171945701357;1;0;1;NA;NA;0;1;-1;1;NA;NA;0;NA;0;0;NA
"54213";"2005Q2";2005-06-30;"Services";"36655";"8150";5;2,25;0,00324207492795389;1;0;NA;1;0;1;1;1;1;NA;NA;NA;1;-1;-1;NA
"59138";"2006Q3";2006-09-30;"Services";"36949";"8150";3;1,35;0,00348837209302326;-1;-1;NA;1;1;0;0;-1;-1;NA;NA;NA;-1;0;1;NA
"63115";"2007Q3";2007-09-30;"Services";"36518";"8150";4;1,8;NA;1;1;NA;0;1;0;0;-1;1;NA;NA;NA;-2;0;-2;NA
"8895";"2013Q4";2013-12-31;"Services";"36518";"8150";4;1,8;0,00737704918032787;NA;0;1;-1;0;NA;NA;NA;NA;NA;NA;-1;0;NA;NA;NA
"54214";"2005Q2";2005-06-30;"Services";"37064";"8150";9;4,05;0,005835734870317;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"63116";"2007Q3";2007-09-30;"Services";"37064";"8150";9;4,05;NA;1;0;NA;1;0;1;0;1;0;NA;NA;NA;1;1;1;NA
"69133";"2009Q1";2009-03-31;"Services";"37064";"8150";9;4,05;0,0136824324324324;NA;NA;NA;-1;0;0;0;0;-1;NA;NA;NA;-1;-1;0;NA
"70134";"2009Q2";2009-06-30;"Services";"37064";"8150";9;4,05;0,0170886075949367;-1;0;NA;-1;0;-1;0;-1;0;NA;NA;NA;-1;-1;-1;NA
"71124";"2009Q3";2009-09-30;"Services";"37064";"8150";9;4,05;0,0130645161290323;-1;-1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"72129";"2009Q4";2009-12-31;"Services";"37064";"8150";9;4,05;0,0122356495468278;-1;0;NA;-1;0;-1;0;-1;0;NA;NA;NA;-1;-1;-1;NA
"73120";"2010Q1";2010-03-31;"Services";"37064";"8150";9;4,05;0,0142605633802817;-1;1;NA;-1;1;-1;1;-1;1;NA;NA;NA;-2;-2;-2;NA
"74110";"2010Q2";2010-06-30;"Services";"37064";"8150";9;4,05;0,0121621621621622;-1;0;NA;-1;0;-1;0;-1;-1;NA;NA;NA;-1;0;0;NA
"75126";"2010Q3";2010-09-30;"Services";"37064";"8150";9;4,05;0,013728813559322;-1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;0;0;0;NA
"76125";"2010Q4";2010-12-31;"Services";"37064";"8150";9;4,05;0,0142605633802817;-1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"54215";"2005Q2";2005-06-30;"Services";"36643";"8150";2;0,9;0,00129682997118156;1;0;NA;1;1;0;0;1;1;NA;NA;NA;0;0;0;NA
"59139";"2006Q3";2006-09-30;"Services";"36643";"8150";2;0,9;0,00232558139534884;1;0;NA;1;0;0;0;0;0;NA;NA;NA;1;0;0;NA
"60142";"2006Q4";2006-12-31;"Services";"36643";"8150";2;0,9;NA;1;0;NA;1;0;0;0;0;0;NA;NA;NA;1;0;0;NA
"61130";"2007Q1";2007-03-31;"Services";"36643";"8150";2;0,9;NA;1;0;NA;1;1;0;0;0;0;NA;NA;NA;0;0;1;NA
"62116";"2007Q2";2007-06-30;"Services";"36643";"8150";2;0,9;0,00339622641509434;1;0;NA;1;0;0;0;1;0;NA;NA;NA;1;0;1;NA
"63117";"2007Q3";2007-09-30;"Services";"36643";"8150";2;0,9;NA;1;0;NA;1;0;0;0;1;0;NA;NA;NA;1;0;1;NA
"64129";"2007Q4";2007-12-31;"Services";"36643";"8150";2;0,9;0,00280373831775701;1;0;NA;1;0;0;0;1;0;NA;NA;NA;-1;0;-1;NA
"65144";"2008Q1";2008-03-31;"Services";"36643";"8150";2;0,9;0,003515625;1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;0;0;0;NA
"66148";"2008Q2";2008-06-30;"Services";"36643";"8150";2;0,9;0,00263157894736842;1;0;NA;0;0;0;0;0;0;NA;NA;NA;-1;0;0;NA
"67140";"2008Q3";2008-09-30;"Services";"36643";"8150";2;0,9;0,00278637770897833;1;0;NA;-1;-1;0;0;0;0;NA;NA;NA;1;0;0;NA
"68131";"2008Q4";2008-12-31;"Services";"36643";"8150";2;0,9;0,0033457249070632;1;0;NA;0;0;0;0;0;0;NA;NA;NA;-1;0;0;NA
"69134";"2009Q1";2009-03-31;"Services";"36643";"8150";2;0,9;0,00304054054054054;1;0;NA;-1;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"70135";"2009Q2";2009-06-30;"Services";"36643";"8150";2;0,9;0,00379746835443038;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"72130";"2009Q4";2009-12-31;"Services";"36643";"8150";2;0,9;0,0027190332326284;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"73121";"2010Q1";2010-03-31;"Services";"36643";"8150";2;0,9;0,00316901408450704;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"74111";"2010Q2";2010-06-30;"Services";"36643";"8150";2;0,9;0,0027027027027027;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"77132";"2011Q1";2011-03-31;"Services";"36643";"8150";2;0,9;0,00292207792207792;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"78112";"2011Q2";2011-06-30;"Services";"36643";"8150";2;0,9;0,00305084745762712;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"79116";"2011Q3";2011-09-30;"Services";"36643";"8150";2;0,9;0,0032258064516129;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"80117";"2011Q4";2011-12-31;"Services";"36643";"8150";2;0,9;0,00299003322259136;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"81103";"2012Q1";2012-03-31;"Services";"36643";"8150";2;0,9;0,003515625;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"8295";"2012Q2";2012-06-30;"Services";"36643";"8150";2;0,9;0,00403587443946188;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"8577";"2013Q1";2013-03-31;"Services";"36643";"8150";2;0,9;0,004;1;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA
"8896";"2013Q4";2013-12-31;"Services";"36643";"8150";2;0,9;0,00368852459016393;1;0;0;1;1;0;0;0;0;NA;NA;NA;-1;0;0;NA
"9369";"2015Q1";2015-03-31;"Services";"36643";"8150";2;0,9;0,00576923076923077;1;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;NA
"72131";"2009Q4";2009-12-31;"Services";"37030";"8150";6;2,7;0,0081570996978852;-1;0;NA;-1;-1;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"73122";"2010Q1";2010-03-31;"Services";"37030";"8150";6;2,7;0,00950704225352113;-1;1;NA;-1;0;0;0;-1;0;NA;NA;NA;-1;0;-1;NA
"74112";"2010Q2";2010-06-30;"Services";"37030";"8150";6;2,7;0,00810810810810811;NA;1;NA;-1;1;0;0;-1;0;NA;NA;NA;-2;0;0;NA
"54216";"2005Q2";2005-06-30;"Services";"36505";"8150";6;2,7;0,00389048991354467;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"57123";"2006Q1";2006-03-31;"Services";"36505";"8150";6;2,7;NA;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"58135";"2006Q2";2006-06-30;"Services";"36505";"8150";6;2,7;0,00784883720930233;1;0;NA;0;0;0;1;0;0;NA;NA;NA;1;0;0;NA
"61131";"2007Q1";2007-03-31;"Services";"36505";"8150";6;2,7;NA;1;0;NA;0;0;0;0;0;0;NA;NA;NA;1;0;0;NA
