"";"Date";"Datum";"Sector";"id";"sector";"weight";"factor";"factorn";"Q1";"Q2A";"Q2P";"Q3A";"Q3P";"Q4A";"Q4P";"Q5A";"Q5P";"Q6A";"Q6P";"eQ2";"eQ3";"eQ4";"eQ5";"eQ6"
"725";"2009Q4";2009-12-31;"Services";"37063";"8010";5;0,75;0,00646551724137931;1;0;NA;1;0;0;-1;1;0;NA;NA;NA;-1;1;-1;NA
"735";"2010Q1";2010-03-31;"Services";"37063";"8010";5;0,75;0,00348837209302326;-1;1;NA;-1;1;0;0;-1;1;NA;NA;NA;-2;0;-2;NA
"744";"2010Q2";2010-06-30;"Services";"37063";"8010";5;0,75;0,00543478260869565;-1;0;NA;-1;-1;0;0;-1;-1;NA;NA;NA;0;-1;0;NA
"755";"2010Q3";2010-09-30;"Services";"37063";"8010";5;0,75;0,00418994413407821;-1;1;NA;-1;-1;-1;0;-1;0;NA;NA;NA;2;0;1;NA
"766";"2010Q4";2010-12-31;"Services";"37063";"8010";5;0,75;0,005859375;1;-1;NA;1;-1;0;0;1;-1;NA;NA;NA;1;0;1;NA
"774";"2011Q1";2011-03-31;"Services";"37063";"8010";5;0,75;0,00446428571428571;-1;0;NA;0;0;0;0;0;0;NA;NA;NA;-1;0;-1;NA
"783";"2011Q2";2011-06-30;"Services";"37063";"8010";5;0,75;0,00503355704697987;1;1;NA;-1;1;0;0;-1;1;NA;NA;NA;0;0;0;NA
"5412";"2005Q2";2005-06-30;"Services";"36526";"6011";6;0,9;0,0272727272727273;1;-1;NA;1;1;1;1;1;1;NA;NA;NA;0;-1;-1;NA
"5413";"2005Q2";2005-06-30;"Services";"36512";"6011";6;0,9;0,0272727272727273;-1;0;NA;0;0;0;0;-1;-1;NA;NA;NA;0;0;1;NA
"5414";"2005Q2";2005-06-30;"Services";"36522";"6011";6;0,9;0,0272727272727273;1;0;NA;1;1;-1;0;1;0;NA;NA;NA;0;-1;0;NA
"706";"2009Q2";2009-06-30;"Services";"36522";"6011";6;0,9;0,0132352941176471;1;-1;NA;1;1;0;0;-1;-1;NA;NA;NA;0;0;1;NA
"736";"2010Q1";2010-03-31;"Services";"36522";"6011";6;0,9;0,00865384615384615;1;0;NA;1;0;0;0;1;-1;NA;NA;NA;1;0;2;NA
"5415";"2005Q2";2005-06-30;"Services";"36873";"6011";7;1,05;0,0318181818181818;1;0;NA;1;0;0;0;0;0;NA;NA;NA;0;-1;-1;NA
"573";"2006Q1";2006-03-31;"Services";"36873";"6011";7;1,05;0,0807692307692308;-1;0;NA;0;1;0;0;-1;-1;NA;NA;NA;-2;0;0;NA
"586";"2006Q2";2006-06-30;"Services";"36873";"6011";7;1,05;0,15;-1;1;NA;-1;0;0;0;-1;-1;NA;NA;NA;0;-1;0;NA
"595";"2006Q3";2006-09-30;"Services";"36873";"6011";7;1,05;0,0807692307692308;1;0;NA;0;0;-1;0;-1;-1;NA;NA;NA;0;0;0;NA
"607";"2006Q4";2006-12-31;"Services";"36873";"6011";7;1,05;0,0807692307692308;1;0;NA;0;-1;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"618";"2007Q1";2007-03-31;"Services";"36873";"6011";7;1,05;0,15;-1;0;NA;-1;0;0;0;-1;0;NA;NA;NA;-1;0;0;NA
"626";"2007Q2";2007-06-30;"Services";"36873";"6011";7;1,05;0,15;1;0;NA;-1;0;0;0;0;0;NA;NA;NA;0;0;-1;NA
"636";"2007Q3";2007-09-30;"Services";"36873";"6011";7;1,05;0,0807692307692308;1;0;NA;0;0;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"667";"2008Q2";2008-06-30;"Services";"36873";"6011";5;0,75;0,0110294117647059;-1;0;NA;0;0;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"677";"2008Q3";2008-09-30;"Services";"36873";"6011";5;0,75;0,0122950819672131;-1;0;NA;0;0;0;0;-1;0;NA;NA;NA;-1;0;-1;NA
"686";"2008Q4";2008-12-31;"Services";"36873";"6011";5;0,75;0,00852272727272727;-1;1;NA;-1;-1;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"697";"2009Q1";2009-03-31;"Services";"36873";"6011";5;0,75;0,01171875;-1;1;NA;-1;-1;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"707";"2009Q2";2009-06-30;"Services";"36873";"6011";5;0,75;0,0110294117647059;-1;1;NA;-1;0;0;0;-1;-1;NA;NA;NA;-1;0;0;NA
"715";"2009Q3";2009-09-30;"Services";"36873";"6011";5;0,75;0,00961538461538462;1;0;NA;-1;-1;0;0;-1;-1;NA;NA;NA;1;0;0;NA
"726";"2009Q4";2009-12-31;"Services";"36873";"6011";5;0,75;0,0115384615384615;1;0;NA;0;0;0;0;-1;0;NA;NA;NA;-1;0;-1;NA
"737";"2010Q1";2010-03-31;"Services";"36873";"6011";5;0,75;0,00721153846153846;-1;0;NA;-1;0;0;-1;-1;0;NA;NA;NA;0;1;0;NA
"745";"2010Q2";2010-06-30;"Services";"36873";"6011";5;0,75;0,0115384615384615;-1;0;NA;0;-1;0;-1;0;0;NA;NA;NA;1;1;-1;NA
"756";"2010Q3";2010-09-30;"Services";"36873";"6011";5;0,75;0,00974025974025974;1;0;NA;0;0;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"767";"2010Q4";2010-12-31;"Services";"36873";"6011";5;0,75;0,0122950819672131;1;0;NA;0;0;0;1;-1;0;NA;NA;NA;-1;-1;-1;NA
"775";"2011Q1";2011-03-31;"Services";"36873";"6011";5;0,75;0,0127118644067797;-1;0;NA;-1;-1;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"5416";"2005Q2";2005-06-30;"Services";"36904";"6020";5;0,75;0,15;-1;0;NA;-1;0;0;0;-1;-1;NA;NA;NA;-1;0;0;NA
"574";"2006Q1";2006-03-31;"Services";"36904";"6020";5;0,75;0,15;-1;-1;NA;-1;1;0;0;-1;1;NA;NA;NA;-2;0;-2;NA
"587";"2006Q2";2006-06-30;"Services";"36904";"6020";5;0,75;0,15;-1;-1;NA;-1;1;0;0;-1;-1;NA;NA;NA;-2;0;0;NA
"596";"2006Q3";2006-09-30;"Services";"36904";"6020";5;0,75;0,15;-1;0;NA;-1;0;0;0;-1;-1;NA;NA;NA;-1;0;0;NA
"588";"2006Q2";2006-06-30;"Services";"36849";"6030";7;1,05;0,0477272727272727;1;0;NA;1;0;0;0;0;0;NA;NA;NA;1;0;1;NA
"597";"2006Q3";2006-09-30;"Services";"36849";"6030";7;1,05;0,0875;1;1;NA;1;1;0;0;1;1;NA;NA;NA;0;0;-1;NA
"608";"2006Q4";2006-12-31;"Services";"36849";"6030";7;1,05;0,0403846153846154;1;0;NA;1;0;0;-1;0;0;NA;NA;NA;-1;0;-1;NA
"637";"2007Q3";2007-09-30;"Services";"36849";"6030";7;1,05;0,0875;1;-1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;1;1;NA
"646";"2007Q4";2007-12-31;"Services";"36849";"6011";7;1,05;0,00860655737704918;1;-1;NA;-1;-1;0;-1;0;0;NA;NA;NA;1;1;0;NA
"656";"2008Q1";2008-03-31;"Services";"36849";"6011";7;1,05;0,0152173913043478;1;0;NA;0;1;0;1;0;1;NA;NA;NA;0;0;0;NA
"668";"2008Q2";2008-06-30;"Services";"36849";"6011";7;1,05;0,0154411764705882;-1;-1;NA;1;-1;1;0;1;0;NA;NA;NA;1;0;0;NA
"678";"2008Q3";2008-09-30;"Services";"36849";"6011";7;1,05;0,0172131147540984;-1;0;NA;0;0;0;0;0;0;NA;NA;NA;-1;-1;-1;NA
"687";"2008Q4";2008-12-31;"Services";"36849";"7070";7;1,05;0,0283783783783784;-1;0;NA;-1;-1;-1;0;-1;1;NA;NA;NA;0;0;-2;NA
"716";"2009Q3";2009-09-30;"Services";"36849";"7070";7;1,05;0,02625;1;-1;NA;1;0;0;-1;0;0;NA;NA;NA;0;0;0;NA
"727";"2009Q4";2009-12-31;"Services";"36849";"7070";7;1,05;0,0318181818181818;1;-1;NA;0;-1;-1;0;0;0;NA;NA;NA;1;0;1;NA
"738";"2010Q1";2010-03-31;"Services";"36849";"7070";7;1,05;0,0375;1;0;NA;0;0;0;0;1;0;NA;NA;NA;1;0;1;NA
"746";"2010Q2";2010-06-30;"Services";"36849";"7070";7;1,05;0,03;1;1;NA;1;1;0;0;1;1;NA;NA;NA;0;0;0;NA
"757";"2010Q3";2010-09-30;"Services";"36849";"7070";7;1,05;0,0328125;1;0;NA;1;0;0;0;1;1;NA;NA;NA;0;-1;-1;NA
"768";"2010Q4";2010-12-31;"Services";"36849";"7070";7;1,05;0,0403846153846154;1;0;NA;0;-1;-1;-1;0;-1;NA;NA;NA;1;2;2;NA
"776";"2011Q1";2011-03-31;"Services";"36849";"7070";7;1,05;0,0328125;1;1;NA;0;1;1;1;1;1;NA;NA;NA;-2;-1;-2;NA
"784";"2011Q2";2011-06-30;"Services";"36849";"7070";7;1,05;0,0375;-1;-1;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;0;0;0;NA
"794";"2011Q3";2011-09-30;"Services";"36849";"7070";7;1,05;0,0283783783783784;-1;0;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;1;0;NA
"805";"2011Q4";2011-12-31;"Services";"36849";"7070";7;1,05;0,0244186046511628;-1;-1;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;0;1;0;NA
"813";"2012Q1";2012-03-31;"Services";"36849";"7070";7;1,05;0,03;-1;0;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;2;1;0;NA
"823";"2012Q2";2012-06-30;"Services";"36849";"7070";7;1,05;0,0328125;1;0;NA;1;1;0;-1;-1;-1;NA;NA;NA;0;1;1;NA
"832";"2012Q3";2012-09-30;"Services";"36849";"7070";7;1,05;0,025609756097561;1;0;NA;1;1;0;0;0;0;NA;NA;NA;0;0;0;NA
"841";"2012Q4";2012-12-31;"Services";"36849";"7070";7;1,05;0,0388888888888889;1;1;-1;1;-1;0;-1;0;-1;NA;NA;1;1;0;1;NA
"852";"2013Q1";2013-03-31;"Services";"36849";"7070";7;1,05;0,0362068965517241;1;0;0;0;0;-1;-1;0;0;NA;NA;0;-1;0;-1;NA
"861";"2013Q2";2013-06-30;"Services";"36849";"7070";7;1,05;0,035;1;0;0;-1;-1;-1;-1;-1;-1;NA;NA;0;2;2;1;NA
"87";"2013Q3";2013-09-30;"Services";"36849";"7070";7;1,05;0,0328125;1;0;-1;1;-1;1;-1;0;-1;NA;NA;NA;0;1;0;NA
"882";"2013Q4";2013-12-31;"Services";"36849";"7070";7;1,05;0,0308823529411765;-1;NA;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;0;0;0;NA
"891";"2014Q1";2014-03-31;"Services";"36849";"7070";7;1,05;0,03;-1;-1;-1;-1;0;-1;0;-1;0;NA;NA;0;-1;-1;-1;NA
"901";"2014Q2";2014-06-30;"Services";"36849";"7070";7;1,05;0,0875;-1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;0;0;0;0;NA
"911";"2014Q3";2014-09-30;"Services";"36849";"7070";7;1,05;0,0477272727272727;1;-1;-1;-1;0;-1;0;-1;NA;NA;NA;0;-1;0;NA;NA
"921";"2014Q4";2014-12-31;"Services";"36849";"7070";7;1,05;0,0875;-1;-1;-1;-1;-1;0;0;-1;-1;NA;NA;0;0;-1;0;NA
"93";"2015Q1";2015-03-31;"Services";"36849";"7070";7;1,05;0,0388888888888889;-1;-1;0;-1;0;-1;0;-1;0;NA;NA;-1;-1;-1;-1;NA
"941";"2015Q2";2015-06-30;"Services";"36849";"7070";7;1,05;0,0375;-1;-1;0;-1;0;-1;-1;-1;0;NA;NA;-1;0;0;-1;NA
"95";"2015Q3";2015-09-30;"Services";"36849";"7070";7;1,05;0,0525;1;-1;-1;0;-1;-1;-1;-1;-1;NA;NA;2;0;1;0;NA
"96";"2015Q4";2015-12-31;"Services";"36849";"7070";7;1,05;0,0388888888888889;-1;1;-1;-1;-1;0;-1;-1;-1;NA;NA;2;2;0;2;NA
"728";"2009Q4";2009-12-31;"Services";"36768";"6011";6;0,9;0,0138461538461538;1;1;NA;NA;1;NA;0;NA;0;NA;NA;NA;-1;0;-1;NA
"739";"2010Q1";2010-03-31;"Services";"36768";"6011";6;0,9;0,00865384615384615;1;1;NA;0;0;0;0;-1;-1;NA;NA;NA;0;0;1;NA
"758";"2010Q3";2010-09-30;"Services";"36768";"6011";6;0,9;0,0116883116883117;1;1;NA;1;1;0;0;0;-1;NA;NA;NA;0;1;2;NA
"795";"2011Q3";2011-09-30;"Services";"36768";"6011";6;0,9;0,0183673469387755;1;0;NA;0;0;0;0;-1;-1;NA;NA;NA;0;0;1;NA
"806";"2011Q4";2011-12-31;"Services";"36768";"6011";6;0,9;0,0191489361702128;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"814";"2012Q1";2012-03-31;"Services";"36768";"6011";6;0,9;0,0204545454545455;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"824";"2012Q2";2012-06-30;"Services";"36768";"6011";6;0,9;0,0152542372881356;1;0;NA;0;0;0;0;0;0;NA;NA;NA;1;0;1;NA
"833";"2012Q3";2012-09-30;"Services";"36768";"6011";6;0,9;0,0310344827586207;1;1;1;1;1;0;0;1;1;NA;NA;0;0;1;0;NA
"842";"2012Q4";2012-12-31;"Services";"36768";"6011";6;0,9;0,0176470588235294;1;1;0;1;-1;1;-1;1;-1;NA;NA;1;1;1;1;NA
"853";"2013Q1";2013-03-31;"Services";"36768";"6011";6;0,9;0,0145161290322581;1;1;1;0;0;0;0;0;0;NA;NA;-2;-1;-1;-1;NA
"871";"2013Q3";2013-09-30;"Services";"36768";"6011";6;0,9;0,0176470588235294;1;1;0;1;0;-1;0;-1;-1;NA;NA;0;0;0;0;NA
"883";"2013Q4";2013-12-31;"Services";"36768";"6011";6;0,9;0,0145161290322581;1;0;-1;0;-1;0;0;-1;-1;NA;NA;1;1;0;1;NA
"931";"2015Q1";2015-03-31;"Services";"36768";"6011";6;0,9;0,0225;1;0;0;0;-1;0;0;0;0;NA;NA;1;2;0;1;NA
"942";"2015Q2";2015-06-30;"Services";"36768";"6011";6;0,9;0,0230769230769231;1;1;1;1;0;0;0;1;1;NA;NA;-1;0;0;-1;NA
"951";"2015Q3";2015-09-30;"Services";"36768";"6011";6;0,9;0,02;1;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;1;NA
"98";"2016Q2";2016-06-30;"Services";"36768";"6011";6;0,9;0,0428571428571429;1;NA;NA;1;1;0;0;1;1;NA;NA;NA;0;1;0;NA
"5417";"2005Q2";2005-06-30;"Services";"36995";"6030";1;0,15;0,00384615384615385;-1;0;NA;-1;0;0;0;-1;-1;NA;NA;NA;-1;0;0;NA
"5418";"2005Q2";2005-06-30;"Services";"36868";"6030";5;0,75;0,0192307692307692;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;NA;NA;NA
"598";"2006Q3";2006-09-30;"Services";"36868";"6030";5;0,75;0,0625;1;-1;NA;1;1;0;0;1;1;NA;NA;NA;-1;0;-1;NA
"638";"2007Q3";2007-09-30;"Services";"36868";"6030";5;0,75;0,0625;1;-1;NA;-1;0;-1;0;0;0;NA;NA;NA;-1;0;-1;NA
"7310";"2010Q1";2010-03-31;"Services";"36868";"6011";5;0,75;0,00721153846153846;1;1;NA;1;NA;0;0;1;NA;NA;NA;NA;NA;0;NA;NA
"759";"2010Q3";2010-09-30;"Services";"36868";"6011";5;0,75;0,00974025974025974;1;NA;NA;1;1;0;NA;1;1;NA;NA;NA;0;NA;-1;NA
"785";"2011Q2";2011-06-30;"Services";"36868";"6011";5;0,75;0,0166666666666667;1;0;NA;0;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"796";"2011Q3";2011-09-30;"Services";"36868";"6011";5;0,75;0,0153061224489796;1;0;NA;0;0;0;0;0;0;NA;NA;NA;-1;0;-1;NA
"807";"2011Q4";2011-12-31;"Services";"36868";"6011";5;0,75;0,0159574468085106;1;1;NA;-1;0;0;0;-1;0;NA;NA;NA;0;1;0;NA
"815";"2012Q1";2012-03-31;"Services";"36868";"6011";5;0,75;0,0170454545454545;1;1;NA;0;1;1;0;0;1;NA;NA;NA;-2;1;-2;NA
"825";"2012Q2";2012-06-30;"Services";"36868";"6011";5;0,75;0,0127118644067797;1;0;NA;-1;0;1;0;-1;0;NA;NA;NA;-1;1;-1;NA
"854";"2013Q1";2013-03-31;"Services";"36868";"6011";5;0,75;0,0120967741935484;1;1;0;1;0;0;0;1;0;NA;NA;-1;-1;0;-1;NA
"862";"2013Q2";2013-06-30;"Services";"36868";"6011";5;0,75;0,016304347826087;1;-1;1;-1;1;0;0;-1;-1;NA;NA;-2;-2;-1;0;NA
"872";"2013Q3";2013-09-30;"Services";"36868";"6011";5;0,75;0,0147058823529412;1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;0;0;1;0;NA
"884";"2013Q4";2013-12-31;"Services";"36868";"6011";5;0,75;0,0120967741935484;1;-1;-1;-1;-1;0;0;-1;-1;NA;NA;1;1;-1;0;NA
"892";"2014Q1";2014-03-31;"Services";"36868";"6011";5;0,75;0,01875;1;0;0;0;0;-1;-1;-1;-1;NA;NA;1;1;1;2;NA
"902";"2014Q2";2014-06-30;"Services";"36868";"6011";5;0,75;0,05;1;1;1;1;1;0;0;1;1;NA;NA;-1;-1;1;-2;NA
"912";"2014Q3";2014-09-30;"Services";"36868";"6011";5;0,75;0,0208333333333333;1;0;0;0;0;1;0;-1;-1;NA;NA;1;1;0;1;NA
"922";"2014Q4";2014-12-31;"Services";"36868";"6011";5;0,75;0,0214285714285714;1;1;1;1;1;0;0;0;0;NA;NA;0;-1;0;-1;NA
"932";"2015Q1";2015-03-31;"Services";"36868";"6011";5;0,75;0,01875;1;1;1;0;0;0;0;-1;-1;NA;NA;-1;0;0;1;NA
"943";"2015Q2";2015-06-30;"Services";"36868";"6011";5;0,75;0,0192307692307692;1;0;1;0;1;0;0;0;1;NA;NA;-1;-1;0;-1;NA
"952";"2015Q3";2015-09-30;"Services";"36868";"6011";5;0,75;0,0166666666666667;1;0;1;0;1;0;0;0;1;NA;NA;-1;-1;0;-1;NA
"961";"2015Q4";2015-12-31;"Services";"36868";"6011";5;0,75;0,0258620689655172;1;0;0;0;1;0;0;0;0;NA;NA;1;0;0;1;NA
"97";"2016Q1";2016-03-31;"Services";"36868";"6011";5;0,75;0,0197368421052632;1;1;0;1;0;0;0;1;0;NA;NA;0;0;0;0;NA
"981";"2016Q2";2016-06-30;"Services";"36868";"6011";5;0,75;0,0357142857142857;1;0;1;0;1;0;0;0;1;NA;NA;-1;-1;0;-1;NA
"7311";"2010Q1";2010-03-31;"Services";"36788";"6011";4;0,6;0,00576923076923077;1;0;NA;0;1;0;0;0;0;NA;NA;NA;0;0;1;NA
"913";"2014Q3";2014-09-30;"Services";"36788";"6011";4;0,6;0,0166666666666667;-1;-1;-1;-1;-1;0;0;-1;-1;NA;NA;0;0;0;1;NA
"5419";"2005Q2";2005-06-30;"Services";"36946";"7000";5;0,75;0,0136363636363636;1;-1;NA;-1;0;0;0;0;0;NA;NA;NA;-1;-1;0;NA
"575";"2006Q1";2006-03-31;"Services";"36946";"7000";5;0,75;0,0267857142857143;1;0;NA;1;0;1;0;1;0;NA;NA;NA;1;1;0;NA
"657";"2008Q1";2008-03-31;"Services";"36946";"7000";5;0,75;0,0375;1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;1;0;NA
"698";"2009Q1";2009-03-31;"Services";"36946";"7000";5;0,75;0,0576923076923077;-1;1;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"708";"2009Q2";2009-06-30;"Services";"36946";"7000";5;0,75;0,0340909090909091;-1;0;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"717";"2009Q3";2009-09-30;"Services";"36946";"7000";5;0,75;0,0258620689655172;-1;0;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;0;0;NA
"729";"2009Q4";2009-12-31;"Services";"36946";"7000";5;0,75;0,0340909090909091;-1;0;NA;-1;0;-1;0;-1;0;NA;NA;NA;1;0;1;NA
"7312";"2010Q1";2010-03-31;"Services";"36946";"7000";5;0,75;0,0340909090909091;-1;1;NA;1;1;0;-1;1;1;NA;NA;NA;0;0;0;NA
"747";"2010Q2";2010-06-30;"Services";"36946";"7000";5;0,75;0,0576923076923077;1;0;NA;1;0;-1;0;1;0;NA;NA;NA;1;-1;0;NA
"7510";"2010Q3";2010-09-30;"Services";"36946";"7000";5;0,75;0,0340909090909091;-1;0;NA;1;1;-1;-1;0;0;NA;NA;NA;0;0;1;NA
"769";"2010Q4";2010-12-31;"Services";"36946";"7000";5;0,75;0,0576923076923077;1;0;NA;1;1;-1;-1;1;1;NA;NA;NA;0;1;0;NA
"777";"2011Q1";2011-03-31;"Services";"36946";"7000";5;0,75;0,0340909090909091;1;0;NA;1;0;0;0;1;0;NA;NA;NA;1;1;1;NA
"786";"2011Q2";2011-06-30;"Services";"36946";"7000";5;0,75;0,0576923076923077;1;0;NA;1;1;1;1;1;1;NA;NA;NA;0;0;0;NA
"797";"2011Q3";2011-09-30;"Services";"36946";"7000";5;0,75;0,0340909090909091;1;0;NA;1;1;1;1;1;1;NA;NA;NA;0;0;0;NA
"808";"2011Q4";2011-12-31;"Services";"36946";"7000";5;0,75;0,046875;1;0;NA;1;0;1;0;1;0;NA;NA;NA;0;1;1;NA
"816";"2012Q1";2012-03-31;"Services";"36946";"7000";5;0,75;0,0340909090909091;1;0;NA;0;0;1;1;1;1;NA;NA;NA;1;-1;-1;NA
"826";"2012Q2";2012-06-30;"Services";"36946";"7000";5;0,75;0,0258620689655172;1;0;NA;1;0;0;0;0;0;NA;NA;NA;1;1;0;NA
"885";"2013Q4";2013-12-31;"Services";"36946";"7000";5;0,75;0,0340909090909091;-1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;0;0;0;0;NA
"933";"2015Q1";2015-03-31;"Services";"36946";"7000";5;0,75;0,0375;-1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;0;0;0;0;NA
"944";"2015Q2";2015-06-30;"Services";"36946";"7000";5;0,75;0,0375;-1;-1;0;-1;0;-1;-1;-1;-1;NA;NA;-1;-1;0;0;NA
"953";"2015Q3";2015-09-30;"Services";"36946";"7000";5;0,75;0,0375;-1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;0;0;0;0;NA
"962";"2015Q4";2015-12-31;"Services";"36946";"7000";5;0,75;0,0375;-1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;0;0;0;0;NA
"589";"2006Q2";2006-06-30;"Services";"36671";"7000";7;1,05;0,0875;1;0;NA;1;-1;0;-1;1;0;NA;NA;NA;2;0;0;NA
"599";"2006Q3";2006-09-30;"Services";"36671";"7000";7;1,05;0,0375;1;0;NA;1;0;-1;-1;0;0;NA;NA;NA;1;0;0;NA
"647";"2007Q4";2007-12-31;"Services";"36671";"7000";7;1,05;0,0362068965517241;1;0;NA;1;0;0;0;0;0;NA;NA;NA;-1;-1;-1;NA
"658";"2008Q1";2008-03-31;"Services";"36671";"7000";7;1,05;0,0525;1;0;NA;-1;-1;-1;-1;-1;-1;NA;NA;NA;0;1;0;NA
"5420";"2005Q2";2005-06-30;"Services";"36900";"7000";7;1,05;0,0190909090909091;-1;0;NA;0;0;0;0;-1;-1;NA;NA;NA;0;0;1;NA
"5910";"2006Q3";2006-09-30;"Services";"36900";"7000";7;1,05;0,0375;-1;0;NA;0;0;0;0;-1;-1;NA;NA;NA;1;0;2;NA
"609";"2006Q4";2006-12-31;"Services";"36900";"7000";7;1,05;0,04375;1;-1;NA;1;1;0;0;1;1;NA;NA;NA;0;0;-1;NA
"639";"2007Q3";2007-09-30;"Services";"36385";"7000";5;0,75;0,0357142857142857;1;0;NA;1;0;1;0;1;0;NA;NA;NA;1;1;1;NA
"5421";"2005Q2";2005-06-30;"Services";"36857";"7000";9;1,35;0,0245454545454545;1;0;NA;1;1;1;1;1;1;NA;NA;NA;-1;0;0;NA
"5911";"2006Q3";2006-09-30;"Services";"36857";"7000";9;1,35;0,0482142857142857;1;-1;NA;1;0;1;0;1;0;NA;NA;NA;1;1;1;NA
"6010";"2006Q4";2006-12-31;"Services";"36857";"7000";9;1,35;0,05625;1;-1;NA;1;1;1;0;1;1;NA;NA;NA;0;1;-1;NA
"619";"2007Q1";2007-03-31;"Services";"36857";"7000";9;1,35;0,0794117647058823;1;0;NA;1;1;1;1;0;1;NA;NA;NA;0;0;0;NA
"627";"2007Q2";2007-06-30;"Services";"36857";"7000";9;1,35;0,103846153846154;1;0;NA;1;1;1;0;1;0;NA;NA;NA;0;1;1;NA
"6310";"2007Q3";2007-09-30;"Services";"36857";"7000";9;1,35;0,0642857142857143;1;-1;NA;1;0;1;1;1;0;NA;NA;NA;1;0;1;NA
"648";"2007Q4";2007-12-31;"Services";"36857";"7000";2;0,3;0,0103448275862069;1;0;NA;1;-1;1;0;1;0;NA;NA;NA;1;0;-1;NA
"659";"2008Q1";2008-03-31;"Services";"36857";"7000";2;0,3;0,015;1;0;NA;0;1;0;1;-1;0;NA;NA;NA;-1;0;-1;NA
"669";"2008Q2";2008-06-30;"Services";"36857";"7000";2;0,3;0,0111111111111111;1;0;NA;0;1;1;0;-1;1;NA;NA;NA;0;1;-1;NA
"679";"2008Q3";2008-09-30;"Services";"36857";"7000";2;0,3;0,0375;1;0;NA;1;1;1;1;0;1;NA;NA;NA;0;-1;-2;NA
"688";"2008Q4";2008-12-31;"Services";"36857";"7000";2;0,3;0,0375;1;0;NA;1;-1;0;0;-1;-1;NA;NA;NA;0;0;0;NA
"699";"2009Q1";2009-03-31;"Services";"36857";"7000";2;0,3;0,0230769230769231;1;1;NA;-1;1;0;0;-1;-1;NA;NA;NA;-2;0;0;NA
"709";"2009Q2";2009-06-30;"Services";"36857";"7000";2;0,3;0,0136363636363636;1;0;NA;-1;-1;0;-1;-1;-1;NA;NA;NA;0;1;1;NA
"718";"2009Q3";2009-09-30;"Services";"36857";"7000";2;0,3;0,0103448275862069;-1;1;NA;-1;0;0;0;0;0;NA;NA;NA;0;0;0;NA
"7210";"2009Q4";2009-12-31;"Services";"36857";"7000";2;0,3;0,0136363636363636;1;0;NA;0;0;0;0;0;0;NA;NA;NA;1;-1;1;NA
"7313";"2010Q1";2010-03-31;"Services";"36857";"7000";2;0,3;0,0136363636363636;1;0;NA;1;1;-1;0;1;1;NA;NA;NA;-1;0;-2;NA
"748";"2010Q2";2010-06-30;"Services";"36857";"7000";2;0,3;0,0230769230769231;1;0;NA;0;1;0;0;-1;1;NA;NA;NA;-1;0;-2;NA
"7511";"2010Q3";2010-09-30;"Services";"36857";"7000";2;0,3;0,0136363636363636;1;1;NA;0;1;0;1;-1;0;NA;NA;NA;0;0;-1;NA
"7610";"2010Q4";2010-12-31;"Services";"36857";"7000";2;0,3;0,0230769230769231;1;0;NA;1;0;1;0;-1;0;NA;NA;NA;0;0;1;NA
"778";"2011Q1";2011-03-31;"Services";"36857";"7000";2;0,3;0,0136363636363636;1;1;NA;0;0;0;1;1;1;NA;NA;NA;0;-1;0;NA
"787";"2011Q2";2011-06-30;"Services";"36857";"7000";2;0,3;0,0230769230769231;-1;1;NA;0;1;0;1;1;1;NA;NA;NA;0;-2;0;NA
"798";"2011Q3";2011-09-30;"Services";"36857";"7000";2;0,3;0,0136363636363636;1;1;NA;1;1;-1;1;1;1;NA;NA;NA;-1;-1;0;NA
"809";"2011Q4";2011-12-31;"Services";"36857";"7000";2;0,3;0,01875;1;1;NA;0;1;0;1;1;1;NA;NA;NA;-2;-1;-2;NA
