Streek,Idnr,Sektor,Gewig,Sektorw,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6A,Q6P,Q7A,Q7P,Q8,Q9,Q4AX,Q6AX,Q7AX,Latecomer,NewRecruit,WrongClassif,Duplicate,Imputed
06,51305,3140,5,0.059999998,1.799999952,03Q2,,2,1,2,1,2,2,2,2,3,3,3,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,5,0.059999998,1.799999952,03Q3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,5,0.059999998,1.799999952,03Q4,1,2,2,2,2,2,2,2,2,3,3,3,3,2,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,5,0.059999998,1.799999952,04Q1,1,2,,2,,2,,2,,3,,3,,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,5,0.059999998,1.799999952,04Q2,1,1,2,2,2,2,2,2,2,3,2,3,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,5,0.059999998,1.799999952,04Q3,1,1,1,1,1,1,1,2,2,3,2,3,2,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,5,0.059999998,1.799999952,04Q4,1,1,2,1,2,1,2,1,3,3,1,3,1,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,08Q3,2,3,3,3,3,3,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,08Q4,1,3,3,2,2,2,2,1,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,09Q1,2,3,3,3,3,3,3,2,2,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,09Q2,1,2,,1,1,1,1,2,2,1,3,1,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,09Q4,,1,2,1,2,1,2,1,2,3,1,3,1,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,10Q1,1,2,2,2,2,2,2,2,2,3,2,3,2,2,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,10Q2,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,10Q3,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,10Q4,1,1,2,1,2,1,2,1,2,1,1,1,1,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,11Q1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,11Q2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,11Q3,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,11Q4,1,2,,1,2,1,2,1,3,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,12Q1,,2,2,2,2,2,2,3,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,12Q3,2,3,2,3,1,3,1,2,2,1,2,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51305,3140,8,0.057999999,17.39999962,12Q4,1,3,2,3,2,3,2,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51377,3220,1,0.079999998,0.079999998,01Q2,2,3,3,3,3,2,2,2,2,1,1,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51403,3220,7,0.08,12,01Q3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51403,3220,7,0.08,12,01Q4,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51432,3220,1,0.079999998,0.079999998,01Q2,1,2,3,2,3,2,2,2,2,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51432,3220,1,0.079999998,0.079999998,03Q4,2,3,3,3,3,2,2,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51488,3220,3,0.08,0.560000002,01Q3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51488,3220,3,0.08,0.560000002,02Q4,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51488,3220,3,0.08,0.560000002,03Q3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51488,3220,3,0.08,0.560000002,03Q4,1,3,3,3,3,2,2,3,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51490,3220,7,0.08,12,01Q3,1,1,,1,,1,,1,,2,,2,,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,01Q2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,02Q1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,02Q2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,02Q3,,2,2,2,2,2,2,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,02Q4,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,03Q1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,03Q2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,03Q3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,03Q4,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,04Q1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,04Q2,,2,,2,,2,,3,,2,,2,,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,04Q3,,2,,2,,2,,2,,2,,2,,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,04Q4,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,05Q3,1,2,2,2,2,2,2,2,2,2,1,2,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,06Q1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,06Q3,,3,2,2,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,06Q4,,,2,,2,,2,,2,,2,,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,07Q1,,2,,2,,2,,3,,,,2,,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,07Q2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,07Q3,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,07Q4,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,08Q1,,3,,2,,2,,2,,1,,1,,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,08Q2,1,2,,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,08Q3,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,08Q4,,3,3,2,2,2,2,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,09Q1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,09Q2,1,2,3,3,3,3,3,2,3,3,2,3,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,09Q3,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,09Q4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,10Q1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,10Q2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,10Q3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,10Q4,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,11Q3,,2,2,2,2,2,2,2,2,2,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,11Q4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,12Q2,,2,3,2,3,2,3,2,3,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,12Q3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51543,3230,2,0.200000008,0.600000024,12Q4,1,2,,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51546,3370,6,0.029999999,2.099999905,01Q3,2,3,1,1,1,3,1,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51546,3370,6,0.029999999,2.099999905,01Q4,2,3,2,1,3,3,3,3,2,1,2,1,2,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51546,3370,6,0.029999999,2.099999905,02Q1,2,2,1,2,1,3,2,1,2,1,2,1,2,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51546,3370,6,0.029999999,2.099999905,02Q2,2,2,2,2,2,3,,2,2,1,1,3,3,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51546,3370,6,0.029999999,2.099999905,02Q3,2,1,3,1,2,1,3,2,2,1,2,3,3,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51546,3370,6,0.029999999,2.099999905,02Q4,2,3,3,1,3,3,3,2,2,3,3,3,3,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51546,3370,6,0.029999999,2.099999905,03Q1,2,1,2,1,2,1,2,2,3,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51546,3370,6,0.029999999,2.099999905,03Q2,2,3,1,3,1,3,1,2,2,2,2,2,1,3,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51546,3370,6,0.029999999,2.099999905,03Q4,2,3,2,3,2,3,3,2,2,3,3,3,3,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51546,3370,6,0.029999999,2.099999905,04Q3,,2,1,1,2,3,3,2,2,3,3,3,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51546,3370,6,0.05,3.5,05Q3,2,1,,2,,3,,2,,3,,3,,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,02Q1,2,2,,2,2,2,2,2,2,3,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,02Q2,1,,1,2,1,2,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,03Q1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,03Q2,,2,2,2,2,2,2,2,2,3,3,3,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,04Q2,,,,1,,1,,2,,1,,1,,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,05Q1,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,05Q2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,06Q1,1,1,1,1,1,1,1,2,2,2,2,2,2,,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,06Q2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,06Q3,,1,2,1,2,1,2,2,2,1,2,1,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,07Q1,1,2,3,2,3,2,3,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,07Q2,1,2,2,2,,2,,2,,1,2,1,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,08Q3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,08Q4,2,3,3,3,3,3,3,2,2,2,2,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,09Q1,2,3,3,3,3,3,3,2,2,2,2,2,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,09Q2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,09Q3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,09Q4,2,3,,3,2,3,2,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,10Q3,2,3,3,3,3,3,,2,,2,2,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,10Q4,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,11Q1,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,11Q4,2,2,3,2,3,2,3,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,12Q1,,3,2,3,2,3,2,2,2,3,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51595,3230,1,0.200000003,0.200000003,12Q3,2,,3,2,3,2,2,2,2,1,2,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,01Q2,,3,2,2,2,2,2,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,01Q3,2,3,2,3,2,3,2,3,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,01Q4,2,2,,2,1,3,1,3,2,3,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,02Q1,2,3,1,3,2,3,2,3,3,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,02Q2,2,3,2,3,2,3,2,3,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,02Q3,2,3,2,3,2,3,2,3,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,02Q4,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,03Q1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,03Q2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,03Q3,1,2,2,2,2,2,2,2,2,3,3,3,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,03Q4,1,1,1,1,1,1,1,1,1,3,3,3,3,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,04Q1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,04Q2,1,1,2,1,2,1,2,2,2,3,2,3,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,04Q3,1,2,2,2,2,2,2,2,2,3,3,3,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51734,3230,9,0.2,140,05Q1,1,2,1,2,1,2,1,2,2,3,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.05,35,05Q1,1,1,,1,1,1,1,1,2,3,2,3,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.05,35,05Q2,1,1,,1,1,1,1,1,1,2,2,2,1,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.05,35,06Q1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.05,35,06Q2,,1,,1,1,1,1,1,2,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.05,35,06Q4,1,3,3,1,1,1,1,1,1,3,3,3,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.05,35,07Q1,1,1,,1,1,1,1,1,1,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.05,35,07Q2,1,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.05,35,08Q1,1,2,3,1,3,1,3,2,2,2,3,2,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.06,42,01Q3,2,3,1,3,1,3,1,2,2,2,2,2,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.06,42,01Q4,1,2,1,1,1,1,1,1,1,2,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.06,42,02Q1,1,2,1,2,1,2,1,2,1,3,2,3,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.06,42,02Q2,2,,,3,2,3,3,3,1,2,3,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.06,42,02Q3,2,3,1,1,1,1,1,1,1,3,2,3,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.06,42,02Q4,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.06,42,03Q1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.06,42,03Q2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.06,42,03Q3,1,1,1,1,1,1,1,1,1,3,3,3,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.06,42,03Q4,1,1,1,1,1,1,1,1,1,3,3,3,3,1,3,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.06,42,04Q1,1,,,1,1,1,1,1,1,3,3,3,3,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.06,42,04Q2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.06,42,04Q3,1,1,1,1,1,1,1,1,1,3,2,3,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.06,42,04Q4,1,1,,1,,1,,1,,3,,3,,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.083999999,58.79999924,08Q3,2,3,,1,1,1,1,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.150000011,105.0000076,08Q4,2,3,3,2,3,3,3,2,2,3,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.150000011,105.0000076,09Q2,1,3,3,3,3,3,3,2,,2,2,2,2,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.150000011,105.0000076,09Q4,2,,,3,3,3,3,2,3,3,3,3,3,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51862,3310,9,0.150000011,105.0000076,11Q3,2,2,3,1,1,1,1,1,1,2,2,2,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.03,21,01Q4,,2,2,2,2,1,2,2,2,1,1,1,1,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.03,21,02Q1,,3,3,3,3,3,2,3,3,1,1,1,1,3,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.03,21,02Q2,2,3,2,3,2,3,2,2,2,1,2,1,2,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.03,21,02Q3,2,3,3,3,3,3,3,2,1,1,1,1,1,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.03,21,02Q4,2,1,2,3,2,2,2,1,2,1,2,1,2,1,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.03,21,03Q1,2,3,1,3,1,2,2,2,2,1,2,2,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.03,21,03Q2,1,1,1,2,1,2,1,1,2,3,2,3,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.03,21,03Q3,1,1,3,2,2,1,2,1,2,3,3,3,3,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.03,21,03Q4,1,1,2,2,2,1,2,2,2,3,2,3,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.03,21,04Q1,1,1,1,1,1,1,1,1,2,3,2,3,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.03,21,04Q2,1,1,2,1,2,1,2,1,2,3,3,3,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.03,21,04Q3,1,1,2,1,2,1,2,1,2,3,2,3,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.03,21,04Q4,1,1,2,1,2,1,2,1,2,3,2,3,2,1,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.05,35,05Q1,1,2,2,2,2,1,2,1,2,3,3,3,3,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.05,35,05Q2,1,2,,2,,1,,1,,2,,3,,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.05,35,05Q3,1,1,2,1,2,1,2,1,2,3,2,3,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.05,35,06Q1,1,2,2,1,2,1,1,2,2,3,2,3,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.05,35,06Q2,1,2,3,1,3,1,2,1,2,3,2,3,2,2,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.05,35,06Q3,1,2,3,1,2,1,2,1,2,1,2,1,2,2,1,,,,FALSE,FALSE,FALSE,FALSE,FALSE
06,51874,3340,9,0.05,35,06Q4,1,2,3,1,,1,3,2,2,1,1,1,1,3,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE
