Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Dag,Q1AX,Q1PX,Q3A,Q3P,Q3AX,Q3PX,Q4AX,Q4PX,Q6,Q7,Q6bX,Q6cXi,Q6cXii,Q8,Q10,Q6eX,Q9,Q7aX,Q7bX,Q7cX,Q7dX,Q1,Q2A,Q2P
5,80735,5010,1,1,1996Q3,10,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,,,,,,,2,3,3
5,31542,5010,6,6,1996Q3,10,2,2,2,2,1,1,1,1,1,2,3,2,1,1,,,,2,1,2,1,2,2,3
5,31479,5010,1,1,1996Q3,16,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,,,1,1,1,2,,1,2
5,44110,5010,1,1,1996Q3,12,2,2,2,2,2,2,2,2,,3,3,3,3,1,2,,,,,,,,2,2
1,31523,5010,1,1,1996Q3,6,1,2,1,2,1,3,1,3,1,2,1,3,3,2,1,,,1,1,1,1,2,3,3
5,40625,5010,1,1,1996Q3,10,1,2,1,2,2,3,2,3,,1,2,3,3,3,3,3,1,1,1,1,2,,3,3
6,31374,5010,1,1,1996Q3,10,2,2,2,2,2,,2,,1,3,3,3,3,3,,,,1,1,1,1,1,2,3
6,31437,5010,1,1,1996Q3,10,3,2,3,2,2,2,2,2,2,3,2,2,2,2,,,1,1,1,1,1,1,2,2
1,80074,5010,1,1,1996Q3,6,3,1,3,1,3,1,3,1,2,2,2,3,3,2,2,,,,1,1,1,,2,1
5,44068,5010,1,1,1996Q3,10,3,3,3,3,3,3,3,3,1,3,3,3,2,2,1,,,1,1,1,1,2,3,3
2,51802,5010,1,1,1996Q3,10,1,1,1,1,2,3,2,3,2,3,2,3,2,2,1,,,1,1,1,1,2,2,2
1,44001,5010,1,1,1996Q3,10,3,3,3,3,2,2,2,2,2,3,3,3,2,2,1,,,1,1,1,1,2,3,3
1,80559,5010,1,1,1996Q3,6,1,2,1,2,1,2,1,2,2,3,3,3,2,1,2,,,1,1,1,1,1,2,2
2,90224,5010,1,1,1996Q3,16,2,1,1,1,3,1,3,1,1,1,1,2,3,1,1,,,1,1,1,1,2,3,1
6,31011,5010,1,1,1996Q3,12,3,1,3,1,2,1,2,1,,3,3,2,2,1,2,,,1,1,1,1,1,1,1
1,30149,5010,1,1,1996Q3,6,3,3,3,3,3,3,3,3,1,2,2,2,1,1,1,,,1,1,1,2,2,3,3
6,31242,5010,1,1,1996Q3,17,1,2,1,2,3,3,3,3,1,3,3,3,2,1,,,,1,1,1,1,2,3,3
2,80492,5010,1,1,1996Q3,18,1,1,1,1,2,,2,,2,2,2,2,2,2,2,,,1,1,1,1,1,1,1
1,42479,5010,1,1,1996Q3,6,1,1,1,1,3,2,3,2,1,3,3,3,3,1,2,,,1,1,1,1,1,3,3
6,40086,5010,1,1,1996Q3,10,1,2,1,2,1,2,1,2,2,2,1,3,3,3,2,,,1,1,1,1,1,1,2
2,30126,5010,1,1,1996Q3,10,3,1,3,1,2,2,2,2,1,2,3,3,1,1,,,,1,1,1,1,2,3,2
5,43125,5010,1,1,1996Q3,10,3,2,3,2,3,,3,,1,2,2,3,3,2,2,,,1,1,1,1,2,3,2
1,31342,5010,4,4,1996Q3,10,2,2,,,2,2,,,2,3,3,3,2,3,,,,1,1,1,1,1,2,1
6,30400,5010,1,1,1996Q3,10,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,,,1,1,1,1,1,2,2
5,38009,5010,1,1,1996Q3,16,3,3,3,3,3,3,3,3,1,3,3,3,2,1,,,,1,1,1,1,2,3,3
1,31443,5010,1,1,1996Q3,12,2,3,2,3,2,3,2,3,2,2,2,3,3,2,,,,1,1,1,1,2,2,3
5,31493,5010,1,1,1996Q3,10,1,1,1,1,1,1,1,1,2,3,2,3,3,1,1,,,1,1,1,1,2,2,2
1,31478,5010,1,1,1996Q3,6,2,1,2,1,2,1,2,1,2,2,2,3,3,3,2,,,1,1,1,1,1,1,1
8,30162,5010,1,1,1996Q3,16,2,1,2,1,2,1,2,1,1,3,3,1,3,2,,,,1,1,1,2,1,2,1
6,31468,5010,2,2,1996Q3,10,2,2,3,3,2,2,3,3,1,2,1,2,1,1,1,,,1,2,1,1,,2,3
4,31536,5010,1,1,1996Q3,12,3,2,3,2,2,2,2,2,1,2,1,2,3,3,1,,,1,1,1,2,2,2,2
2,90746,5010,1,1,1996Q3,10,2,2,2,2,1,2,1,2,2,1,1,2,1,1,1,,,2,2,1,1,2,3,2
5,31488,5010,1,1,1996Q3,6,3,1,3,1,1,1,1,1,1,3,3,2,2,1,,,,1,1,1,1,2,3,3
9,31147,5010,1,1,1996Q3,10,3,1,3,1,3,1,3,1,3,2,1,3,2,1,1,,,1,1,1,1,2,,
6,31369,5010,8,8,1996Q3,10,3,3,3,3,3,3,3,3,1,2,2,3,3,3,1,,,1,1,1,1,2,3,3
1,30818,5010,1,1,1996Q3,12,3,3,3,3,3,,2,,1,3,2,3,2,1,1,,,,,,,2,3,3
5,31395,5010,1,1,1996Q3,13,2,3,2,3,2,3,2,3,1,2,2,3,1,1,,,,1,1,1,1,2,3,3
1,31405,5010,1,1,1996Q3,6,1,1,1,1,1,1,1,1,2,3,3,3,3,2,,,,,,,,1,1,1
1,80800,5010,1,1,1996Q3,13,3,2,3,2,3,2,3,2,1,3,3,3,1,1,,,,1,1,1,1,2,3,3
9,43226,5010,1,1,1996Q3,10,2,2,2,2,2,,2,,1,3,3,2,3,3,,,,1,1,1,1,2,2,2
1,90031,5010,1,1,1996Q3,6,1,1,1,1,2,2,2,2,1,3,3,2,3,3,2,,,1,1,1,1,1,1,1
1,30935,5010,1,1,1996Q3,6,1,1,1,1,1,1,1,1,2,2,1,3,1,2,2,,,1,1,1,1,1,1,1
6,80073,5010,1,1,1996Q3,13,3,3,3,3,3,3,3,3,1,3,3,3,1,1,,,,1,1,1,1,2,3,3
4,81379,5010,1,1,1996Q3,12,2,2,,,2,,,,1,3,3,3,2,1,1,,,1,,1,,2,3,3
1,31558,5010,1,1,1996Q3,6,1,1,1,1,2,2,2,2,2,2,2,3,3,1,2,,,1,1,1,1,1,1,2
4,31453,5010,1,1,1996Q3,6,2,1,2,1,2,1,2,1,1,2,2,3,2,1,1,,,1,1,1,1,2,2,3
9,41171,5010,1,1,1996Q3,9,1,2,1,2,3,2,3,2,2,3,3,2,2,1,2,,,1,1,1,2,2,2,2
1,30996,5010,1,1,1996Q3,6,2,3,2,3,2,3,2,3,1,2,2,3,2,1,1,,,1,1,1,,2,3,2
1,31508,5010,1,1,1996Q3,6,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,,,1,1,1,1,,1,2
1,30829,5010,1,1,1996Q3,6,2,1,2,1,3,,3,,1,2,3,1,3,2,,,,,,,,,1,1
1,80609,5010,1,1,1996Q3,6,1,2,2,,,,,,1,1,1,2,1,2,,,,1,2,2,2,2,1,2
1,31562,5010,1,1,1996Q3,6,3,3,,,3,3,,,2,3,3,3,3,1,,,,1,1,1,1,2,2,2
2,30028,6000,1,1,1996Q3,12,3,3,3,3,3,2,3,2,1,1,1,2,2,1,1,,,,,,,2,3,2
1,80610,6000,1,1,1996Q3,9,2,3,,,1,,,,2,,3,3,3,1,,,,,,,,,1,
6,80648,6000,1,1,1996Q3,12,2,3,2,3,1,3,2,3,1,3,3,2,1,1,1,,,,,,1,1,2,2
1,31257,6000,1,1,1996Q3,6,2,2,2,2,2,2,2,2,1,2,2,3,3,2,2,,,1,1,1,1,1,3,
6,80711,6000,1,1,1996Q3,10,2,2,3,,1,,2,,2,3,2,3,2,3,,,,,,,,,2,
2,40288,6000,1,1,1996Q3,17,2,3,2,3,2,,2,,2,3,3,3,3,2,,,,,,,,2,3,3
1,40705,6000,1,1,1996Q3,6,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,,,,,,,2,3,2
6,80658,6000,1,1,1996Q3,10,3,3,3,3,3,,3,,,2,2,3,1,1,,,,1,1,1,1,2,3,3
4,90275,6000,1,1,1996Q3,10,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,,,,,,,1,1,1
1,31730,6000,5,5,1996Q3,6,1,1,1,1,2,2,2,2,2,3,3,3,3,2,,,,,,,,,1,1
1,30480,6000,1,1,1996Q3,6,2,1,2,1,2,,2,,1,2,2,3,3,3,3,,,,,,,1,1,1
1,32027,6000,1,1,1996Q3,6,2,3,2,3,3,3,3,3,1,3,3,2,3,1,1,,,,,2,,,3,3
4,81274,6000,1,1,1996Q3,9,3,3,3,,3,,3,,2,3,3,3,3,1,,,,,,,,2,3,3
6,80898,6000,1,1,1996Q3,16,3,3,3,3,1,,1,,1,1,,3,1,1,,,,1,1,1,1,,3,3
6,90860,6000,1,1,1996Q3,12,1,2,2,2,1,,2,,1,2,3,3,3,3,,,,,,,,1,2,3
2,31166,6000,1,1,1996Q3,6,2,2,2,2,2,2,2,2,1,3,3,3,3,3,1,,,1,1,1,1,2,3,2
5,31586,6000,2,2,1996Q3,10,1,2,1,2,1,3,2,3,1,3,3,3,3,2,,,,1,1,1,1,1,1,2
2,90145,6000,1,1,1996Q3,10,1,3,1,3,1,3,1,3,1,3,3,3,2,1,,,,1,1,1,1,2,1,3
1,31886,6000,1,1,1996Q3,6,1,1,1,,1,,1,,2,2,1,3,3,3,3,,,,,,,,1,1
6,31697,6000,5,5,1996Q3,16,3,3,3,3,3,,3,,,3,3,3,3,1,,,,,,,2,,3,
1,30124,6000,1,1,1996Q3,13,1,1,1,1,3,,3,,1,3,3,1,3,2,2,,,,,,,1,1,1
1,30085,6000,1,1,1996Q3,6,2,2,1,1,2,2,2,2,2,3,3,3,3,3,,,,,,,,1,1,2
1,30257,6000,1,1,1996Q3,6,2,3,2,3,2,2,2,3,2,3,3,3,3,2,,,,,,,,1,2,2
6,80924,6000,1,1,1996Q3,16,2,3,1,3,2,3,2,3,1,1,2,2,1,1,,,,,,,,2,3,3
6,31623,6000,1,1,1996Q3,13,1,,2,,1,,2,,3,2,3,2,2,2,,,,1,2,1,2,1,1,1
5,44077,6000,1,1,1996Q3,10,2,2,1,3,1,3,1,3,2,3,1,2,1,1,2,,,1,1,2,1,1,2,2
1,30956,6000,1,1,1996Q3,6,3,1,3,1,3,1,3,1,1,3,3,3,3,3,2,,,1,1,1,1,1,3,1
2,80130,6000,1,1,1996Q3,17,3,3,3,3,2,3,2,3,1,,,,,,,,,,,,,,3,3
6,80015,6000,1,1,1996Q3,17,1,2,1,2,1,,1,,1,3,3,3,3,1,3,,,,,,1,,2,2
1,30170,6000,1,1,1996Q3,6,1,,,,1,2,,,1,2,3,3,3,3,,,,2,,,,1,1,
8,31663,6000,1,1,1996Q3,10,3,2,3,2,1,,1,,1,3,3,3,3,3,,,,1,1,1,1,2,3,2
5,90338,6000,1,1,1996Q3,10,1,3,1,3,2,,2,,1,3,3,3,3,1,,,,,,,,,3,3
1,31266,6000,1,1,1996Q3,6,2,3,2,3,2,2,2,2,1,1,3,1,1,1,,,,,,,,2,2,3
5,40533,6010,1,1,1996Q3,10,1,2,1,2,1,1,1,1,2,1,1,2,2,2,,,,1,1,1,1,2,2,2
1,90022,6010,1,1,1996Q3,10,2,2,1,2,2,2,2,2,2,2,,,1,1,,,,,,,,2,2,2
6,80077,6010,1,1,1996Q3,17,1,3,1,3,2,3,2,3,1,2,2,2,3,2,2,,,,,,,,3,2
2,31820,6010,4,4,1996Q3,10,3,3,3,3,,3,,3,,3,3,,1,1,,,,,,,,,,
1,80721,6010,1,1,1996Q3,18,,,3,3,,,3,3,,,1,2,,2,,,,,,,,,,
1,38022,6010,1,1,1996Q3,10,2,2,2,2,3,1,3,1,1,2,2,3,2,2,2,,,,,,,2,2,1
4,31864,6010,1,1,1996Q3,10,2,2,2,2,2,,2,,1,3,3,2,2,3,1,,,,,,,,3,1
1,32047,6010,1,1,1996Q3,6,3,3,3,3,3,3,3,3,1,2,3,3,3,3,2,,,,,,1,1,3,3
6,31590,6010,1,1,1996Q3,12,1,1,1,1,1,1,1,1,1,,1,,,1,,,,,,,,,2,2
5,31726,6010,1,1,1996Q3,17,1,1,1,1,1,1,1,1,,2,2,3,3,3,2,2,3,,,,,1,1,2
5,30155,6010,1,1,1996Q3,10,2,2,2,2,2,2,2,2,1,2,,3,3,2,1,,,,,,,,2,
6,31838,6010,3,3,1996Q3,12,3,1,3,1,3,1,3,1,1,2,2,3,2,2,1,,,,,,,1,3,1
1,31655,6010,1,1,1996Q3,6,1,2,1,2,1,3,1,3,2,1,1,2,1,1,1,,,,,,2,1,1,2
1,31858,6010,1,1,1996Q3,18,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,1,1,1
6,80616,6010,1,1,1996Q3,16,1,1,2,2,2,2,2,2,,,,,,,,,,,,,,,2,1
5,30554,6010,1,1,1996Q3,16,1,2,1,2,1,2,1,2,1,2,1,1,3,1,,,,1,,1,1,2,3,2
6,81067,6010,1,1,1996Q3,12,2,2,3,2,2,2,3,2,1,1,2,3,3,2,2,,,1,1,1,1,1,2,2
2,90174,6010,1,1,1996Q3,10,3,3,3,3,3,3,3,3,1,3,,3,3,3,1,,,,,,,2,3,3
6,31230,6010,1,1,1996Q3,17,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,,,,,,,1,1,1
1,31821,6010,1,1,1996Q3,6,2,2,2,2,2,2,2,2,1,,,,,1,,,,,,,,,2,2
2,42846,6010,1,1,1996Q3,16,2,,2,,1,,1,,2,3,3,2,2,2,,,,,,,,1,2,2
2,31812,6010,1,1,1996Q3,10,3,2,3,2,3,2,3,2,1,2,2,3,3,2,1,,,,,,1,1,3,2
1,31847,6010,6,6,1996Q3,6,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,,,,,,,2,2,2
2,80040,6010,1,1,1996Q3,10,3,3,3,3,3,3,3,3,1,1,1,3,3,,2,1,1,,,,,2,3,3
6,31852,6010,1,1,1996Q3,18,3,3,3,3,3,3,3,3,1,1,2,3,3,2,2,,,,,,,2,3,3
5,44066,6010,1,1,1996Q3,10,1,2,1,2,1,1,1,1,1,3,3,3,3,2,2,,,1,1,1,1,2,3,2
1,30413,6010,1,1,1996Q3,6,3,3,3,3,3,3,3,3,1,3,3,3,1,1,1,,,,,,1,2,3,3
5,31319,6010,1,1,1996Q3,10,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,,,,,,,2,3,3
6,31932,6010,1,1,1996Q3,17,3,3,3,3,3,3,3,3,2,1,2,1,2,2,1,,,,,1,,2,3,3
6,31800,6010,2,2,1996Q3,10,3,3,3,3,3,3,3,3,1,2,2,3,2,1,,,,,,,,2,3,3
6,44059,6010,1,1,1996Q3,12,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,,,,,,,2,3,3
5,43283,6010,1,1,1996Q3,16,,,,,,2,2,2,2,3,3,3,3,1,,,,,,,,,,
6,40272,6010,1,1,1996Q3,18,2,1,2,1,2,1,2,1,2,3,3,3,3,2,,,,1,1,1,1,1,2,1
6,80749,6010,1,1,1996Q3,10,1,2,1,2,2,1,2,1,,2,3,2,2,1,,,,,,,,1,1,2
5,44011,6010,1,1,1996Q3,10,2,2,2,2,1,2,1,2,2,3,3,3,1,1,1,,,,,,,2,2,3
1,31771,6010,1,1,1996Q3,10,1,3,1,3,2,3,2,3,2,2,3,1,2,2,2,,,1,1,1,2,2,2,2
2,31889,6010,1,1,1996Q3,10,3,2,3,2,3,,3,,1,3,3,3,2,2,1,,,1,,1,1,2,3,
1,42125,6010,1,1,1996Q3,6,2,2,2,2,2,2,2,2,,3,3,3,3,3,2,,,,,,,2,2,2
1,80406,6010,1,1,1996Q3,6,3,3,3,3,3,3,3,3,1,3,3,3,1,1,,,,1,1,1,1,2,3,3
6,31890,6010,4,4,1996Q3,10,3,3,3,3,2,2,2,2,1,3,3,1,1,1,,,,,,,2,2,3,3
1,31845,6010,1,1,1996Q3,6,2,2,2,2,2,2,2,2,1,3,3,3,3,3,,,,1,1,1,1,2,2,1
1,44076,6010,1,1,1996Q3,6,3,2,3,2,2,2,2,2,2,3,3,3,3,2,2,,,,,,,,3,2
2,40216,6010,1,1,1996Q3,16,1,1,1,1,2,,2,,1,2,,3,2,1,,,,1,,1,2,1,1,2
6,81189,6010,1,1,1996Q3,16,2,2,2,2,2,2,2,2,,3,3,3,3,3,1,,,,,,,1,2,2
1,80773,6010,1,1,1996Q3,9,3,2,3,2,2,,2,,,3,3,3,3,1,,,,1,1,1,1,2,2,2
2,42051,6010,1,1,1996Q3,16,3,3,3,3,3,3,3,3,1,2,3,2,2,2,1,,,,,,,2,3,3
1,42159,6010,1,1,1996Q3,6,1,1,1,1,1,2,1,2,2,2,1,3,2,2,,,,,,1,,1,1,1
1,30958,6010,1,1,1996Q3,6,1,2,1,2,2,2,2,2,3,,,,,,,,,,,,,,1,
1,80420,6010,1,1,1996Q3,9,1,2,1,2,1,,1,,1,2,1,3,2,2,3,,,,,,,,1,2
1,80507,6010,1,1,1996Q3,6,1,1,1,1,3,1,3,1,2,2,2,3,3,2,1,,,,,,,2,1,2
1,31146,6010,1,1,1996Q3,6,1,2,1,2,2,3,2,3,2,2,2,3,2,1,1,,,,,,,1,2,3
6,31603,6010,1,1,1996Q3,18,2,2,2,2,2,2,2,2,3,3,3,3,2,3,,,,,,,1,1,2,2
1,30007,3007,0,0,1996Q2,6,2,2,2,2,2,2,3,2,3,3,3,1,3,2,3,3,2,,,,,,,
1,30013,5010,1,1,1996Q2,24,1,2,1,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,2,1,
1,30018,5000,1,1,1996Q2,5,2,2,2,2,2,,2,,1,3,3,3,3,3,3,2,1,1,1,1,1,2,3,2
2,30028,6000,1,1,1996Q2,11,1,2,1,2,2,1,2,1,1,1,2,3,2,2,1,1,1,,,,,2,3,2
5,30029,5000,1,1,1996Q2,19,2,1,2,1,2,1,2,1,1,1,1,1,1,3,3,3,3,,,,,,2,
1,30060,5000,1,1,1996Q2,5,2,2,2,2,2,2,2,2,1,2,2,3,3,2,2,1,2,1,1,1,2,2,2,2
1,30085,6000,1,1,1996Q2,5,1,2,1,2,2,2,2,2,2,,,,,,,,2,,,,,1,1,
2,30090,5000,1,1,1996Q2,6,3,1,3,1,2,1,2,1,1,2,2,2,2,3,2,2,2,1,1,1,1,2,3,
8,30092,5000,1,1,1996Q2,19,3,1,3,1,3,1,3,1,2,3,2,3,3,3,3,2,2,1,1,1,1,1,1,2
1,30115,6000,1,1,1996Q2,13,2,1,1,1,1,2,1,2,3,2,3,3,3,2,3,2,1,,,1,,1,3,2
1,30124,6000,1,1,1996Q2,5,3,3,3,3,3,,3,,2,3,3,3,3,2,3,1,1,,,,,2,3,3
2,30126,5010,1,1,1996Q2,11,2,1,3,2,3,3,3,3,1,2,2,3,3,3,3,2,1,1,1,1,1,2,3,2
1,30137,6000,1,1,1996Q2,18,2,2,3,3,,,,,1,2,3,3,3,3,3,2,1,,,,,2,2,2
2,30145,6000,1,1,1996Q2,12,1,1,1,1,2,2,2,2,2,3,3,3,3,2,3,3,3,,,,1,1,2,2
5,30155,6010,1,1,1996Q2,13,2,2,2,2,2,,2,,2,3,3,3,3,3,,1,2,,,,,,2,2
1,30157,5000,1,1,1996Q2,11,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,1,1,1,1,2,3,3
1,30234,5000,1,1,1996Q2,6,2,3,2,3,1,2,1,2,2,2,2,3,3,3,2,1,2,1,1,1,1,2,3,3
1,30257,6000,1,1,1996Q2,6,3,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,,,,,2,2,
1,30480,6000,1,1,1996Q2,5,1,2,1,2,2,,2,,1,2,2,3,3,2,3,3,2,,,,,1,,2
1,30491,0,0,0,1996Q2,6,3,2,3,2,2,,2,,2,1,2,,1,2,3,3,1,1,1,1,1,2,3,2
1,30497,5010,1,1,1996Q2,6,2,2,3,2,2,1,3,1,2,3,3,3,3,3,3,1,2,1,1,1,1,1,2,1
6,30770,5010,1,1,1996Q2,18,2,2,2,2,3,2,3,2,2,3,3,3,3,3,3,1,2,,,,,2,3,2
1,30810,5010,1,1,1996Q2,6,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,,,,,1,2,2
1,30818,5010,1,1,1996Q2,5,1,2,1,2,1,2,2,2,2,3,3,3,3,3,2,1,1,,,,,1,1,1
1,30935,5010,1,1,1996Q2,24,1,1,1,1,1,1,1,1,2,2,2,1,2,2,3,3,3,2,1,1,1,1,1,1
1,30956,6000,1,1,1996Q2,5,3,2,3,2,2,2,2,2,1,3,3,3,3,3,3,3,2,1,1,1,1,2,3,2
1,30958,6010,1,1,1996Q2,20,2,2,2,2,2,2,,,2,,,,,,,,,,,,,,2,
6,31001,5000,7,7,1996Q2,14,1,1,1,1,2,3,2,3,1,2,3,3,3,3,2,1,1,1,1,1,1,2,3,3
6,31005,5000,7,7,1996Q2,14,2,,,2,2,,2,,3,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2
6,31011,5010,1,1,1996Q2,13,1,1,1,1,2,2,1,1,3,3,2,3,3,3,2,1,3,1,1,1,1,1,1,2
5,31019,5000,1,1,1996Q2,11,2,3,,3,3,3,3,3,1,3,3,3,3,3,1,1,2,1,1,1,1,1,1,2
2,31024,6000,1,1,1996Q2,6,2,,2,,2,,2,,1,,,,,,,,,,,,,2,2,
1,31047,5000,4,4,1996Q2,6,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1
1,31055,5000,1,1,1996Q2,5,2,2,2,2,1,1,1,1,2,2,2,3,3,3,2,2,3,1,1,1,1,1,2,2
1,31063,5000,1,1,1996Q2,6,1,2,1,2,1,,1,,2,2,2,3,3,3,3,1,3,1,1,1,2,2,1,2
6,31072,5000,1,1,1996Q2,19,2,1,2,1,2,1,,1,2,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1
1,31092,5000,1,1,1996Q2,10,3,3,,,3,3,1,1,3,3,3,3,3,3,3,3,2,1,1,1,1,2,3,
2,31108,5000,1,1,1996Q2,10,3,3,3,3,2,2,2,2,1,3,3,3,3,2,2,2,1,1,1,1,1,2,3,3
2,31115,5010,4,4,1996Q2,10,2,1,2,1,3,3,3,3,2,3,3,3,3,2,1,1,2,1,2,1,1,1,1,2
4,31123,5000,4,4,1996Q2,6,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,,1,1,1,1,1,2,3,3
1,31140,5000,1,1,1996Q2,5,3,2,3,2,3,,3,,2,3,3,3,3,3,3,2,1,1,1,1,1,2,3,3
1,31146,6010,1,1,1996Q2,11,1,1,1,1,2,,2,,2,2,3,3,3,2,2,1,1,,,,,2,1,1
9,31147,5010,1,1,1996Q2,18,3,1,3,1,3,1,3,1,1,2,2,3,2,2,1,1,2,1,1,1,1,2,3,1
6,31149,5000,1,1,1996Q2,13,1,1,1,1,1,,1,,1,2,1,3,3,2,3,1,1,2,2,1,1,2,3,3
6,31153,5000,1,1,1996Q2,13,2,2,3,2,2,,2,2,,2,2,3,3,2,2,2,1,1,1,1,1,1,2,2
5,31174,5000,1,1,1996Q2,24,2,1,2,1,3,1,3,1,3,3,3,3,3,3,3,1,1,1,1,1,1,2,3,3
1,31189,5000,6,6,1996Q2,5,2,1,2,1,1,1,1,1,1,3,3,3,3,2,3,1,2,1,1,1,1,2,2,1
6,31211,5010,1,1,1996Q2,20,3,3,3,3,2,2,2,2,2,2,3,3,3,2,3,3,2,2,2,1,1,1,2,3
1,31213,5010,1,1,1996Q2,21,3,3,3,3,2,3,2,3,1,2,2,3,3,3,2,1,2,1,1,1,1,2,3,3
1,31222,5000,1,1,1996Q2,6,2,1,2,1,3,1,3,1,2,3,3,3,3,3,2,1,2,1,1,1,1,1,2,1
1,31229,5000,3,3,1996Q2,6,1,1,1,1,1,1,1,1,2,2,3,,3,3,2,2,3,1,1,1,1,1,1,1
1,31241,5000,5,5,1996Q2,11,2,1,2,1,2,1,2,1,2,2,3,3,3,3,3,2,3,1,1,1,1,1,2,2
3,31243,5010,1,1,1996Q2,11,3,3,3,3,3,3,3,3,1,1,2,2,2,3,3,3,1,1,1,1,1,2,3,3
1,31253,5000,1,1,1996Q2,5,3,3,3,3,2,3,2,3,1,2,3,3,3,2,2,1,1,1,1,1,1,2,3,3
1,31257,6000,1,1,1996Q2,5,2,2,2,2,2,,2,,2,2,2,3,3,3,1,1,2,1,1,1,1,1,2,2
1,31266,6000,1,1,1996Q2,5,2,1,2,1,2,2,2,2,2,1,3,2,2,1,1,1,2,,,,,2,2,1
2,31276,5000,5,5,1996Q2,5,2,3,2,,2,3,2,,,3,3,3,3,3,3,3,1,1,1,1,1,2,3,3
5,31305,5010,9,9,1996Q2,19,3,3,3,3,3,3,3,3,1,3,3,3,,3,3,2,1,,,,,2,3,3
8,31317,5010,1,1,1996Q2,10,2,2,2,2,2,2,2,2,,3,2,3,3,3,2,2,2,1,1,1,1,1,2,1
5,31319,6010,1,1,1996Q2,10,2,2,2,2,2,,2,,1,3,3,3,3,3,3,1,1,,,,,1,2,
1,31342,5010,4,4,1996Q2,6,2,2,2,2,3,2,3,2,1,3,3,3,3,3,3,3,2,1,1,1,1,1,2,2
2,31349,5000,1,1,1996Q2,19,2,3,1,3,2,3,3,2,2,3,3,3,3,3,3,2,3,1,1,1,1,2,2,2
2,31355,5010,1,1,1996Q2,11,3,1,3,1,3,2,3,2,1,3,2,3,3,2,3,1,1,1,1,1,1,2,3,1
1,31366,5010,9,9,1996Q2,19,1,2,1,2,1,2,1,2,2,2,2,3,3,3,2,1,2,1,1,1,,2,1,2
6,31369,5010,8,8,1996Q2,19,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2
6,31374,5010,1,1,1996Q2,11,2,1,2,1,2,,2,,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1
6,31380,5010,1,1,1996Q2,18,1,1,1,1,1,1,1,1,2,3,2,3,3,2,3,3,3,2,1,1,2,1,2,2
2,31407,5010,4,4,1996Q2,10,2,1,2,1,2,2,2,2,2,3,3,3,3,3,1,1,2,2,2,2,2,1,1,2
2,31408,5010,3,3,1996Q2,20,3,2,3,2,2,,2,,1,2,3,3,3,3,1,1,1,1,1,1,1,2,3,2
5,31426,5000,1,1,1996Q2,10,3,3,3,3,1,1,1,1,1,2,2,3,3,3,3,3,1,1,1,1,1,2,3,3
6,31437,5010,1,1,1996Q2,12,1,2,1,2,1,2,2,2,2,2,2,3,3,2,2,1,2,1,1,1,1,1,2,2
1,31443,5010,1,1,1996Q2,6,1,2,1,2,2,3,2,3,2,3,3,3,3,3,3,2,2,1,1,1,1,1,1,2
4,31452,5010,1,1,1996Q2,19,1,1,1,1,1,1,1,1,3,1,2,3,3,3,3,1,2,1,1,1,2,1,1,1
4,31453,5010,1,1,1996Q2,19,1,1,1,1,2,2,2,2,3,2,2,3,3,3,3,1,1,1,1,1,1,1,2,3
1,31470,5000,8,8,1996Q2,19,1,3,2,3,1,2,2,2,2,2,1,3,3,3,3,1,2,1,1,1,1,2,1,3
1,31478,5010,1,1,1996Q2,10,3,3,3,3,1,1,1,1,2,3,2,3,3,3,3,2,2,1,1,1,1,1,3,2
5,31479,5010,1,1,1996Q2,18,1,1,1,1,1,1,1,1,2,2,1,3,3,2,3,1,3,1,1,1,1,1,1,1
5,31488,5010,1,1,1996Q2,11,3,1,3,1,3,1,3,1,1,3,3,3,3,3,2,1,1,1,1,1,1,2,3,2
5,31493,5010,1,1,1996Q2,10,3,1,3,2,3,1,3,1,1,3,2,3,3,3,3,1,1,1,1,1,1,2,3,3
1,31508,5010,1,1,1996Q2,18,1,1,1,1,1,1,1,1,3,1,1,2,2,2,2,1,2,1,1,1,1,1,1,2
