Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Dag,Q1AX,Q1PX,Q3A,Q3P,Q3AX,Q3PX,Q4AX,Q4PX,Q6,Q7,Q6bX,Q6cXi,Q6cXii,Q8,Q10,Q6eX,Q9,Q7aX,Q7bX,Q7cX,Q7dX,Q1,Q2A,Q2P
6,97136,6000,9,9,2001Q1,15,1,1,1,1,1,1,1,1,,3,3,,,3,3,3,1,1,,1,,2,1,
6,31714,6000,4,4,2001Q1,15,2,2,2,2,2,2,2,2,2,3,3,,,3,3,3,2,1,1,1,1,2,2,2
6,97178,6000,2,2,2001Q1,15,2,2,2,2,2,2,2,2,,3,3,,,3,3,2,3,,,,,2,2,
6,31811,6010,1,1,2001Q1,15,2,2,2,2,2,2,2,2,1,3,3,,,2,2,1,1,1,1,1,2,2,2,
6,31852,6010,1,1,2001Q1,15,3,3,3,3,3,3,3,3,1,2,2,,,3,3,3,1,,,,,2,3,2
6,34971,6000,6,6,2001Q1,15,2,2,2,2,2,2,2,2,1,1,2,,,1,1,1,1,1,1,1,1,2,3,3
1,34968,6010,5,5,2001Q1,15,1,1,1,1,1,1,1,1,,2,2,,,3,1,1,2,,,,,1,1,
1,34768,6000,3,3,2001Q1,15,3,2,2,2,1,1,1,1,2,2,3,,,3,3,1,1,,,,1,1,2,2
6,34925,6010,1,1,2001Q1,15,1,2,2,2,2,2,2,2,,3,3,,,2,1,1,1,,,1,,2,3,2
1,34738,6010,5,5,2001Q1,15,3,1,2,1,3,,3,,,3,3,,,3,3,3,2,1,1,1,,2,2,2
6,34771,6010,6,6,2001Q1,15,1,,,,1,1,,,,,,,,,,,1,,,,,,2,
5,34848,6010,1,1,2001Q1,15,3,3,3,3,3,3,3,3,,3,3,,,3,3,3,1,,,,1,,3,3
1,34822,6000,5,5,2001Q1,15,3,3,3,3,2,2,3,3,2,3,3,,,3,3,3,2,,,,,1,3,3
2,34906,6010,7,7,2001Q1,15,1,1,1,2,1,1,1,1,,1,2,,,3,1,1,1,,,,1,2,2,1
6,34802,6010,5,5,2001Q1,15,3,1,2,1,3,,3,,1,3,3,,,3,3,,,,,,,2,3,3
6,34981,5000,9,9,2001Q1,15,2,1,2,1,2,2,2,2,2,3,3,,,3,3,3,1,1,1,1,1,2,1,1
5,34987,5010,9,9,2001Q1,15,3,3,3,3,3,,3,,2,1,2,,,3,3,3,1,,,,,2,3,2
5,34984,6000,5,5,2001Q1,15,1,3,2,3,3,3,3,3,1,,,,,2,,,3,,,,,,1,1
6,34980,6000,6,6,2001Q1,15,1,2,2,2,2,2,2,2,,3,3,,,2,1,1,3,1,2,1,1,1,2,
6,51574,5010,9,9,2001Q1,15,1,1,1,1,1,1,1,1,2,2,2,,,3,2,2,1,1,1,1,1,1,2,2
2,53420,5010,1,1,2001Q1,15,1,1,1,1,1,1,1,1,1,3,3,,,3,2,1,1,1,1,1,1,2,1,1
6,33107,5010,9,9,2001Q1,15,3,3,2,3,3,3,3,3,1,1,1,,,1,1,1,1,1,2,1,1,2,3,3
1,30013,5010,9,9,2001Q1,15,3,1,3,1,3,1,3,1,1,3,3,,,3,1,1,1,1,1,1,1,2,3,1
6,80876,5010,1,1,2001Q1,15,3,3,3,3,3,3,3,3,,3,3,,,3,2,2,3,1,1,1,1,2,3,2
6,80616,6010,1,1,2001Q1,15,3,2,3,2,3,2,3,2,3,2,,,,,,,,,,,,,,
6,97284,6010,6,6,2001Q1,15,2,2,2,2,1,1,1,1,1,3,2,,,2,2,2,3,,,,,1,2,
6,33156,6010,6,6,2001Q1,15,2,,2,,,2,,2,,3,3,,,3,2,2,1,,,,,,,
6,80648,6010,6,6,2001Q1,15,3,2,3,2,2,2,2,2,2,3,3,,,2,1,1,1,,,,1,2,2,2
6,34992,5000,3,3,2001Q1,15,1,1,2,1,1,1,1,2,,3,3,,,3,3,3,2,1,1,1,1,1,1,2
6,34990,5010,3,3,2001Q1,15,2,2,,,2,2,,,,2,3,,,3,2,1,2,,,,,2,2,2
4,34991,5000,4,4,2001Q1,15,2,2,2,2,2,2,2,2,2,2,2,,,2,3,2,1,,,1,,2,2,
5,97249,5010,9,9,2000Q4,15,2,1,2,1,2,1,2,1,,3,2,,,3,1,1,1,1,1,1,1,2,2,1
1,30018,5000,6,6,2000Q4,15,3,3,3,3,3,3,3,3,,3,3,,,3,2,2,1,1,1,1,1,2,3,3
1,30067,6000,1,1,2000Q4,15,3,3,3,3,3,3,3,3,1,2,2,,,1,1,1,1,,,,,2,3,3
1,30085,6010,6,6,2000Q4,15,3,3,3,3,3,3,3,3,1,,,,,,,,3,,,,,2,3,3
4,30086,5010,9,9,2000Q4,15,1,2,1,2,2,2,2,2,1,2,3,,,2,1,2,1,1,1,1,1,1,1,2
2,30090,5000,1,1,2000Q4,15,2,2,2,2,2,2,2,2,1,3,3,,,3,3,3,2,1,1,1,1,1,2,2
6,30116,5010,1,1,2000Q4,15,3,2,3,2,3,3,3,3,1,2,1,,,3,1,1,1,,,1,,2,3,3
1,30480,6000,7,7,2000Q4,15,2,2,2,2,3,3,3,3,1,2,2,,,2,3,3,3,,,,,2,3,
1,30530,5010,1,1,2000Q4,15,3,2,3,2,3,3,3,3,1,2,2,,,3,3,3,1,1,1,1,,2,3,3
6,30770,5010,6,6,2000Q4,15,2,2,2,2,2,2,2,2,,3,3,,,2,1,1,2,,,,,,,
1,30830,6010,1,1,2000Q4,15,2,3,2,3,2,3,2,3,,2,,,,,,,2,,,,,1,2,3
3,30895,6010,1,1,2000Q4,15,2,2,2,2,2,3,2,3,2,2,3,,,3,2,1,2,1,1,1,1,2,3,3
1,30956,6000,1,1,2000Q4,15,1,3,1,3,1,3,1,3,2,2,2,,,3,3,3,3,1,1,1,1,1,1,3
1,30996,5010,9,9,2000Q4,15,1,3,1,3,3,3,3,3,1,2,2,,,2,3,3,1,1,1,1,1,1,1,1
6,31001,5000,8,8,2000Q4,15,2,2,2,2,2,2,2,2,2,3,3,,,3,2,1,1,1,1,1,1,2,2,2
1,31063,5000,1,1,2000Q4,15,3,3,2,2,2,2,2,2,1,3,3,,,3,2,2,3,1,1,1,1,2,3,2
6,31072,5000,1,1,2000Q4,15,3,3,2,3,2,2,2,3,,2,2,,,3,1,1,1,,,,,,,
6,31107,5010,1,1,2000Q4,15,3,3,3,3,3,3,3,3,,1,1,,,1,1,1,1,1,1,1,1,1,2,
2,31115,5010,4,4,2000Q4,15,3,1,3,2,3,1,3,2,,3,3,,,3,1,1,1,1,1,1,1,2,3,2
9,31147,5010,1,1,2000Q4,15,2,3,2,3,2,3,2,3,1,2,3,,,3,1,1,1,1,1,1,1,2,3,3
6,31153,5000,1,1,2000Q4,15,2,2,2,2,2,2,2,2,,3,3,,,3,3,2,1,1,1,1,1,2,2,2
5,31174,5000,1,1,2000Q4,15,3,3,3,3,2,3,2,3,2,3,3,,,3,3,3,1,1,1,1,1,2,2,2
1,31189,5000,6,6,2000Q4,15,1,1,1,1,2,,2,,2,3,3,,,2,2,1,3,1,1,1,1,1,2,2
1,31209,5000,1,1,2000Q4,15,3,2,3,2,2,2,3,2,1,3,3,,,3,3,3,1,1,1,1,1,2,3,2
6,31211,5010,3,3,2000Q4,15,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,1,1,1,1,1,2,2,2
6,31242,5010,9,9,2000Q4,15,3,2,3,2,2,2,2,2,1,3,3,,,3,3,3,1,1,1,1,1,2,3,2
2,31276,5000,5,5,2000Q4,15,2,3,3,3,3,3,3,3,,3,3,,,3,3,3,1,1,1,1,1,2,3,3
5,31319,6010,1,1,2000Q4,15,3,3,3,3,3,3,3,3,,3,3,,,3,1,1,1,,,,,2,3,3
5,31374,5010,6,6,2000Q4,15,2,2,2,2,2,2,2,2,2,3,3,,,3,3,2,2,1,1,1,1,2,1,1
6,31380,5010,1,1,2000Q4,15,2,2,2,2,3,2,3,,2,2,3,,,2,2,2,2,1,1,1,1,1,2,2
6,31424,5010,6,6,2000Q4,15,3,3,3,3,3,3,3,3,1,1,2,,,3,3,2,1,1,1,1,1,2,3,3
1,31443,5010,1,1,2000Q4,15,3,3,3,3,3,3,3,3,1,3,3,,,3,2,2,1,1,1,1,1,2,3,3
4,31453,5010,1,1,2000Q4,15,3,3,3,3,3,3,3,3,1,3,2,,,3,3,3,1,1,1,1,1,2,3,3
7,31468,5010,5,5,2000Q4,15,3,3,3,3,3,3,3,3,,2,2,,,3,1,1,1,1,1,1,1,1,3,2
1,31508,5010,9,9,2000Q4,15,1,3,1,3,2,3,2,3,1,2,2,,,2,1,1,1,1,1,1,1,2,1,3
1,31523,5010,8,8,2000Q4,15,3,3,3,3,3,3,3,3,1,3,2,,,3,2,2,1,1,1,1,1,2,3,3
2,31527,5010,1,1,2000Q4,15,3,3,3,3,3,3,3,3,,1,1,,,1,2,2,1,1,1,1,2,2,3,3
2,31567,5010,7,7,2000Q4,15,2,2,2,2,3,3,3,3,2,2,3,,,3,1,1,1,1,1,1,2,2,2,2
1,31605,6010,1,1,2000Q4,15,2,3,2,3,2,3,2,3,2,3,3,,,3,1,1,1,,,,,2,3,3
1,31655,6010,1,1,2000Q4,15,3,2,3,2,3,3,3,3,1,1,,,,,1,1,1,,,,2,2,3,2
5,31784,6010,7,7,2000Q4,15,2,2,2,2,2,2,2,2,,3,3,,,3,2,2,1,,,,,,,
4,31864,6010,4,4,2000Q4,15,3,2,3,2,3,2,3,2,2,3,3,,,3,3,3,3,,,,,2,3,3
1,31875,6010,1,1,2000Q4,15,3,3,3,3,3,,3,,1,,,,,,,1,1,,,,,1,2,
1,31886,6000,1,1,2000Q4,15,1,1,1,1,1,,1,,2,2,2,,,3,3,3,3,,,,,,1,1
2,31916,6000,1,1,2000Q4,15,3,2,3,2,2,2,2,2,1,3,3,,,3,2,1,1,,,,,2,2,
6,32019,5000,1,1,2000Q4,15,1,1,1,1,1,1,1,1,1,3,3,,,3,3,2,1,,,1,,2,3,3
1,32027,6000,7,7,2000Q4,15,3,3,3,3,3,3,3,3,,2,1,,,3,3,1,1,,,2,2,2,3,3
6,33134,5000,5,5,2000Q4,15,3,3,3,3,3,2,3,2,,2,3,,,3,1,1,1,1,1,1,1,2,3,3
5,33197,6010,6,6,2000Q4,15,1,1,1,1,1,,1,,2,2,2,,,2,3,2,1,,,,,2,1,
2,40221,5000,1,1,2000Q4,15,2,2,2,2,2,2,2,2,2,2,3,,,3,1,1,2,1,1,1,1,2,2,2
1,40569,5000,1,1,2000Q4,15,1,1,2,2,2,2,2,2,,3,3,,,3,3,3,2,1,1,1,1,2,2,2
3,41294,5010,9,9,2000Q4,15,1,2,1,2,2,3,2,3,2,3,3,,,3,3,2,2,1,1,1,1,2,1,2
6,41562,5010,9,9,2000Q4,15,2,1,2,1,2,2,2,2,1,2,1,,,2,2,1,1,2,2,1,1,2,2,2
5,42030,6000,1,1,2000Q4,15,3,3,3,3,3,3,3,3,,3,3,,,3,2,2,1,1,1,1,1,2,3,
2,42803,6010,4,4,2000Q4,15,3,3,2,2,3,3,2,2,1,1,,,,,1,1,1,,,,,2,3,3
1,44001,6000,4,4,2000Q4,15,1,2,1,2,1,2,1,2,2,3,3,,,3,2,1,1,,,,,2,1,2
5,44011,6010,6,6,2000Q4,15,3,3,3,3,1,2,1,2,2,3,3,,,3,1,1,1,,,,,2,3,2
6,44059,6010,4,4,2000Q4,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,3,1,,,,,2,3,3
1,44095,5000,1,1,2000Q4,15,3,3,3,3,3,3,3,3,2,3,3,,,3,1,1,1,1,,1,1,2,3,3
6,44098,5010,1,1,2000Q4,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,3,1,1,1,1,1,2,3,3
6,50037,5000,1,1,2000Q4,15,2,2,2,2,2,2,2,2,1,1,1,,,3,2,2,2,,,,,1,2,2
5,50199,6010,3,3,2000Q4,15,3,3,3,3,3,3,3,3,,2,2,,,3,3,3,1,,,,,,,
2,50544,5010,9,9,2000Q4,15,3,2,3,2,3,2,3,2,1,1,1,,,1,1,2,1,1,1,1,1,2,3,2
1,53046,5000,1,1,2000Q4,15,2,3,2,3,2,,2,,1,1,1,,,1,1,1,1,1,1,1,1,2,3,
5,53436,6010,1,1,2000Q4,15,2,3,2,3,3,3,3,3,1,3,3,,,3,3,2,1,,,,,2,3,3
1,80052,5000,1,1,2000Q4,15,3,3,3,3,3,3,3,3,2,3,3,,,3,3,3,1,1,1,1,1,2,3,3
6,80086,5010,5,5,2000Q4,15,3,2,3,2,3,2,3,2,,3,3,,,3,1,1,1,1,,1,1,2,2,2
1,80088,5000,4,4,2000Q4,15,2,2,2,2,1,1,2,2,1,1,3,,,2,3,3,2,1,1,2,2,1,2,2
2,80132,5010,1,1,2000Q4,15,2,2,2,2,2,2,2,2,2,2,2,,,3,2,2,2,1,1,1,1,1,3,3
1,80419,5000,1,1,2000Q4,15,2,1,2,1,2,1,2,1,2,3,2,,,3,3,3,1,1,1,1,1,2,3,3
1,80423,5010,1,1,2000Q4,15,1,3,1,,2,3,2,3,1,2,2,,,2,3,2,1,1,1,1,1,2,2,
2,80492,5010,1,1,2000Q4,15,3,3,3,3,3,3,3,3,1,2,2,,,2,2,2,1,1,1,1,1,2,3,3
1,80496,6010,6,6,2000Q4,15,2,2,2,2,2,2,2,2,,3,3,,,3,2,2,2,1,1,1,1,1,1,1
1,80562,6010,7,7,2000Q4,15,3,3,3,3,3,3,3,3,1,3,3,,,3,2,2,1,1,,1,1,2,3,3
5,80642,5000,6,6,2000Q4,15,1,2,1,2,2,2,2,2,,3,2,,,3,2,2,1,1,1,1,1,,2,2
6,80648,6010,6,6,2000Q4,15,3,3,2,3,3,3,3,3,2,3,3,,,1,1,1,1,,,,1,2,3,3
6,80658,6000,1,1,2000Q4,15,2,3,2,3,3,3,3,3,1,3,3,,,3,2,2,1,1,1,1,1,2,3,1
5,80720,5010,9,9,2000Q4,15,3,3,3,3,3,3,3,3,,3,2,,,3,2,2,1,1,1,1,1,2,3,3
5,80735,5010,1,1,2000Q4,15,3,3,3,3,3,2,3,2,1,1,1,,,1,1,1,1,,,,,2,3,2
1,81002,5000,1,1,2000Q4,15,2,3,2,3,2,,2,,2,3,3,,,3,3,3,2,1,1,1,1,1,1,3
6,81189,6010,1,1,2000Q4,15,3,3,3,3,3,3,3,3,,3,3,,,3,3,3,3,,,,,2,3,3
6,81253,5000,5,5,2000Q4,15,3,2,3,2,3,2,3,2,1,3,3,,,3,3,1,1,1,1,1,1,2,3,2
4,81379,5010,1,1,2000Q4,15,3,3,3,3,3,3,3,3,,3,3,,,3,3,1,1,,,1,,2,3,3
6,82548,5010,9,9,2000Q4,15,3,3,3,3,1,3,1,3,2,3,2,,,3,2,2,1,1,1,1,1,2,3,3
8,90087,5010,9,9,2000Q4,15,3,2,3,2,2,3,2,3,1,2,1,,,2,1,1,1,2,1,1,1,2,3,2
4,90090,5010,1,1,2000Q4,15,2,2,2,2,2,2,2,2,2,3,3,,,3,3,3,2,1,1,1,1,1,2,2
2,90114,5010,1,1,2000Q4,15,1,1,1,1,2,2,2,2,1,2,1,,,3,2,2,1,1,1,1,1,2,2,1
2,90149,6000,5,5,2000Q4,15,2,2,2,2,2,2,2,2,1,,,,,3,1,1,1,,,1,,2,3,3
2,90155,5010,7,7,2000Q4,15,2,3,2,3,3,3,3,3,2,3,3,,,2,2,1,1,2,1,1,1,2,3,3
2,90174,6010,3,3,2000Q4,15,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,2,3,3
2,90309,5010,1,1,2000Q4,15,2,3,2,3,2,3,2,3,,2,2,,,3,3,2,1,2,2,1,1,2,3,3
5,90338,6000,1,1,2000Q4,15,1,2,1,2,1,2,1,2,,3,3,,,3,3,3,2,,,,,,,
5,90342,5010,1,1,2000Q4,15,1,3,1,3,2,3,2,3,,2,2,,,3,3,2,1,2,2,2,2,2,3,
5,90384,5010,1,1,2000Q4,15,1,1,3,3,1,1,1,1,,3,3,,,3,3,3,1,1,1,1,1,2,2,2
6,90860,6010,8,8,2000Q4,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,3,1,,,,,2,3,3
1,96888,5010,7,7,2000Q4,15,3,3,3,3,3,1,3,1,1,2,2,,,3,3,2,1,1,1,1,1,2,3,1
1,96889,6000,2,2,2000Q4,15,1,1,2,2,2,2,2,2,1,3,3,,,3,3,3,2,1,1,1,1,2,2,2
1,96890,5000,6,6,2000Q4,15,2,3,2,3,2,2,2,2,2,1,2,,,3,3,3,1,,,,,2,2,2
1,96891,5010,9,9,2000Q4,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,1,1,1,1,1,1,2,3,3
5,96943,6000,2,2,2000Q4,15,2,3,2,3,2,3,2,3,2,3,3,,,3,1,1,1,1,1,1,1,2,3,3
1,96961,6010,8,8,2000Q4,15,3,3,3,3,2,3,2,3,2,1,1,,,1,1,1,1,,,,,2,3,3
1,96981,6000,3,3,2000Q4,15,3,3,3,3,3,3,3,3,2,3,3,,,3,3,3,2,,,,,1,3,3
4,96993,6000,3,3,2000Q4,15,3,3,2,3,3,3,1,3,2,2,3,,,3,2,1,1,,,,,2,3,2
1,97007,5010,5,5,2000Q4,15,2,2,2,2,1,2,1,2,2,3,3,,,3,1,1,2,1,1,1,1,2,2,2
6,97012,5010,9,9,2000Q4,15,3,3,2,3,2,3,2,3,1,3,3,,,3,3,3,1,1,1,1,1,2,3,3
1,97015,6010,6,6,2000Q4,15,1,3,1,3,1,3,1,3,1,3,2,,,3,3,3,1,,,,,2,3,3
1,97017,6000,3,3,2000Q4,15,1,2,1,2,1,1,1,1,2,2,3,,,3,2,2,3,,,,,1,1,1
5,97019,5010,9,9,2000Q4,15,3,3,3,3,3,3,3,3,,3,3,,,3,3,2,1,1,1,1,1,2,3,
5,97020,5000,2,2,2000Q4,15,3,2,3,2,3,,3,,1,1,1,,,3,1,1,1,1,1,1,1,2,3,3
6,97027,6000,3,3,2000Q4,15,1,1,1,1,1,2,1,2,1,2,2,,,2,3,3,3,,,,1,1,1,2
6,97028,6010,4,4,2000Q4,15,1,2,1,2,3,3,3,3,1,,1,,,,,,1,,,,,2,1,2
6,97038,6010,8,8,2000Q4,15,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,2,3,3
5,97045,6000,3,3,2000Q4,15,1,3,1,3,2,3,2,3,1,3,3,,,3,3,3,1,1,1,1,2,2,3,3
6,97046,6010,4,4,2000Q4,15,3,3,3,3,3,3,3,3,1,2,2,,,3,1,1,1,,,,,2,3,3
2,97056,6010,8,8,2000Q4,15,1,2,,,1,1,1,1,,3,3,,,,3,3,1,,,,,2,3,3
6,97074,5000,2,2,2000Q4,15,1,2,1,2,2,2,2,2,2,3,3,,,3,3,2,1,,,,,2,2,2
6,97078,5000,2,2,2000Q4,15,1,1,1,1,1,3,1,3,2,3,3,,,3,2,1,1,,,,,,1,1
1,97079,5000,2,2,2000Q4,15,2,3,2,3,2,3,2,3,1,2,3,,,3,2,2,1,1,1,1,1,2,2,3
2,97087,5010,9,9,2000Q4,15,3,3,3,3,3,3,3,3,,3,3,,,3,3,3,1,1,1,1,1,2,3,3
6,97090,6000,3,3,2000Q4,15,2,3,2,3,2,3,2,3,,2,2,,,2,2,2,1,,,,,1,3,3
1,97093,5010,9,9,2000Q4,15,1,3,1,3,3,,3,,1,3,3,,,3,2,2,1,,,,,2,1,2
1,97095,6010,6,6,2000Q4,15,3,3,3,3,3,3,3,3,,3,3,,,3,2,2,1,,,,1,2,3,3
1,97097,5000,2,2,2000Q4,15,3,3,3,3,2,2,2,2,,1,2,,,3,2,1,1,1,1,1,1,2,3,
5,97119,5010,9,9,2000Q4,15,2,2,3,2,2,,2,,1,3,3,,,3,3,3,1,1,1,1,1,2,2,2
6,97122,5000,4,4,2000Q4,15,1,1,,,1,1,,,,2,3,,,3,2,3,3,1,1,1,1,1,1,1
6,97128,6010,6,6,2000Q4,15,1,1,1,1,2,2,2,2,,3,3,,,3,3,2,3,,,,1,1,1,
6,97129,5010,1,1,2000Q4,15,2,3,3,3,3,3,3,3,2,3,3,,,3,3,2,1,1,1,1,1,2,3,3
5,97134,6010,7,7,2000Q4,15,1,2,1,2,1,,1,,,2,2,,,3,3,2,1,1,1,1,1,2,2,2
6,97135,5010,9,9,2000Q4,15,2,2,2,2,2,2,2,2,,1,1,,,2,3,3,1,2,1,1,1,2,3,3
1,97140,6000,5,5,2000Q4,15,3,3,3,3,1,,1,1,,1,1,,,2,2,2,2,,,,,1,1,3
9,97166,5010,7,7,2000Q4,15,3,3,3,3,3,3,3,3,1,2,3,,,3,2,2,1,1,1,1,1,2,2,2
6,97168,5010,9,9,2000Q4,15,1,1,1,1,1,1,1,1,,1,1,,,2,2,2,1,2,1,1,2,2,1,1
7,97169,5010,8,8,2000Q4,15,3,3,3,3,3,3,3,3,1,3,3,,,3,1,1,1,1,1,1,1,2,3,3
6,97172,6010,5,5,2000Q4,15,3,1,3,1,3,1,3,1,1,3,3,,,3,1,1,2,,,,,2,3,1
6,97186,5010,8,8,2000Q4,15,1,1,1,1,1,1,1,1,2,3,2,,,3,3,2,1,1,1,1,1,2,2,2
6,97188,5000,2,2,2000Q4,15,2,2,2,2,2,2,2,2,,3,3,,,3,3,2,1,1,1,1,1,2,2,2
6,97193,6000,3,3,2000Q4,15,3,2,3,2,3,2,3,2,2,2,3,,,3,3,3,1,1,1,1,1,2,3,2
5,97200,5000,8,8,2000Q4,15,2,2,2,2,2,2,2,2,,2,3,,,3,3,2,1,,,,,2,3,3
6,97201,6010,8,8,2000Q4,15,3,3,3,3,1,1,1,1,1,3,3,,,3,2,2,1,,,,,2,3,3
6,97206,5000,9,9,2000Q4,15,1,2,1,2,2,2,2,2,2,3,3,,,3,3,3,2,,,,,1,1,2
3,97212,6010,5,5,2000Q4,15,3,1,3,1,2,1,1,1,1,3,3,,,3,3,3,1,1,2,1,1,2,3,1
5,97235,6000,3,3,2000Q4,15,3,2,3,2,3,2,3,2,,1,3,,,2,1,1,1,,,,,2,3,2
6,97236,6000,3,3,2000Q4,15,2,,2,,1,,1,,2,3,3,,,3,3,3,1,2,1,1,1,1,2,2
6,97255,6010,9,9,2000Q4,15,3,1,2,1,1,1,1,1,2,1,2,,,3,3,3,1,2,1,1,1,2,2,1
6,97272,5000,1,1,2000Q4,15,2,3,2,3,2,2,2,2,,3,3,,,3,3,3,2,1,1,1,1,2,2,3
6,97293,6010,6,6,2000Q4,15,3,2,2,2,2,2,2,2,,3,3,,,3,3,3,1,2,1,2,1,2,2,2
5,97325,6010,3,3,2000Q4,15,,,2,2,1,3,1,3,3,1,3,,,3,3,2,1,,,,,2,3,
6,97355,5010,9,9,2000Q4,15,2,3,2,3,2,3,2,3,1,2,3,,,3,2,2,2,1,1,1,1,1,2,3
6,97358,5010,9,9,2000Q4,15,3,3,3,3,3,3,3,3,1,1,2,,,3,3,3,1,1,1,1,2,2,3,3
6,53335,5000,1,1,2000Q4,15,2,2,2,2,1,1,2,2,1,2,3,,,2,1,2,1,,,,,2,2,2
1,31092,5000,1,1,2000Q4,15,2,1,2,1,1,1,1,1,2,1,2,,,2,3,3,2,1,1,1,2,1,2,1
1,97065,5000,3,3,2000Q4,15,2,3,2,3,3,3,3,3,2,3,2,,,3,3,2,3,1,1,1,1,2,2,2
6,80876,5010,1,1,2000Q4,15,3,3,,,3,3,,,,3,3,,,2,2,2,2,,,,,2,3,
1,33108,5010,9,9,2000Q4,15,2,2,2,2,2,2,2,2,,2,2,,,3,1,1,1,1,1,1,1,2,3,3
5,97343,6010,6,6,2000Q4,15,1,1,1,1,1,1,1,1,1,2,3,,,3,3,3,2,,,,,1,1,1
1,31146,6010,1,1,2000Q4,15,1,1,1,1,1,1,1,1,2,1,2,,,2,2,1,1,,,,,2,2,2
5,31726,6010,1,1,2000Q4,15,3,3,3,3,3,3,3,3,,2,3,,,3,1,1,1,,,,,2,3,3
6,97030,6010,6,6,2000Q4,15,2,3,2,3,2,3,2,3,3,2,1,,,3,3,3,2,,,,,2,3,3
6,97253,6010,6,6,2000Q4,15,3,2,3,2,3,2,3,2,1,2,2,,,,,1,1,,,,,2,3,
6,31811,6010,1,1,2000Q4,15,2,2,2,2,2,2,2,2,1,2,2,,,1,2,1,1,1,1,1,2,2,2,2
6,97041,6010,7,7,2000Q4,15,3,1,3,1,3,1,3,1,1,2,1,,,1,1,1,1,,,,,2,3,1
5,31542,5000,8,8,2000Q4,15,3,3,3,3,3,3,3,3,2,3,3,,,3,1,1,1,1,1,1,1,2,3,3
6,97206,5000,9,9,2000Q3,15,1,1,1,1,1,3,1,3,,3,3,,,2,3,2,2,1,1,1,1,2,1,1
5,31174,5000,1,1,2000Q3,15,3,2,3,2,1,2,1,2,2,3,3,,,3,3,3,1,1,1,1,1,2,3,3
1,31092,5000,1,1,2000Q3,15,3,1,3,1,1,1,1,1,,3,3,,,3,3,3,2,1,2,1,1,2,3,1
6,81253,5000,5,5,2000Q3,15,3,3,3,3,3,3,3,3,1,3,3,,,3,3,1,1,1,1,1,1,2,3,3
5,97205,5000,3,3,2000Q3,15,2,2,2,2,2,2,2,2,1,3,3,,,3,3,3,2,1,1,1,1,2,2,3
2,30090,5000,1,1,2000Q3,15,2,2,2,2,3,2,3,2,1,3,3,,,3,3,3,2,1,2,1,1,1,2,2
6,97074,5000,2,2,2000Q3,15,1,2,1,2,2,2,2,2,2,3,3,,,3,3,1,1,,,,,1,1,1
6,97174,5000,2,2,2000Q3,15,1,1,1,1,1,1,1,1,1,3,3,,,2,3,3,3,2,1,1,1,1,1,1
5,97323,5000,3,3,2000Q3,15,1,2,2,2,2,2,2,2,2,2,1,,,3,3,2,1,1,2,1,1,1,2,
6,53335,5000,1,1,2000Q3,15,2,2,2,2,3,2,3,2,,3,3,,,2,1,2,1,,,,,,2,2
1,80088,5000,4,4,2000Q3,15,3,2,3,2,3,2,3,2,1,1,3,,,2,3,3,1,1,1,1,1,1,2,2
6,31072,5000,1,1,2000Q3,15,3,2,3,2,3,2,3,2,2,3,3,,,2,1,1,1,2,1,1,1,2,3,3
6,50037,5000,1,1,2000Q3,15,1,1,1,1,1,1,1,1,,1,1,,,3,2,2,2,,,,,,1,1
6,31153,5000,1,1,2000Q3,15,,1,,1,,1,,1,,2,3,,,2,2,2,2,2,1,1,1,1,2,
6,97188,5000,2,2,2000Q3,15,,1,,1,,1,,1,,2,3,,,2,2,2,2,2,1,1,1,1,2,
6,31001,5000,8,8,2000Q3,15,3,3,3,3,2,2,2,2,2,3,2,,,3,2,1,1,1,1,1,1,2,1,1
2,97352,5000,1,1,2000Q3,15,2,2,2,2,2,2,2,2,1,1,,,,2,,1,1,1,2,1,1,2,2,2
6,33134,5000,5,5,2000Q3,15,2,2,3,2,3,2,3,2,,2,3,,,3,1,1,2,1,1,1,1,2,2,2
2,53306,5000,5,5,2000Q3,15,2,2,2,2,1,3,1,3,,2,2,,,3,3,3,2,2,2,1,1,1,1,1
1,80419,5000,1,1,2000Q3,15,3,2,3,2,3,1,3,1,,2,3,,,3,3,2,1,1,1,1,1,2,3,1
6,81121,5000,1,1,2000Q3,15,3,3,3,3,3,2,3,2,2,3,3,,,3,3,3,1,,,1,,2,3,3
1,40569,5000,1,1,2000Q3,15,2,1,2,1,3,1,3,1,1,3,3,,,3,2,2,3,1,1,1,1,1,3,1
1,31189,5000,6,6,2000Q3,15,1,2,1,2,1,2,1,2,2,2,2,,,3,2,1,3,1,1,1,1,1,2,
1,96890,5000,6,6,2000Q3,15,3,3,3,3,2,2,2,2,1,2,2,,,3,3,3,1,,,,,2,3,3
2,31276,5000,5,5,2000Q3,15,1,2,1,2,1,,1,,2,3,3,,,3,3,3,1,2,1,1,1,2,2,
