Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5A,Q5P,Q6,Q7,Q8,Q9,Q10,Q12,Q1AX,Q1PX,Q3AX,Q3PX,Q4AX,Q4PX,Q6bX,Q6cXi,Q6cXii,Q6eX,Q7aX,Q7bX,Q7cX,Q7dX,Latecomer,NewRecruit,WrongClassif,Duplicate
5,44011,6010,1,100,1996Q2,2,2,3,2,1,,,,,2,3,3,1,3,,2,1,1,1,1,1,3,3,1,1,,,,,FALSE,FALSE,FALSE,FALSE
5,44012,5000,1,100,1996Q2,1,1,1,1,2,,,,,2,2,3,2,3,,1,2,1,,1,,2,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE
6,44059,6010,1,100,1996Q2,1,2,2,1,2,,,,,2,3,3,2,3,,1,2,1,1,1,1,3,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE
5,44066,6010,1,100,1996Q2,2,3,2,3,3,,,,,1,2,3,1,3,,3,3,2,2,2,2,2,2,3,2,1,,1,2,FALSE,FALSE,FALSE,FALSE
1,44067,5010,1,100,1996Q2,,2,1,1,1,,,,,2,2,3,2,3,,1,1,2,,2,,2,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,44068,5010,1,100,1996Q2,2,3,3,3,3,,,,,1,3,3,1,3,,2,3,3,3,3,3,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,44072,5010,1,100,1996Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,44075,5010,1,100,1996Q2,2,2,2,3,2,,,,,2,1,2,1,2,,3,2,3,2,3,2,1,2,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,44076,6010,1,100,1996Q2,2,3,3,3,3,,,,,1,3,3,2,3,,3,3,3,3,3,3,3,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE
5,44077,6000,1,100,1996Q2,1,2,2,,,,,,,2,1,3,2,3,,1,1,1,,,,1,2,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,44091,5000,1,100,1996Q2,,,,2,3,,,,,1,1,3,,3,,2,3,3,3,3,3,,3,,,,,,,FALSE,FALSE,FALSE,FALSE
1,44097,5000,1,100,1996Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,3,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,44110,5010,1,100,1996Q2,,2,,2,2,,,,,2,3,3,2,3,,2,2,2,,2,,3,3,3,1,,,,,FALSE,FALSE,FALSE,FALSE
1,44117,5010,1,100,1996Q2,2,1,2,1,2,,,,,3,1,3,2,3,,1,2,2,2,2,2,1,2,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,44137,5000,1,100,1996Q2,2,3,3,2,3,,,,,2,2,3,1,3,,2,3,2,2,2,2,2,2,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,50037,5000,1,100,1996Q2,2,3,1,3,1,,,,,2,2,3,1,3,,3,1,3,,3,,2,2,1,1,,,,,FALSE,FALSE,FALSE,FALSE
5,50199,6010,1,100,1996Q2,1,2,2,2,2,,,,,2,2,2,2,2,,2,2,2,2,2,2,2,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE
2,50544,5010,1,100,1996Q2,1,3,2,2,2,,,,,1,1,2,1,2,,2,2,1,1,1,1,1,1,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,50698,5000,1,100,1996Q2,2,2,2,2,2,,,,,2,3,3,1,3,,2,2,2,2,2,2,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,51135,5000,1,100,1996Q2,2,3,3,2,3,,,,,,3,3,1,3,,2,3,2,3,2,3,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,51527,5010,1,100,1996Q2,2,3,1,3,1,,,,,1,2,3,2,3,,3,1,3,,3,,3,3,3,3,,1,1,1,FALSE,FALSE,FALSE,FALSE
2,51802,5010,1,100,1996Q2,2,1,2,1,1,,,,,2,2,3,1,3,,1,1,1,,1,,2,3,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,51902,5000,1,100,1996Q2,1,1,2,2,2,,,,,1,2,3,2,3,,2,3,2,2,2,2,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,52012,5010,1,100,1996Q2,2,3,2,3,3,,,,,1,2,3,1,,,3,3,3,3,3,3,3,2,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,52130,6000,1,100,1996Q2,1,1,1,1,1,,,,,2,2,3,3,3,,1,1,1,1,1,1,3,3,3,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE
1,53046,5000,1,100,1996Q2,1,2,2,3,2,,,,,1,1,2,1,2,,3,2,2,1,2,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,53335,5000,1,100,1996Q2,2,3,2,3,2,,,,,1,3,3,1,3,,3,2,3,2,3,2,3,2,1,2,,,,,FALSE,FALSE,FALSE,FALSE
5,53416,6000,1,100,1996Q2,2,3,3,3,2,,,,,1,3,3,1,3,,3,2,1,3,1,3,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,53499,5010,1,100,1996Q2,2,2,2,2,3,,,,,1,1,3,1,3,,2,2,2,2,2,3,1,2,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,74006,5010,1,100,1996Q2,2,1,1,1,1,,,,,2,2,3,2,3,,1,1,1,1,1,1,3,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80006,6000,1,100,1996Q2,2,,,,,,,,,3,1,1,1,1,,3,3,,,,,1,3,2,1,,,,,FALSE,FALSE,FALSE,FALSE
5,80010,5000,1,100,1996Q2,1,2,,2,2,,,,,2,3,3,3,3,,2,2,2,2,2,2,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80015,6000,1,100,1996Q2,,3,2,2,2,,,,,1,3,3,2,3,,2,2,1,2,1,,3,3,1,1,,,,2,FALSE,FALSE,FALSE,FALSE
6,80019,6010,1,100,1996Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80021,6010,1,100,1996Q2,2,2,2,2,3,,,,,1,2,3,1,3,,2,2,2,,2,,3,3,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80032,5000,1,100,1996Q2,2,3,3,3,3,,,,,2,3,3,1,3,,2,3,3,2,3,3,2,2,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE
2,80037,5000,1,100,1996Q2,2,3,2,3,2,,,,,1,2,3,1,3,,3,2,2,,2,,3,3,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,80040,6010,1,100,1996Q2,2,3,3,3,3,,,,,1,1,3,1,3,,3,3,3,3,3,3,1,,2,1,,,,,FALSE,FALSE,FALSE,FALSE
1,80052,5000,1,100,1996Q2,1,2,1,2,2,,,,,2,3,3,2,3,,2,2,2,2,2,2,3,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,80065,5000,1,100,1996Q2,2,3,,3,3,,,,,2,2,3,1,2,,3,3,3,3,3,3,2,2,1,1,2,1,1,2,FALSE,FALSE,FALSE,FALSE
5,80066,5000,1,100,1996Q2,1,1,1,2,1,,,,,2,1,3,2,3,,2,1,1,1,1,1,1,3,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,80068,5000,1,100,1996Q2,1,2,2,1,,,,,,1,3,3,2,3,,1,2,1,2,1,2,3,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE
6,80073,5010,1,100,1996Q2,2,3,3,3,3,,,,,2,3,3,1,3,,3,3,3,3,3,3,3,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80086,5010,1,100,1996Q2,1,1,3,1,3,,,,,2,1,3,2,3,,1,3,2,,2,,1,2,3,2,,1,2,1,FALSE,FALSE,FALSE,FALSE
1,80088,5000,1,100,1996Q2,1,3,2,3,1,,,,,1,2,2,1,3,,3,1,2,2,2,2,3,1,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80112,5000,1,100,1996Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,3,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,80132,5010,1,100,1996Q2,2,3,3,2,2,,,,,1,3,3,1,3,,2,2,2,2,2,2,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,80137,5000,1,100,1996Q2,1,2,2,,,,,,,2,3,3,2,3,,2,2,2,2,,,3,3,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,80406,6010,1,100,1996Q2,2,3,3,2,3,,,,,1,3,3,2,3,,2,3,2,,2,,3,2,3,1,,1,1,1,FALSE,FALSE,FALSE,FALSE
1,80420,6010,1,100,1996Q2,,1,2,1,2,,,,,2,3,3,3,3,,1,2,3,,3,,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE
2,80480,5000,1,100,1996Q2,2,2,2,3,2,,,,,1,3,3,1,3,,3,2,2,2,2,2,3,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,80499,5010,1,100,1996Q2,2,1,1,2,1,,,,,3,2,2,1,2,,2,1,2,1,2,1,1,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,80507,6010,1,100,1996Q2,1,1,2,1,2,,,,,2,2,3,3,3,,1,2,1,,1,,2,3,2,2,,,,,FALSE,FALSE,FALSE,FALSE
2,80513,5000,1,100,1996Q2,2,2,3,2,2,,,,,1,2,3,2,3,,2,2,2,2,2,2,2,3,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,80559,5010,1,100,1996Q2,2,3,2,3,3,,,,,1,3,3,2,3,,3,3,3,3,3,3,3,3,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,80562,6010,1,100,1996Q2,2,1,2,1,1,,,,,2,3,3,2,3,,1,1,1,1,1,1,3,3,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,80566,5010,1,100,1996Q2,1,2,2,1,2,,,,,2,3,3,1,3,,1,2,2,2,,,3,3,2,2,1,1,1,,FALSE,FALSE,FALSE,FALSE
6,80588,5010,1,100,1996Q2,,1,2,1,3,,,,,,3,3,2,3,,1,3,1,3,1,3,3,3,2,2,,,,1,FALSE,FALSE,FALSE,FALSE
1,80610,6000,1,100,1996Q2,2,2,2,1,1,,,,,1,3,3,1,3,,1,1,1,,1,,3,1,1,1,,,,,FALSE,FALSE,FALSE,FALSE
6,80616,6010,1,100,1996Q2,,3,,3,2,,,,,1,,,,,,3,2,1,2,2,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,80648,6000,1,100,1996Q2,1,1,2,1,,,,,,2,3,3,1,3,,1,2,1,,1,,3,2,1,1,,,,1,FALSE,FALSE,FALSE,FALSE
1,80649,5000,1,100,1996Q2,1,1,1,1,1,,,,,2,2,3,3,3,,1,1,1,1,1,1,3,2,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80658,6000,1,100,1996Q2,2,3,,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,3,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80662,5010,1,100,1996Q2,2,3,1,1,1,,,,,2,2,3,2,3,,2,2,2,2,2,1,1,3,3,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE
6,80666,5000,1,100,1996Q2,2,3,2,3,3,,,,,1,2,3,2,3,,3,3,2,2,3,2,2,3,1,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80678,5000,1,100,1996Q2,1,3,3,3,3,,,,,2,1,3,2,2,,3,3,3,3,3,3,3,2,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
9,80701,5000,1,100,1996Q2,2,3,3,3,3,,,,,1,2,3,1,3,,3,3,1,2,1,2,3,3,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80703,5010,1,100,1996Q2,,2,,,,,,,,2,2,2,2,2,,2,,,,,,2,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,80721,6010,1,100,1996Q2,2,3,3,3,3,,,,,1,1,3,1,3,,3,3,3,,3,,,2,,,,,,,FALSE,FALSE,FALSE,FALSE
6,80723,5010,1,100,1996Q2,1,1,2,1,1,,,,,2,3,3,3,3,,1,1,3,3,3,3,3,2,3,3,,,,,FALSE,FALSE,FALSE,FALSE
5,80735,5010,1,100,1996Q2,2,2,2,2,1,,,,,1,1,3,1,3,,1,1,1,1,,1,1,2,1,1,,,,,FALSE,FALSE,FALSE,FALSE
6,80749,6010,1,100,1996Q2,2,1,2,1,2,,,,,1,2,3,1,3,,1,2,2,1,2,1,3,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE
9,80769,5000,1,100,1996Q2,2,3,3,3,3,,,,,3,3,3,1,3,,3,3,3,3,3,3,3,3,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,80800,5010,1,100,1996Q2,2,3,3,3,3,,,,,1,3,3,2,3,,2,3,1,,1,,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80841,5000,1,100,1996Q2,1,2,3,2,2,,,,,3,2,3,2,3,,2,2,3,2,3,2,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE
6,80898,6000,1,100,1996Q2,2,3,3,3,3,,,,,1,1,3,1,3,,3,3,3,3,3,3,1,3,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,80924,6000,1,100,1996Q2,2,3,2,1,2,,,,,1,1,3,2,3,,1,2,2,2,2,2,2,2,1,1,,,,,FALSE,FALSE,FALSE,FALSE
6,80948,6000,1,100,1996Q2,2,3,3,2,3,,,,,1,,,2,,,3,3,2,3,2,3,,,,,,,,,FALSE,FALSE,FALSE,FALSE
6,80953,5010,1,100,1996Q2,2,3,3,2,2,,,,,1,3,3,3,3,,2,2,2,2,2,2,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
3,80988,5000,1,100,1996Q2,2,3,2,2,3,,,,,1,2,3,2,3,,2,3,2,2,2,2,3,1,3,3,,,,,FALSE,FALSE,FALSE,FALSE
3,80990,5000,1,100,1996Q2,2,3,3,2,2,,,,,1,1,1,2,,,2,2,3,2,3,2,1,2,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,81003,5000,1,100,1996Q2,2,3,3,2,3,,,,,1,1,,3,3,,2,3,2,3,2,3,,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,81009,5000,1,100,1996Q2,1,2,2,3,2,,,,,1,3,3,3,3,,3,2,3,2,3,2,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,81099,5000,1,100,1996Q2,2,3,3,3,3,,,,,1,2,3,1,3,,3,3,2,2,2,2,1,2,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,81201,5010,1,100,1996Q2,2,3,3,3,3,,,,,1,1,3,1,3,,3,3,3,3,3,3,1,2,1,1,2,1,1,1,FALSE,FALSE,FALSE,FALSE
4,81372,6000,1,100,1996Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,3,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,90085,5000,1,100,1996Q2,1,2,1,3,1,,,,,2,2,3,2,1,,3,1,3,3,3,3,3,2,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,90087,5010,1,100,1996Q2,2,3,2,3,2,,,,,1,2,3,1,3,,3,2,2,3,2,3,2,2,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,90110,5000,1,100,1996Q2,1,3,2,3,3,,,,,1,2,3,2,3,,3,3,3,3,3,3,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,90114,5010,1,100,1996Q2,2,3,3,3,3,,,,,,2,3,1,3,,3,3,3,3,3,3,1,2,2,2,1,2,1,1,FALSE,FALSE,FALSE,FALSE
2,90115,5000,1,100,1996Q2,1,2,2,2,1,,,,,2,3,3,3,3,,2,1,2,1,,,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,90143,5000,1,100,1996Q2,2,2,2,3,2,,,,,1,3,3,1,3,,3,2,2,2,2,2,3,3,2,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,90145,6000,1,100,1996Q2,2,3,3,3,3,,,,,2,3,3,1,3,,3,3,3,3,3,3,3,3,3,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,90149,5000,1,100,1996Q2,2,3,3,3,3,,,,,2,3,3,1,3,,3,3,3,3,3,3,3,3,1,1,,,1,,FALSE,FALSE,FALSE,FALSE
2,90155,5000,1,100,1996Q2,2,3,2,2,2,,,,,1,3,3,1,3,,3,2,2,2,2,2,3,3,2,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,90158,5010,1,100,1996Q2,1,2,2,1,2,,,,,1,2,3,2,3,,1,2,2,2,2,2,2,2,3,1,1,2,1,1,FALSE,FALSE,FALSE,FALSE
2,90174,6010,1,100,1996Q2,2,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,,3,,3,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE
2,90224,5010,1,100,1996Q2,2,3,3,3,3,,,,,1,2,2,1,2,,3,3,3,3,3,3,1,3,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,90245,6010,1,100,1996Q2,1,1,2,1,1,,,,,2,1,3,,3,,1,1,1,,1,,2,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE
5,90342,5010,1,100,1996Q2,2,3,3,3,3,,,,,1,2,3,1,3,,3,3,3,3,3,3,2,2,3,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,90777,5010,1,100,1996Q2,,1,2,2,1,,,,,1,2,3,3,3,,2,1,1,,1,,3,3,2,2,,,,,FALSE,FALSE,FALSE,FALSE
9,90793,5000,1,100,1996Q2,1,1,2,1,2,,,,,2,,,,,,1,2,1,,1,,,,,,,,1,,FALSE,FALSE,FALSE,FALSE
9,90815,6010,1,100,1996Q2,,3,2,3,3,,,,,2,3,3,1,2,,3,3,3,3,3,3,3,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE
9,90816,5000,1,100,1996Q2,1,1,2,1,2,,,,,1,3,3,3,3,,1,2,3,2,3,2,3,2,3,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,90860,6000,1,100,1996Q2,1,1,3,2,3,,,,,1,2,3,1,3,,1,3,3,3,3,3,3,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE
6,90890,5010,1,100,1996Q2,,3,3,3,2,,,,,,3,3,3,3,,3,2,2,3,2,3,3,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE
8,92576,,0,100,1996Q2,,,,1,1,,,,,1,1,1,1,2,,1,1,1,1,1,1,2,1,1,1,,,,,FALSE,FALSE,FALSE,FALSE
6,93062,,1,100,1996Q2,,,,2,2,,,,,2,2,2,1,2,,2,2,2,2,2,2,2,2,2,2,,,,,FALSE,FALSE,FALSE,FALSE
5,93156,,1,100,1996Q2,,,,1,2,,,,,1,1,1,1,1,,1,1,3,3,1,1,2,1,1,1,,,,,FALSE,FALSE,FALSE,FALSE
6,93691,5000,1,100,1996Q2,,,,2,3,,,,,2,3,2,2,3,,2,2,1,3,2,3,2,3,3,3,,,,,FALSE,FALSE,FALSE,FALSE
6,31529,5000,9,100,1996Q3,2,3,2,3,2,,,,,2,1,2,,1,,2,2,2,2,3,2,1,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,53046,5000,1,100,1996Q3,2,3,3,3,3,,,,,1,1,1,,1,,3,3,2,2,2,2,1,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,30060,5000,1,100,1996Q3,1,2,2,2,2,,,,,1,2,2,,2,,2,2,1,1,,,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,81002,5000,1,100,1996Q3,1,2,2,3,3,,,,,1,3,3,2,3,,3,3,3,3,3,3,3,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,30018,5000,1,100,1996Q3,2,3,3,2,2,,,,,1,3,3,1,3,,2,2,3,,,,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,31426,5000,1,100,1996Q3,2,3,2,3,2,,,,,2,2,3,,3,,3,2,2,1,2,1,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,40331,5000,1,100,1996Q3,2,3,2,3,2,,,,,1,2,3,,3,,3,2,3,2,3,2,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,53306,5000,1,100,1996Q3,2,3,3,3,3,,,,,,3,3,,3,,3,3,3,3,3,3,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,31229,5000,3,100,1996Q3,1,1,1,1,1,,,,,1,3,3,,2,,1,1,2,,2,,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80066,5000,1,100,1996Q3,1,1,2,1,1,,,,,2,1,2,2,2,,1,1,1,2,1,2,1,,,2,1,1,2,1,FALSE,FALSE,FALSE,FALSE
1,31047,5000,4,100,1996Q3,1,2,2,2,2,,,,,2,3,3,3,3,,2,2,2,2,2,2,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,30234,5000,1,100,1996Q3,2,3,3,2,3,,,,,2,2,3,1,3,,1,3,3,3,3,3,2,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,31005,5000,7,100,1996Q3,1,2,2,,3,,,,,3,1,2,2,2,,2,,2,,2,,2,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,31063,5000,1,100,1996Q3,,3,2,1,1,,,,,1,2,3,3,3,,1,1,1,1,1,1,2,,,1,2,1,1,2,FALSE,FALSE,FALSE,FALSE
5,80010,5000,1,100,1996Q3,1,2,2,2,2,,,,,2,3,3,3,3,,2,2,2,2,2,2,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
9,90793,5000,1,100,1996Q3,1,1,2,1,2,,,,,2,,,,,,1,2,1,,1,,,,,,,,1,,FALSE,FALSE,FALSE,FALSE
5,42156,5000,1,100,1996Q3,2,3,2,3,3,,,,,1,3,3,1,3,,3,3,3,,3,,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
9,90816,5000,1,100,1996Q3,,1,2,1,2,,,,,2,3,2,,3,,1,2,2,,2,,3,,,3,,,,1,FALSE,FALSE,FALSE,FALSE
5,31158,5000,1,100,1996Q3,1,3,3,3,3,,,,,1,3,3,1,3,,3,3,3,3,3,3,3,,,1,,1,1,1,FALSE,FALSE,FALSE,FALSE
5,30029,5000,1,100,1996Q3,,1,,1,1,,,,,1,1,3,,3,,1,1,1,1,1,1,1,,,3,,,,,FALSE,FALSE,FALSE,FALSE
2,80480,5000,1,100,1996Q3,2,3,2,2,3,,,,,2,2,2,1,3,,2,3,3,,3,,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,53335,5000,1,100,1996Q3,2,3,3,2,2,,,,,1,2,3,1,2,,2,2,2,2,2,2,2,,,2,,,,,FALSE,FALSE,FALSE,FALSE
1,30342,5000,1,100,1996Q3,1,2,2,,2,,,,,2,3,3,2,3,,,2,,2,,2,3,,,3,,1,1,1,FALSE,FALSE,FALSE,FALSE
2,44091,5000,1,100,1996Q3,,3,3,2,3,,,,,1,1,3,,,,3,3,2,2,2,2,1,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,90283,5000,1,100,1996Q3,1,2,2,1,2,,,,,1,3,2,1,3,,1,2,3,2,3,2,3,,,2,1,1,1,,FALSE,FALSE,FALSE,FALSE
8,90787,5000,1,100,1996Q3,,2,,1,3,,,,,,3,3,1,2,,1,3,3,3,3,3,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,31072,5000,1,100,1996Q3,,1,1,2,2,,,,,2,3,3,,2,,2,2,2,2,2,2,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80678,5000,1,100,1996Q3,1,3,2,3,2,,,,,2,1,2,2,1,,2,2,3,3,3,3,1,,,1,1,1,2,1,FALSE,FALSE,FALSE,FALSE
2,90110,5000,1,100,1996Q3,1,1,2,1,1,,,,,2,2,2,2,2,,1,1,1,,1,,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
4,80068,5000,1,100,1996Q3,1,2,2,2,2,,,,,1,3,3,2,3,,2,2,2,,2,,3,,,3,,,,,FALSE,FALSE,FALSE,FALSE
6,81230,5000,1,100,1996Q3,2,3,3,3,3,,,,,1,3,3,,2,,3,3,3,,3,,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,31470,5000,8,100,1996Q3,2,3,,3,3,,,,,1,2,2,1,3,,3,3,3,3,3,3,1,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,31153,5000,1,100,1996Q3,1,2,2,3,2,,,,,2,2,2,2,2,,3,2,2,2,2,2,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,31189,5000,6,100,1996Q3,2,2,1,2,1,,,,,2,3,3,,2,,2,1,1,,1,,3,,,3,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,41824,5000,1,100,1996Q3,2,3,3,3,2,,,,,1,3,3,,1,,3,2,3,3,3,3,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,90085,5000,1,100,1996Q3,2,3,3,3,3,,,,,1,2,3,3,2,,3,3,1,1,1,1,1,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,80052,5000,1,100,1996Q3,1,2,2,2,2,,,,,2,2,3,2,3,,2,2,2,2,2,2,2,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,31092,5000,1,100,1996Q3,1,2,2,2,2,,,,,2,3,3,3,3,,2,2,2,2,2,2,2,,,3,1,2,1,1,FALSE,FALSE,FALSE,FALSE
6,81253,5000,1,100,1996Q3,2,2,2,2,2,,,,,2,2,2,,1,,2,2,2,2,2,2,1,,,1,1,2,1,1,FALSE,FALSE,FALSE,FALSE
2,80037,5000,1,100,1996Q3,2,3,3,3,3,,,,,1,2,3,1,1,,3,3,2,,2,,3,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
6,31149,5000,1,100,1996Q3,2,2,2,1,1,,,,,2,2,3,2,3,,1,1,1,,1,,2,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
3,80990,5000,1,100,1996Q3,2,3,3,2,1,,,,,2,1,3,,2,,2,1,2,,2,,1,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
1,31222,5000,1,100,1996Q3,1,2,2,3,1,,,,,2,3,3,,1,,3,1,2,1,2,1,3,,,3,,1,1,1,FALSE,FALSE,FALSE,FALSE
5,80642,5000,1,100,1996Q3,1,1,,1,2,,,,,1,2,3,2,3,,1,2,1,2,1,2,2,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
2,80513,5000,1,100,1996Q3,2,3,2,2,1,,,,,1,1,2,1,2,,2,1,1,1,2,2,1,,,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
8,80661,5000,1,100,1996Q3,2,1,2,1,2,,,,,1,1,2,2,2,,2,2,2,2,1,2,3,,,2,1,1,1,1,FALSE,FALSE,FALSE,FALSE
