Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Dag,Q3A,Q3P,Q4A,Q4P,Q9,Q4AX,Q5A,Q6AX,Q6P,Q7AX,Q7P,Q2A,Q1,Q2P
1,51096,3120,9,0.36000,1996Q1,12,1,1,2,1,2,2,2,,1,,1,1,1,2
5,51118,3120,3,0.12000,1996Q1,15,2,2,2,2,2,,2,,2,,2,,2,2
2,91000,3120,1,0.04000,1996Q1,15,3,2,,,2,3,2,,1,,1,2,2,3
3,30858,3130,3,0.12000,1996Q1,13,1,1,,,1,3,1,,2,,2,1,1,1
5,51125,3130,2,0.08000,1996Q1,14,3,3,3,3,2,3,3,,1,,,3,2,3
2,51177,3140,3,0.09000,1996Q1,6,2,1,2,1,2,3,2,,3,,3,2,2,2
4,91019,3140,3,0.09000,1996Q1,8,3,3,3,3,1,1,2,,1,,1,3,2,3
4,30064,3140,3,0.09000,1996Q1,15,1,2,,,1,1,2,,1,,1,3,1,2
5,51152,3140,6,0.18000,1996Q1,18,1,2,1,2,2,,2,,1,,1,1,1,3
5,51172,3140,3,0.09000,1996Q1,18,1,2,1,2,1,1,1,,2,,2,1,1,1
1,51212,3150,1,0.03000,1996Q1,6,1,1,1,1,2,2,1,,3,,3,1,1,1
1,51203,3150,2,0.06000,1996Q1,7,1,1,1,1,2,3,1,,1,,1,1,1,2
5,51230,3150,4,0.12000,1996Q1,8,3,3,3,3,1,1,2,,1,,1,3,2,3
6,51231,3150,1,0.03000,1996Q1,12,3,3,3,3,1,2,2,,1,,1,3,2,3
2,51198,3150,2,0.06000,1996Q1,14,1,2,1,2,3,2,2,,2,,2,2,2,2
2,51243,3160,1,0.03000,1996Q1,12,1,1,1,1,1,3,2,,2,,2,1,1,1
4,51247,3160,1,0.03000,1996Q1,15,1,1,,,2,3,2,,1,,3,1,1,2
1,51298,3170,3,0.12000,1996Q1,6,3,3,3,3,2,3,2,,2,,2,3,2,3
2,51282,3170,1,0.04000,1996Q1,7,1,1,,,1,3,3,,1,,1,1,1,1
2,51258,3170,1,0.04000,1996Q1,7,3,3,3,,2,3,3,,1,,1,3,2,2
5,51289,3170,6,0.24000,1996Q1,12,1,1,2,2,2,2,3,,2,,1,1,1,1
6,51276,3170,3,0.12000,1996Q1,12,3,3,3,3,2,3,3,,1,,1,3,2,3
1,51265,3170,3,0.12000,1996Q1,12,2,2,2,2,2,3,1,,1,,1,3,1,3
6,51302,3170,1,0.04000,1996Q1,12,1,1,1,1,2,3,2,,2,,2,2,1,1
1,51272,3170,4,0.16000,1996Q1,13,1,1,,,1,1,1,,2,,2,1,1,2
6,51305,3170,5,0.20000,1996Q1,15,1,1,1,1,3,2,2,,1,,2,2,1,2
7,51299,3170,1,0.04000,1996Q1,18,2,1,2,1,2,2,2,,1,,1,2,2,3
6,51317,3210,2,0.12000,1996Q1,8,2,2,2,2,2,2,2,,1,,1,3,1,2
5,51318,3210,2,0.12000,1996Q1,12,2,1,2,1,2,2,2,,1,,1,2,1,1
4,51355,3210,1,0.06000,1996Q1,15,2,2,2,2,2,2,2,,2,,2,2,2,2
2,51382,3220,1,0.08000,1996Q1,6,1,1,1,1,1,1,2,,2,,2,1,1,2
1,51475,3220,2,0.16000,1996Q1,6,2,2,,,2,2,2,,1,,2,2,1,1
1,51508,3220,2,0.16000,1996Q1,6,1,1,,,2,2,2,,3,,2,1,1,1
6,51431,3220,3,0.24000,1996Q1,7,2,2,,,2,2,2,,2,,2,2,2,2
1,51404,3220,1,0.08000,1996Q1,7,1,1,3,3,2,1,2,,1,,2,1,1,1
1,51400,3220,2,0.16000,1996Q1,7,2,2,2,2,2,2,2,,2,,2,2,2,2
7,51403,3220,3,0.24000,1996Q1,8,1,1,1,1,2,1,1,,1,,3,1,2,1
2,51495,3220,3,0.24000,1996Q1,8,2,2,2,2,2,1,2,,2,,2,3,2,2
2,51449,3220,2,0.16000,1996Q1,8,3,2,3,2,1,2,2,,2,,2,3,2,3
7,51399,3220,2,0.16000,1996Q1,8,2,2,2,2,2,3,3,,2,,2,3,2,3
2,51395,3220,3,0.24000,1996Q1,12,3,3,3,3,1,2,2,,2,,2,3,2,3
6,51432,3220,1,0.08000,1996Q1,12,2,2,2,2,2,3,2,,3,,1,3,2,3
2,51489,3220,3,0.24000,1996Q1,12,1,1,1,1,2,2,1,,2,,2,1,1,2
5,51503,3220,2,0.16000,1996Q1,12,3,2,,,2,2,2,,1,,1,3,2,3
6,51420,3220,2,0.16000,1996Q1,12,3,3,,,2,3,3,,2,,2,3,2,3
5,51375,3220,4,0.32000,1996Q1,12,2,2,3,3,1,2,3,,2,,2,2,2,2
7,51453,3220,1,0.08000,1996Q1,12,2,2,2,2,1,3,3,,1,,2,3,2,2
5,51505,3220,1,0.08000,1996Q1,12,2,2,,,1,2,2,,2,,2,2,2,2
2,51501,3220,2,0.16000,1996Q1,12,1,1,,,1,2,2,,3,,3,2,2,1
7,51454,3220,1,0.08000,1996Q1,12,3,3,,,2,3,2,,1,,1,3,2,3
3,51451,3220,2,0.16000,1996Q1,12,1,2,1,2,2,2,2,,2,,2,2,1,2
7,51377,3220,1,0.08000,1996Q1,12,2,2,2,2,2,1,2,,1,,1,3,2,3
3,51391,3220,2,0.16000,1996Q1,12,3,3,3,3,2,3,2,,2,,2,3,2,3
7,51387,3220,2,0.16000,1996Q1,13,2,2,2,2,2,2,2,,2,,2,2,2,2
5,51479,3220,1,0.08000,1996Q1,13,3,2,,,2,2,3,,3,,3,3,2,2
6,51384,3220,1,0.08000,1996Q1,13,2,2,3,3,1,2,3,,3,,3,2,2,2
5,51440,3220,3,0.24000,1996Q1,14,2,2,,,2,3,1,,2,,2,2,2,2
5,51485,3220,1,0.08000,1996Q1,15,,,,,1,,1,,1,,1,2,1,1
5,51522,3220,2,0.16000,1996Q1,15,2,2,2,2,1,3,3,,3,,3,3,2,3
6,51516,3220,3,0.24000,1996Q1,15,2,2,3,3,2,1,3,,2,,2,3,2,2
1,51639,3230,3,0.33000,1996Q1,6,3,2,,,2,3,3,,1,,1,2,2,2
2,51530,3230,1,0.11000,1996Q1,7,3,3,,,2,3,2,,2,,3,3,2,3
4,51689,3230,1,0.11000,1996Q1,8,2,2,2,2,2,2,3,,2,,2,2,2,2
9,51758,3230,1,0.11000,1996Q1,8,3,3,3,3,2,2,3,,1,,1,3,2,3
2,51538,3230,2,0.22000,1996Q1,8,1,1,2,2,2,2,2,,2,,2,1,1,2
2,51652,3230,1,0.11000,1996Q1,8,3,2,,,2,3,2,,1,,1,3,2,3
1,51580,3230,7,0.77000,1996Q1,8,1,1,1,1,2,3,2,,1,,1,1,1,1
3,51739,3230,1,0.11000,1996Q1,8,1,1,1,1,1,1,1,,1,,1,1,1,1
1,51556,3230,1,0.11000,1996Q1,8,1,,1,,2,1,2,,2,,2,1,1,1
3,51536,3230,1,0.11000,1996Q1,8,1,1,2,1,2,2,2,,1,,1,2,1,2
4,51535,3230,3,0.33000,1996Q1,12,2,,2,,2,1,2,,2,,1,2,2,3
4,51673,3230,6,0.66000,1996Q1,12,3,1,,,3,2,2,,1,,1,3,2,3
6,51543,3230,2,0.22000,1996Q1,12,2,2,2,2,2,2,2,,2,,2,2,1,2
5,51690,3230,6,0.66000,1996Q1,12,1,1,1,1,2,1,3,,3,,3,1,1,1
6,51736,3230,1,0.11000,1996Q1,12,3,2,3,2,2,3,2,,2,,2,3,2,2
2,51676,3230,1,0.11000,1996Q1,12,2,2,2,2,2,2,2,,1,,1,2,2,3
6,51746,3230,1,0.11000,1996Q1,12,1,,,,2,1,2,,1,,1,1,2,1
2,51697,3230,2,0.22000,1996Q1,13,2,2,2,2,2,2,2,,2,,2,2,1,2
8,51523,3230,3,0.33000,1996Q1,14,1,1,1,1,2,3,2,,3,,3,1,1,1
2,51610,3230,2,0.22000,1996Q1,14,1,2,1,2,2,3,3,,2,,2,1,1,1
3,51670,3230,1,0.11000,1996Q1,14,,,,,2,2,2,,2,,2,2,1,2
7,31106,3230,1,0.11000,1996Q1,15,3,3,,,3,3,3,,3,,2,3,2,3
7,51542,3230,2,0.22000,1996Q1,18,2,2,2,2,2,2,2,,2,,2,2,1,2
5,51668,3230,2,0.22000,1996Q1,18,2,2,,,1,2,3,,2,,2,2,1,2
5,51684,3230,1,0.11000,1996Q1,18,3,2,3,3,2,3,2,,1,,2,3,2,2
6,51734,3230,5,0.55000,1996Q1,18,2,2,2,2,2,1,1,,2,,2,2,1,2
4,51719,3230,1,0.11000,1996Q1,18,2,2,3,3,2,2,3,,2,,2,2,2,2
1,51811,3310,3,0.12000,1996Q1,6,2,2,,,3,2,2,,1,,1,2,2,2
7,51823,3310,3,0.12000,1996Q1,8,2,,,,2,3,2,,2,,2,1,1,2
2,51781,3310,1,0.04000,1996Q1,8,1,1,,,2,1,2,,1,,1,1,1,1
5,51837,3310,3,0.12000,1996Q1,8,1,2,1,2,2,2,3,,3,,2,1,1,2
2,51879,3310,1,0.04000,1996Q1,12,1,1,2,1,3,2,2,,2,,2,2,1,2
6,51874,3310,3,0.12000,1996Q1,12,1,1,1,2,1,2,2,,3,,3,1,1,1
4,30972,3310,3,0.12000,1996Q1,12,3,1,3,1,1,3,2,,1,,1,3,2,1
3,31477,3310,3,0.12000,1996Q1,13,1,1,,,3,3,2,,1,,1,1,1,2
6,91004,3310,4,0.16000,1996Q1,13,3,3,,,1,3,2,,2,,2,3,2,3
9,30348,3310,3,0.12000,1996Q1,13,3,3,,,2,3,2,,1,,1,3,2,3
5,51845,3310,3,0.12000,1996Q1,15,3,3,3,3,2,3,2,,2,,2,3,2,2
7,51862,3310,3,0.12000,1996Q1,18,1,1,1,1,2,2,1,,3,,3,1,1,1
9,51865,3310,1,0.04000,1996Q1,18,3,3,3,3,2,3,2,,1,,1,3,2,2
7,90974,3310,6,0.24000,1996Q1,18,1,1,1,1,1,1,2,,1,,1,2,1,2
1,51962,3320,2,0.06000,1996Q1,7,2,2,3,3,1,2,3,,2,,2,2,1,2
4,51916,3320,2,0.06000,1996Q1,8,3,3,3,3,1,2,2,,1,,1,3,2,2
2,51952,3320,2,0.06000,1996Q1,8,1,2,2,2,1,1,1,,1,,1,1,2,2
5,51964,3320,2,0.06000,1996Q1,8,2,1,3,3,1,2,3,,1,,1,3,2,3
2,51943,3320,1,0.03000,1996Q1,12,1,1,3,1,1,1,1,,1,,1,1,1,1
6,51956,3320,4,0.12000,1996Q1,12,1,1,1,1,2,3,2,,2,,2,1,1,1
7,51942,3320,6,0.18000,1996Q1,14,1,1,,,3,2,1,,1,,1,1,1,2
1,52047,3330,5,0.20000,1996Q1,6,1,1,1,1,2,2,2,,1,,1,2,1,2
1,51967,3330,8,0.32000,1996Q1,6,2,2,,,2,1,2,,1,,1,3,2,3
6,52087,3330,5,0.20000,1996Q1,8,1,1,1,1,1,2,3,,1,,1,1,2,1
6,52005,3330,5,0.20000,1996Q1,8,2,1,2,1,3,2,1,,1,,1,2,2,2
1,52023,3330,6,0.24000,1996Q1,8,1,,1,,2,2,1,,1,,1,1,1,1
6,52041,3330,2,0.08000,1996Q1,8,3,2,,,2,3,2,,2,,1,3,2,2
1,52009,3330,5,0.20000,1996Q1,12,3,1,3,1,2,1,2,,1,,1,2,1,2
6,52081,3330,4,0.16000,1996Q1,12,1,1,1,2,2,1,3,,2,,1,1,1,1
6,52079,3330,6,0.24000,1996Q1,13,3,2,3,2,2,3,3,,2,,2,3,1,2
5,52073,3330,2,0.08000,1996Q1,13,2,2,2,2,1,2,1,,2,,2,2,2,2
7,51993,3330,4,0.16000,1996Q1,14,1,1,,,2,2,2,,2,,1,1,1,1
5,51976,3330,4,0.16000,1996Q1,14,2,2,2,2,2,2,3,,2,,2,1,2,2
1,52126,3340,7,0.21000,1996Q1,6,1,1,,,2,2,2,,2,,2,2,1,1
4,30975,3340,3,0.09000,1996Q1,12,3,1,3,1,1,3,2,,1,,1,3,2,1
7,52117,3340,4,0.12000,1996Q1,12,1,1,,,2,2,2,,1,,1,2,2,2
6,52107,3340,2,0.06000,1996Q1,14,2,1,3,2,1,2,3,,1,,2,3,2,3
7,52109,3340,2,0.06000,1996Q1,18,2,2,2,2,2,2,2,,1,,2,2,2,3
5,52164,3350,3,0.09000,1996Q1,12,1,1,1,1,3,1,1,,1,,1,1,1,1
5,52180,3350,2,0.06000,1996Q1,12,,,,,2,2,2,,1,,1,1,1,2
4,30976,3350,3,0.09000,1996Q1,13,3,1,3,1,1,3,2,,1,,1,3,2,1
1,52201,3370,1,0.03000,1996Q1,6,2,1,2,1,1,2,2,,2,,2,2,2,1
6,53029,3370,6,0.18000,1996Q1,7,1,,1,,2,2,1,,1,,1,1,1,1
6,53019,3370,6,0.18000,1996Q1,8,1,1,2,1,2,3,1,,2,,3,1,1,2
6,53009,3370,3,0.09000,1996Q1,12,2,2,3,3,2,2,1,,2,,2,3,2,2
6,52209,3370,2,0.06000,1996Q1,12,2,2,,,2,3,2,,2,,2,1,1,2
5,53016,3370,4,0.12000,1996Q1,12,1,1,1,1,2,2,1,,1,,1,1,1,1
5,52202,3370,3,0.09000,1996Q1,13,1,1,,,2,2,1,,2,,2,1,1,1
6,53024,3370,4,0.12000,1996Q1,14,2,1,2,1,1,2,2,,1,,1,2,2,2
6,53014,3370,6,0.18000,1996Q1,14,3,2,3,2,1,2,2,,1,,1,3,2,1
1,53050,3380,1,0.02000,1996Q1,7,3,3,3,3,2,2,2,,1,,2,3,2,3
6,53044,3380,3,0.06000,1996Q1,12,2,2,,,2,1,2,,2,,2,2,2,1
5,53091,3380,6,0.12000,1996Q1,13,2,,,,1,2,2,,2,,2,3,2,2
4,90989,3410,5,0.65000,1996Q1,8,1,1,,,2,1,2,,2,,2,1,1,2
1,53114,3410,8,1.04000,1996Q1,8,1,1,1,1,1,2,2,,2,,2,1,2,1
1,53262,3420,8,0.96000,1996Q1,6,2,,2,,2,2,2,,1,,1,2,2,2
1,53143,3420,5,0.60000,1996Q1,6,1,2,,,1,2,2,,2,,2,2,1,2
9,53189,3420,3,0.36000,1996Q1,8,2,2,2,2,2,3,2,,1,,1,3,2,2
1,53217,3420,1,0.12000,1996Q1,8,2,3,2,3,2,2,2,,1,,1,3,2,3
8,53207,3420,1,0.12000,1996Q1,12,1,1,1,1,3,1,2,,1,,1,3,2,2
2,53184,3420,7,0.84000,1996Q1,12,1,1,1,1,2,2,1,,1,,1,1,1,1
5,53233,3420,1,0.12000,1996Q1,12,2,2,2,2,3,2,2,,1,,1,2,2,2
3,53192,3420,1,0.12000,1996Q1,12,1,1,1,1,2,3,2,,2,,2,1,1,1
7,53242,3420,3,0.36000,1996Q1,13,2,1,2,1,2,2,3,,2,,,2,2,2
4,53119,3420,2,0.24000,1996Q1,13,3,3,3,3,1,3,3,,2,,1,3,2,3
7,91014,3420,7,0.84000,1996Q1,14,1,1,3,1,2,1,3,,2,,2,1,1,1
7,53236,3420,3,0.36000,1996Q1,14,1,1,1,1,2,2,2,,1,,1,1,2,1
1,53226,3420,5,0.60000,1996Q1,14,2,3,2,3,1,2,2,,1,,1,3,2,3
5,53138,3420,1,0.12000,1996Q1,15,1,2,1,2,1,2,2,,1,,1,2,1,2
6,53203,3420,2,0.24000,1996Q1,18,3,3,,,1,2,2,,1,,1,2,2,2
6,50006,2110,1,0.10000,1995Q4,15,1,2,,,2,1,2,,1,,2,1,1,2
6,50007,2110,6,0.60000,1995Q4,15,2,2,2,2,2,2,2,,2,,2,2,1,2
4,50010,2110,4,0.40000,1995Q4,13,1,2,2,1,2,2,2,,3,,2,1,1,2
6,50024,2110,2,0.20000,1995Q4,20,1,1,1,1,2,2,1,,2,,2,1,1,2
6,50027,2110,8,0.80000,1995Q4,20,1,2,1,2,1,2,1,,3,,3,1,1,1
2,50047,2110,4,0.40000,1995Q4,13,1,2,1,2,1,2,2,,2,,3,1,1,1
6,50050,2110,4,0.40000,1995Q4,15,1,2,1,2,2,2,3,,2,,2,1,2,2
5,50056,2110,4,0.40000,1995Q4,15,1,2,1,2,1,2,2,,2,,2,2,1,2
5,50065,2110,6,0.60000,1995Q4,20,3,2,3,2,1,1,3,,1,,1,2,1,1
6,50067,2110,5,0.50000,1995Q4,13,1,1,1,1,1,3,3,,2,,2,1,1,2
1,50072,2110,1,0.10000,1995Q4,13,3,3,,,2,3,3,,3,,2,3,2,3
5,50076,2110,5,0.50000,1995Q4,15,1,1,,,3,3,2,,3,,3,1,1,1
1,50078,2110,7,0.70000,1995Q4,16,2,2,3,2,2,2,1,,2,,2,3,2,2
6,50099,2110,6,0.60000,1995Q4,13,1,1,1,1,3,1,1,,3,,3,1,1,2
5,50101,2110,6,0.60000,1995Q4,16,2,3,3,3,1,2,1,,2,,2,2,1,2
4,50114,2110,5,0.50000,1995Q4,13,3,2,3,2,2,3,3,,1,,2,3,2,2
4,50115,2110,3,0.30000,1995Q4,13,2,2,2,2,2,2,3,,1,,1,3,2,3
6,50119,2110,3,0.30000,1995Q4,15,1,1,2,2,2,2,1,,2,,2,2,2,2
4,50122,2110,9,0.90000,1995Q4,16,1,2,1,2,2,3,2,,3,,2,2,1,1
1,50123,2110,5,0.50000,1995Q4,23,2,2,2,2,2,2,1,,2,,2,1,1,2
7,91007,2110,9,0.90000,1995Q4,15,3,2,3,2,1,3,2,,1,,1,3,2,3
1,50137,2120,9,0.90000,1995Q4,20,2,2,2,2,2,2,2,,2,,2,2,1,2
1,50138,2120,1,0.10000,1995Q4,15,1,1,1,1,2,3,2,,3,,3,1,2,1
5,50143,2120,7,0.70000,1995Q4,13,3,2,,,2,3,3,,2,,2,3,2,2
6,50144,2120,1,0.10000,1995Q4,15,2,2,2,2,2,2,2,,1,,1,2,1,2
4,50154,2120,5,0.50000,1995Q4,13,3,3,3,3,2,2,2,,2,,2,3,2,3
6,50156,2120,5,0.50000,1995Q4,15,3,3,3,3,2,2,2,,3,,3,3,2,2
7,50157,2120,6,0.60000,1995Q4,15,3,3,3,3,1,3,1,,1,,1,2,1,2
4,50172,2120,3,0.30000,1995Q4,20,1,2,1,2,1,3,2,,1,,1,1,1,3
6,50177,2120,4,0.40000,1995Q4,15,2,2,2,2,1,2,1,,2,,2,2,1,2
6,50183,2120,3,0.30000,1995Q4,15,1,2,,,3,2,1,,2,,2,2,1,2
5,50187,2120,6,0.60000,1995Q4,20,1,1,1,1,3,1,2,,1,,1,1,1,1
1,50195,2120,2,0.20000,1995Q4,13,2,2,,,1,3,1,,1,,1,2,2,2
1,50198,2120,3,0.30000,1995Q4,13,1,1,1,1,2,2,1,,1,,1,1,1,2
6,50200,2120,5,0.50000,1995Q4,15,1,1,1,1,1,2,1,,3,,3,2,1,2
3,50203,2120,7,0.70000,1995Q4,20,1,1,1,1,2,2,1,,1,,1,1,1,1
1,50208,2120,4,0.40000,1995Q4,9,1,1,,,1,2,2,,2,,2,1,1,1
6,50211,2120,5,0.50000,1995Q4,13,1,2,1,2,1,1,2,,1,,1,1,1,2
1,50212,2120,1,0.10000,1995Q4,9,1,1,,,2,2,2,,2,,3,1,1,1
6,50215,2120,4,0.40000,1995Q4,16,2,1,2,1,2,2,1,,1,,1,1,2,2
5,50226,2130,3,0.30000,1995Q4,13,2,2,2,2,2,2,2,,2,,1,3,2,2
1,50261,2130,6,0.60000,1995Q4,13,1,1,1,1,2,2,1,,2,,2,1,1,1
5,50267,2130,4,0.40000,1995Q4,13,3,2,3,2,2,2,3,,2,,3,3,2,3
6,50271,2130,3,0.30000,1995Q4,15,1,2,1,2,2,2,2,,2,,1,2,2,2
1,50273,2130,5,0.50000,1995Q4,15,1,1,,,1,2,1,,2,,2,2,1,2
6,50278,2130,7,0.70000,1995Q4,15,1,2,1,2,2,3,2,,3,,3,1,1,1
6,50280,2130,9,0.90000,1995Q4,16,3,1,3,1,2,2,1,,3,,3,1,1,1
3,50282,2130,2,0.20000,1995Q4,15,3,3,3,3,1,2,3,,2,,2,3,2,3
2,50289,2130,5,0.50000,1995Q4,15,3,3,2,2,2,2,2,,1,,1,3,1,3
1,50291,2130,6,0.60000,1995Q4,13,,,,,1,2,2,,2,,2,3,2,3
5,50300,2140,8,0.80000,1995Q4,15,1,1,1,1,1,1,1,,1,,1,2,1,3
2,50304,2140,2,0.20000,1995Q4,13,1,1,,,3,3,1,,1,,2,1,1,2
6,50321,2140,2,0.20000,1995Q4,21,1,2,1,2,2,2,2,,3,,3,1,1,1
6,50325,2140,6,0.60000,1995Q4,15,1,1,1,1,2,2,2,,3,,3,3,2,2
1,50332,2140,3,0.30000,1995Q4,13,3,3,3,3,2,3,2,,3,,1,3,2,3
8,50333,2140,5,0.50000,1995Q4,13,1,2,,,1,1,2,,1,,1,1,2,1
7,91003,2140,6,0.60000,1995Q4,20,1,2,2,2,1,2,2,,1,,2,1,1,2
7,40671,2210,4,0.40000,1995Q4,21,1,1,1,1,2,2,1,,1,,1,2,2,2
6,50337,2210,3,0.30000,1995Q4,16,3,2,3,,1,3,2,,2,,2,3,1,3
6,50340,2210,3,0.30000,1995Q4,15,3,3,3,3,3,3,3,,2,,3,3,2,2
6,50346,2210,4,0.40000,1995Q4,20,1,3,3,3,1,3,3,,2,,2,3,2,3
5,50353,2210,5,0.50000,1995Q4,16,2,2,2,2,2,2,2,,2,,2,2,2,2
5,50355,2210,1,0.10000,1995Q4,20,,,,,,,,,,,,3,,
1,50359,2210,3,0.30000,1995Q4,9,2,2,,,3,2,2,,3,,3,2,2,2
2,50360,2210,5,0.50000,1995Q4,15,3,1,2,2,2,2,2,,1,,1,2,1,2
1,50361,2210,2,0.20000,1995Q4,13,2,2,2,3,1,2,3,,2,,2,1,2,2
5,50366,2210,8,0.80000,1995Q4,16,1,2,1,2,1,3,1,,1,,2,2,2,2
1,50369,2210,6,0.60000,1995Q4,9,1,3,2,3,1,2,3,,3,,2,3,2,3
6,50371,2210,4,0.40000,1995Q4,15,2,1,1,2,2,2,2,,2,,2,1,1,1
5,50375,2210,5,0.50000,1995Q4,13,1,1,1,1,2,2,2,,2,,2,1,1,1
6,50391,2210,6,0.60000,1995Q4,15,2,2,2,2,2,2,2,,2,,2,3,2,3
5,50398,2210,3,0.30000,1995Q4,16,2,,,,1,2,2,,1,,1,3,2,3
5,50404,2210,3,0.30000,1995Q4,15,3,2,3,2,1,2,2,,2,,2,3,2,3
5,50406,2210,3,0.30000,1995Q4,13,1,3,3,3,1,2,2,,3,,3,2,2,2
8,90972,2210,1,0.10000,1995Q4,13,2,2,,,1,2,2,,2,,1,2,1,2
1,50429,2220,6,1.62000,1995Q4,13,3,3,2,3,3,2,2,,1,,1,3,2,3
5,50435,2220,8,2.16000,1995Q4,20,2,1,2,1,1,2,2,,3,,3,3,2,2
6,50442,2220,3,0.81000,1995Q4,16,1,1,1,1,2,1,2,,1,,1,1,1,1
1,50460,2220,2,0.54000,1995Q4,13,1,1,1,1,3,2,1,,2,,2,1,1,1
2,50480,2220,6,1.62000,1995Q4,23,1,2,2,2,2,2,1,,2,,2,2,1,2
4,50491,2220,7,1.89000,1995Q4,20,1,1,1,1,,2,1,,1,,1,2,1,2
5,50501,2220,7,1.89000,1995Q4,15,1,2,1,2,2,2,2,,2,,2,1,1,1
1,50505,2220,3,0.81000,1995Q4,9,3,3,3,3,1,2,1,,2,,3,3,2,3
1,50514,2230,4,0.12000,1995Q4,9,1,1,1,1,2,2,2,,3,,3,3,1,2
6,50529,2230,9,0.27000,1995Q4,23,1,3,1,3,2,2,3,,2,,1,3,2,3
6,50530,2230,6,0.18000,1995Q4,15,1,1,1,1,2,2,3,,1,,1,2,1,1
1,50534,2230,3,0.09000,1995Q4,9,2,1,2,1,1,2,2,,2,,2,1,1,1
4,50717,2230,4,0.12000,1995Q4,13,1,2,2,2,2,2,2,,1,,2,3,2,2
6,50549,2240,6,0.18000,1995Q4,15,1,1,,,2,,2,,1,,1,1,1,1
5,50573,2240,9,0.27000,1995Q4,20,2,1,2,2,2,3,3,,2,,3,3,2,2
1,50586,2250,3,0.15000,1995Q4,9,2,2,,,2,2,2,,2,,,3,2,3
1,50608,2260,3,0.15000,1995Q4,9,3,3,3,3,3,2,2,,2,,2,3,2,2
6,50616,2260,4,0.20000,1995Q4,13,3,3,3,3,2,2,2,,3,,3,3,2,2
2,50632,2270,3,0.21000,1995Q4,13,1,2,1,2,2,2,2,,2,,2,2,1,2
6,50634,2270,4,0.28000,1995Q4,16,1,2,3,2,1,3,2,,3,,2,1,2,1
6,50637,2270,3,0.21000,1995Q4,13,3,3,3,3,2,3,1,,3,,3,2,2,3
7,50645,2270,1,0.07000,1995Q4,20,3,2,,,1,3,2,,2,,2,3,2,1
1,50646,2270,5,0.35000,1995Q4,13,1,1,1,1,3,2,3,,1,,1,1,1,2
5,50649,2270,1,0.07000,1995Q4,21,1,1,1,1,2,2,3,,3,,3,1,1,1
6,50668,2270,3,0.21000,1995Q4,15,1,1,1,1,2,2,2,,3,,3,1,1,2
2,50669,2270,4,0.28000,1995Q4,13,3,3,3,3,1,1,2,,2,,3,3,2,2
6,50678,2270,4,0.28000,1995Q4,20,1,1,1,1,2,3,1,,1,,2,2,1,2
1,50683,2270,8,0.56000,1995Q4,9,1,1,1,1,3,2,3,,3,,3,1,1,1
9,50684,2270,6,0.42000,1995Q4,13,2,1,,,2,2,2,,3,,2,3,2,1
5,50693,2270,3,0.21000,1995Q4,16,1,2,1,2,3,1,2,,1,,1,1,2,2
6,50700,2270,5,0.35000,1995Q4,15,1,1,,,2,1,2,,2,,2,2,1,2
1,50704,2270,5,0.35000,1995Q4,9,2,3,2,3,2,2,2,,2,,2,3,1,3
2,50710,2270,4,0.28000,1995Q4,13,2,2,2,2,2,2,2,,2,,3,2,1,2
4,50711,2270,3,0.21000,1995Q4,13,1,1,1,1,2,1,2,,2,,2,2,2,2
6,50255,2130,7,0.70000,1995Q4,20,1,1,1,1,2,2,2,,2,,1,3,2,3
2,51001,3110,3,0.12000,1995Q4,15,1,1,1,1,1,1,2,,3,,2,1,1,1
2,51007,3110,3,0.12000,1995Q4,15,2,2,2,2,2,2,3,,2,,2,2,2,2
2,51010,3110,3,0.12000,1995Q4,13,1,2,1,2,1,2,2,,1,,1,2,2,2
2,51012,3110,4,0.16000,1995Q4,15,3,3,3,3,1,3,2,,2,,2,3,2,3
2,51017,3110,3,0.12000,1995Q4,15,1,1,1,1,1,2,2,,2,,3,2,1,2
6,51021,3110,9,0.36000,1995Q4,16,1,1,1,1,2,3,1,,1,,1,1,1,1
1,51025,3110,3,0.12000,1995Q4,9,2,2,2,2,2,2,2,,3,,3,3,2,2
6,51037,3110,6,0.24000,1995Q4,15,3,2,3,3,1,1,2,,3,,3,3,2,2
2,51038,3110,2,0.08000,1995Q4,15,3,3,3,3,1,2,2,,2,,2,3,2,3
1,51039,3110,2,0.08000,1995Q4,9,1,1,1,1,3,1,1,,2,,2,2,1,2
2,51041,3110,3,0.12000,1995Q4,13,2,1,,,1,2,2,,1,,1,2,1,2
1,51043,3110,1,0.04000,1995Q4,20,1,1,2,2,2,2,1,,3,,2,1,1,2
1,51045,3110,1,0.04000,1995Q4,13,2,2,3,3,2,3,2,,3,,3,2,2,1
1,51059,3110,1,0.04000,1995Q4,13,1,1,2,2,2,1,2,,1,,1,1,1,1
5,51060,3110,2,0.08000,1995Q4,13,3,2,2,2,1,3,2,,1,,1,3,2,2
4,51062,3110,3,0.12000,1995Q4,15,3,3,3,3,1,2,2,,2,,2,3,2,3
2,51066,3110,3,0.12000,1995Q4,13,3,2,,,2,2,2,,2,,2,3,2,2
4,90982,3110,5,0.20000,1995Q4,15,1,2,2,2,2,2,3,,1,,2,1,1,1
3,90987,3110,3,0.12000,1995Q4,13,1,2,1,3,1,2,2,,2,,1,2,1,2
4,90997,3110,4,0.16000,1995Q4,15,3,2,2,3,1,2,2,,2,,2,3,2,2
