Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Dag,Q3A,Q3P,Q8A,Q8P,Q12A,Q12P,Q4A,Q4P,Q13A,Q13P,Q5,Q9,Q14,Q1,Q6,Q10,Q2A,Q2P,Q7A,Q7P,Q11A,Q11P
1,53692,3510,4,4,1993Q2,27,3,2,1,2,3,2,3,,3,2,2,1,2,2,2,1,3,2,3,2,3,2
4,53464,3510,3,3,1993Q2,27,2,2,1,2,1,2,2,2,1,2,2,3,2,1,1,1,2,2,1,2,1,2
7,53467,3510,5,5,1993Q2,1,3,3,3,3,1,2,2,2,1,1,3,1,2,2,2,1,3,3,3,3,1,1
7,30607,3510,9,9,1993Q2,1,2,2,3,2,1,1,2,2,1,1,3,1,2,2,2,1,2,2,3,3,1,1
6,53471,3510,3,3,1993Q2,1,,,,,,,,,2,2,,,2,,,2,,,,,2,2
6,53310,3510,6,6,1993Q2,1,3,1,2,2,2,2,1,2,2,2,3,3,2,2,2,1,3,1,2,2,1,2
1,53609,3510,4,4,1993Q2,1,2,2,2,2,3,2,2,2,3,2,2,1,1,2,2,2,3,2,3,2,2,2
4,53433,3510,4,4,1993Q2,1,1,1,2,2,2,2,1,1,2,2,3,2,2,1,1,1,1,1,2,2,2,2
6,53598,3510,9,9,1993Q2,28,2,2,1,2,1,1,1,2,1,1,3,2,2,2,1,1,1,2,1,2,1,2
2,53562,3510,3,3,1993Q2,28,,,,,3,3,,,,,,,1,,,2,,,,,3,3
1,30306,3510,7,7,1993Q2,28,3,3,2,2,3,3,3,3,3,3,2,2,2,2,1,1,3,2,2,1,3,1
4,53363,3510,5,5,1993Q2,28,,,,,,,,,2,2,,,2,,,2,,,,,2,2
4,53554,3510,6,6,1993Q2,28,1,1,1,1,2,2,1,1,1,1,3,2,2,2,1,2,1,1,1,1,2,2
1,53611,3510,3,3,1993Q2,28,3,2,1,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,1,1,2,2
6,53491,3510,2,2,1993Q2,28,,,,,2,2,,,,,,,2,,,2,,,,,2,2
7,30399,3510,5,5,1993Q2,28,1,1,1,1,2,2,1,1,2,2,2,3,2,2,1,,1,1,1,1,2,2
6,53649,3510,9,9,1993Q2,28,2,3,1,2,2,2,2,3,2,2,1,1,2,2,1,1,3,2,2,2,2,2
5,53674,3510,5,5,1993Q2,28,2,3,1,1,1,1,3,3,1,1,3,2,3,2,1,1,2,1,1,1,1,1
4,53369,3510,9,9,1993Q2,28,1,1,1,1,2,1,1,1,2,1,3,2,2,2,1,2,1,1,1,1,2,1
1,53520,3510,5,5,1993Q1,12,3,2,2,2,2,2,2,1,2,2,1,3,2,2,1,1,2,2,2,2,2,2
1,53616,3510,4,4,1993Q1,12,2,1,2,1,2,2,2,1,2,2,3,2,2,1,1,1,2,,2,,2,
1,53557,3510,9,9,1993Q1,12,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,3,2,2,2
1,53304,3510,4,4,1993Q1,16,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3
5,53337,3510,5,5,1993Q1,16,3,2,2,2,3,1,2,1,3,1,2,3,2,2,2,2,3,2,2,2,2,1
7,90985,3510,8,8,1993Q1,16,2,2,3,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,1
1,30589,3510,9,9,1993Q1,16,1,1,1,1,2,1,1,1,2,1,2,3,2,1,1,2,1,2,1,2,2,2
1,53414,3510,8,8,1993Q1,16,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,2,1,1,1
8,53547,3510,4,4,1993Q1,16,2,1,3,1,3,1,2,2,3,1,3,2,2,1,1,1,2,1,2,1,2,1
1,53611,3510,3,3,1993Q1,15,2,1,1,1,2,2,2,1,1,2,3,2,2,1,1,1,1,2,1,2,1,2
1,53371,3510,3,3,1993Q1,15,,,3,2,2,2,,,,,,2,2,,2,1,,,3,2,2,2
1,53619,3510,5,5,1993Q1,15,3,3,2,3,2,3,2,3,2,3,2,3,2,2,2,1,3,3,3,3,2,2
2,53443,3510,1,1,1993Q1,15,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2
1,53287,3510,8,8,1993Q1,15,3,3,2,2,1,1,3,3,2,2,2,2,2,1,1,1,3,3,2,2,1,1
6,53404,3510,7,7,1993Q1,15,3,2,1,1,1,1,3,3,1,1,1,2,2,1,1,1,2,1,1,1,1,1
2,53281,3510,7,7,1993Q1,15,3,1,1,1,2,2,3,1,2,2,2,2,2,2,1,1,3,1,1,1,2,2
1,53536,3510,6,6,1993Q1,15,3,1,3,2,2,2,2,1,2,2,3,2,2,2,2,1,3,1,3,2,2,2
5,53450,3510,8,8,1993Q1,18,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1
5,30544,3510,8,8,1993Q1,18,3,2,3,2,3,2,3,2,3,2,1,1,2,2,2,2,3,2,3,2,3,2
6,53689,3510,5,5,1993Q1,18,3,1,2,2,2,,3,1,2,2,3,2,2,2,2,1,3,1,2,2,2,2
7,53467,3510,5,5,1993Q1,18,3,3,3,3,2,2,3,3,2,2,3,1,2,2,2,1,3,3,3,3,2,2
1,53283,3510,6,6,1993Q1,18,3,3,2,3,2,3,2,1,1,2,3,1,2,2,2,1,3,3,2,3,2,3
6,53311,3510,6,6,1993Q1,18,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,3,3,3,3,3,3
7,30607,3510,9,9,1993Q1,18,1,1,1,1,1,1,2,1,2,1,3,2,2,2,2,1,1,1,1,1,2,1
5,53593,3510,6,6,1993Q1,18,2,2,2,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2
6,31344,3510,7,7,1993Q1,18,1,2,2,2,2,2,1,2,2,2,3,2,1,1,1,1,1,2,2,2,2,2
6,53491,3510,2,2,1993Q1,18,,,,,2,2,,,2,2,,,2,,,1,,,,,2,2
6,53412,3510,7,7,1993Q1,18,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1
6,53332,3510,6,6,1993Q1,18,3,1,3,1,1,2,3,1,1,2,3,3,2,2,2,1,3,1,3,1,2,2
7,30399,3510,5,5,1993Q1,18,2,1,1,1,1,1,1,1,2,2,,1,,,1,,1,1,1,1,2,1
6,53405,3510,7,7,1993Q1,18,3,3,1,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,1,1,1,1
7,53480,3510,7,7,1993Q1,18,2,3,2,2,2,2,3,3,2,2,2,2,2,1,1,1,2,3,2,2,2,2
6,53376,3510,7,7,1993Q1,18,2,1,2,2,2,1,2,1,2,1,1,1,1,2,1,2,3,1,3,2,2,2
5,53621,3510,6,6,1993Q1,19,1,3,1,3,1,1,1,1,1,1,3,3,2,1,1,1,1,3,1,3,1,1
7,53302,3510,6,6,1993Q1,19,3,2,3,2,2,2,3,3,2,2,3,3,3,2,2,2,3,2,3,2,2,2
4,53651,3510,7,7,1993Q1,19,2,2,2,2,1,1,2,2,1,1,1,3,2,2,2,1,3,2,2,2,1,1
7,53508,3510,4,4,1993Q1,19,3,3,3,3,2,2,2,2,3,2,1,2,1,2,2,2,3,3,3,3,3,3
8,53444,3510,3,3,1993Q1,19,3,2,3,2,,,,,,,,2,,,2,,,,3,2,,
7,53544,3510,7,7,1993Q1,19,2,2,2,2,1,1,2,2,1,1,3,2,2,1,1,1,2,2,2,2,2,2
8,53343,3510,5,5,1993Q1,19,3,3,3,3,1,2,3,3,1,2,2,3,2,2,2,1,3,3,3,3,2,2
8,53342,3510,3,3,1993Q1,19,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
6,53310,3510,6,6,1993Q1,17,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,1,2,1,2,2,1,2
5,53640,3510,3,3,1993Q1,17,,,,,,,,,2,1,,,2,,,1,,,,,2,1
5,30179,3510,7,7,1993Q1,17,3,2,3,2,3,2,3,2,3,2,2,1,2,2,2,2,3,2,3,2,3,2
6,53532,3510,6,6,1993Q1,17,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1
7,53292,3510,7,7,1993Q1,17,2,2,2,2,1,1,3,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1
7,53418,3510,7,7,1993Q1,17,3,3,2,1,2,2,3,3,2,1,2,2,2,2,1,1,3,3,2,1,2,1
5,53674,3510,5,5,1993Q1,17,3,3,1,2,2,2,2,2,2,2,3,2,2,2,1,1,3,3,3,2,2,1
7,53545,3510,5,5,1993Q1,17,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,2,2,2
2,53627,3510,5,5,1993Q1,17,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,1,2,2,1,1,1,1
6,53442,3510,5,5,1993Q1,17,3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,2,3,3,3,2,3,2
6,53516,3510,7,7,1993Q1,17,3,2,2,1,1,1,1,1,1,1,3,3,2,2,1,1,2,1,2,1,2,1
7,53453,3510,7,7,1993Q1,17,3,2,3,2,2,2,1,1,2,2,3,2,2,2,2,1,3,2,2,2,2,2
6,53276,3510,3,3,1993Q1,17,3,2,3,2,3,2,3,2,3,2,2,3,2,2,2,2,3,3,3,2,3,2
7,30084,3510,4,4,1993Q1,17,3,3,2,2,2,1,3,3,2,1,1,3,1,2,2,2,3,2,3,2,3,2
6,53372,3510,6,6,1993Q1,17,3,3,3,2,2,1,3,3,3,1,2,3,1,2,2,2,3,3,3,2,2,2
6,53406,3510,6,6,1993Q1,17,3,1,2,2,1,1,2,1,1,1,3,2,2,2,2,1,3,1,2,2,1,1
7,53274,3510,5,5,1993Q1,17,3,3,1,2,1,2,3,3,1,2,3,1,2,2,2,1,3,3,2,2,2,2
8,53666,3510,3,3,1993Q1,17,3,3,1,1,1,1,1,,1,1,1,3,2,2,1,1,3,3,1,1,1,1
5,53340,3510,7,7,1993Q1,17,3,3,2,2,2,2,3,3,2,2,3,3,1,2,1,2,3,3,2,2,2,2
6,53347,3510,7,7,1993Q1,17,3,3,3,3,1,1,3,1,2,2,3,2,2,2,2,1,3,3,3,3,1,1
6,53284,3510,6,6,1993Q1,17,3,3,3,3,2,2,3,3,2,2,2,2,2,2,1,1,3,3,3,3,2,2
2,90994,3510,7,7,1993Q1,17,3,1,3,1,2,2,1,2,2,2,3,3,2,1,1,1,2,1,2,1,2,1
5,53349,3510,5,5,1993Q1,17,3,1,3,1,3,1,3,1,3,1,3,2,2,2,2,2,3,2,3,2,3,2
6,30521,3510,6,6,1993Q1,22,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1
5,30420,3510,7,7,1993Q1,22,3,2,3,2,2,2,3,2,2,2,2,1,2,2,1,1,3,2,3,2,2,2
5,30523,3510,5,5,1993Q1,22,1,2,3,2,,2,3,3,2,2,2,3,2,2,1,1,3,,2,1,2,2
5,53678,3510,5,5,1993Q1,22,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2
6,30524,3510,7,7,1993Q1,22,3,3,,,,,,,,,2,2,1,2,2,2,3,3,3,3,3,3
4,53441,3510,5,5,1993Q1,22,1,1,2,2,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1
6,53598,3510,9,9,1993Q1,22,3,2,2,2,2,2,1,2,2,2,3,1,2,2,1,1,2,2,1,2,2,2
7,53309,3510,3,3,1993Q1,22,3,3,3,3,3,3,,,,,2,3,2,2,2,2,,2,,2,,2
6,53538,3510,6,6,1993Q1,22,2,1,3,1,1,1,2,1,1,1,3,2,2,2,2,1,2,1,2,1,2,1
6,53601,3510,6,6,1993Q1,22,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
4,53282,3510,3,3,1993Q1,22,3,2,3,2,3,2,3,2,3,2,2,3,1,2,2,2,3,3,3,3,3,3
6,53481,3510,6,6,1993Q1,22,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
6,30534,3510,7,7,1993Q1,22,1,1,1,1,2,2,1,1,1,2,3,3,2,2,1,2,2,1,2,1,2,1
6,53360,3510,7,7,1993Q1,22,3,2,1,1,3,3,3,3,3,3,2,3,1,2,1,2,2,1,2,2,3,2
6,53649,3510,9,9,1993Q1,22,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,3,3,3,3,3,3
6,53339,3510,6,6,1993Q1,22,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1
6,53471,3510,3,3,1993Q1,22,,,,,,,,,3,2,,,2,,,2,,,,,3,2
7,53408,3510,6,6,1993Q1,23,3,2,2,2,3,2,2,2,1,2,2,3,2,2,1,2,3,2,2,2,3,2
7,53407,3510,4,4,1993Q1,23,2,2,2,1,2,1,2,2,1,2,3,3,2,2,2,1,2,1,2,2,2,2
6,53348,3510,3,3,1993Q1,23,2,3,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,1
6,53510,3510,8,8,1993Q1,23,3,3,3,3,2,2,2,2,2,2,2,1,2,1,2,1,3,3,3,3,2,2
8,53492,3510,9,9,1993Q1,23,2,1,2,2,2,2,3,1,2,2,3,3,2,1,1,2,2,1,2,2,2,2
8,53425,3510,4,4,1993Q1,25,1,1,2,1,2,2,1,1,2,2,3,3,1,1,2,2,1,1,1,1,2,2
7,31472,3510,7,7,1993Q1,25,2,3,1,1,2,3,2,3,2,3,2,2,2,2,1,2,2,3,1,1,2,3
4,53363,3510,5,5,1993Q1,25,,,,,,,,,2,2,,,2,,,2,,,,,2,2
6,53643,3510,5,5,1993Q1,24,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2
5,53506,3510,7,7,1993Q1,24,1,2,3,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2
2,53392,3510,6,6,1993Q1,24,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,2,3,2,2,2,3,2
5,53331,3510,7,7,1993Q1,26,3,2,2,2,3,2,3,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2
6,53449,3510,3,3,1993Q1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3
4,53460,3510,9,9,1993Q1,2,3,3,2,2,2,2,3,3,2,2,1,2,2,2,1,1,3,3,2,2,2,2
1,53305,3510,4,4,1993Q1,3,2,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,2,1,1,1,1,1
1,53557,3510,9,9,1992Q3,17,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,1,3,3,3,3,2,2
2,53392,3510,6,6,1992Q3,17,3,1,3,1,3,1,2,1,2,1,3,2,2,2,2,2,3,1,3,1,3,1
2,53281,3510,7,7,1992Q3,17,3,3,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,1,2,1,2,1
8,53547,3510,4,4,1992Q3,17,3,1,2,1,1,2,2,2,1,1,3,3,2,2,1,1,3,1,2,1,1,1
1,53287,3510,8,8,1992Q3,17,3,3,2,2,1,1,3,3,2,2,3,2,2,2,2,1,3,3,3,3,1,1
1,30589,3510,9,9,1992Q3,17,1,1,2,2,1,1,1,1,1,1,2,3,2,1,2,1,1,1,2,2,1,1
1,53611,3510,3,3,1992Q3,17,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2
2,53489,3510,6,6,1992Q3,17,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,3,3,1,1
1,53692,3510,4,4,1992Q3,18,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1
2,90994,3510,7,7,1992Q3,18,3,2,2,1,2,1,3,3,2,1,2,3,2,2,1,1,3,2,1,1,1,1
1,53322,3510,8,8,1992Q3,18,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2
5,53337,3510,5,5,1992Q3,18,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,2,3,3,3,3,3,3
7,30084,3510,4,4,1992Q3,18,3,2,1,1,1,1,3,2,1,1,1,3,2,2,2,2,3,3,3,3,3,3
2,53277,3510,3,3,1992Q3,18,3,3,3,3,3,3,3,3,3,3,,,3,,,2,3,3,3,3,3,3
7,53480,3510,7,7,1992Q3,18,2,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2
1,53609,3510,4,4,1992Q3,18,3,1,2,2,2,2,3,1,2,2,2,2,2,2,1,1,3,2,1,1,1,1
5,53640,3510,3,3,1992Q3,18,,,,,,,,,1,2,,,2,,,,,,,,1,2
5,53349,3510,5,5,1992Q3,18,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,3,3,3,3,3,3
6,53643,3510,5,5,1992Q3,18,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2
6,53526,3510,8,8,1992Q3,18,2,3,2,2,1,2,2,3,1,2,1,2,2,1,2,1,2,2,3,3,1,1
6,53276,3510,3,3,1992Q3,18,3,2,3,2,3,2,3,2,3,2,3,3,2,2,2,1,3,2,3,2,2,2
6,53498,3510,6,6,1992Q3,18,3,3,2,2,1,1,3,3,1,1,2,3,2,2,2,1,3,3,3,2,2,1
7,53274,3510,5,5,1992Q3,18,2,2,3,2,2,3,2,2,2,2,2,1,1,,,,2,2,2,2,3,3
5,53674,3510,5,5,1992Q3,18,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,3,3,2,3,2,3
6,53625,3510,4,4,1992Q3,19,3,2,2,2,2,2,3,3,2,2,2,3,2,2,1,2,3,3,2,2,3,2
6,53687,3510,8,8,1992Q3,19,3,3,3,3,3,3,,,,,1,1,2,2,2,2,3,3,3,3,3,3
7,30399,3510,5,5,1992Q3,19,,,2,1,,,,,,,,1,,,1,,,,3,1,,
6,53405,3510,7,7,1992Q3,19,2,1,1,1,1,1,3,3,1,1,2,3,2,2,2,2,3,3,3,3,2,1
6,53372,3510,6,6,1992Q3,19,3,2,1,1,1,1,2,1,1,1,3,2,2,2,2,2,3,3,3,3,3,3
7,53418,3510,7,7,1992Q3,19,3,3,1,1,2,2,3,2,2,2,2,1,2,2,1,1,3,3,1,1,2,1
1,53283,3510,6,6,1992Q3,19,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1
7,53661,3510,7,7,1992Q3,20,3,3,3,3,1,1,3,3,,,2,2,2,2,1,1,3,3,3,3,1,1
7,53302,3510,6,6,1992Q3,20,2,2,2,2,3,2,3,3,3,2,3,3,3,2,2,2,2,2,2,2,3,2
6,53649,3510,9,9,1992Q3,20,3,3,2,3,2,2,3,3,2,2,2,2,2,2,2,2,3,3,2,3,2,2
2,53613,3510,5,5,1992Q3,20,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,1,3,3,2,2,2,2
5,30420,3510,7,7,1992Q3,20,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,,1,,1,
6,53679,3510,5,5,1992Q3,20,3,3,2,3,3,3,3,3,3,3,2,1,1,2,2,2,3,3,3,3,3,3
2,53627,3510,5,5,1992Q3,20,3,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,2,2,2,2,2,2
8,53343,3510,5,5,1992Q3,20,3,3,3,3,2,2,3,3,2,2,3,2,2,2,2,1,3,3,3,3,2,2
6,53442,3510,5,5,1992Q3,20,3,3,3,3,2,1,3,3,2,1,2,2,2,2,2,1,3,3,3,3,2,1
7,53508,3510,4,4,1992Q3,20,3,3,2,3,2,3,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3
8,53666,3510,3,3,1992Q3,20,3,3,1,2,1,1,2,2,1,1,3,3,2,2,1,1,3,3,1,2,1,2
2,53293,3510,6,6,1992Q3,20,3,3,1,1,2,1,3,3,3,2,3,2,2,2,1,1,2,2,1,1,2,2
2,53513,3510,6,6,1992Q3,20,3,1,2,1,2,1,3,1,2,1,1,2,1,2,1,1,3,3,1,1,1,1
2,53317,3510,1,1,1992Q3,20,,,,,,,,,3,2,,,2,,,2,,,,,3,2
7,53292,3510,7,7,1992Q3,21,3,3,3,,2,2,3,3,2,2,1,2,2,2,2,2,3,3,3,3,2,2
6,53532,3510,6,6,1992Q3,21,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1
6,53561,3510,4,4,1992Q3,21,3,2,3,2,,,3,2,3,2,2,2,2,2,2,2,3,2,3,2,3,2
6,53347,3510,7,7,1992Q3,21,3,3,1,1,2,1,3,3,2,2,1,2,2,2,1,1,3,3,1,1,2,2
5,53285,3510,9,9,1992Q3,21,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3
4,53464,3510,3,3,1992Q3,21,3,2,2,1,1,1,3,2,1,1,3,2,3,2,1,1,3,2,1,1,1,1
4,53441,3510,5,5,1992Q3,21,3,3,2,2,2,2,3,3,2,2,1,2,2,2,1,2,3,3,2,2,3,3
8,53342,3510,3,3,1992Q3,21,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3
6,91013,3510,5,5,1992Q3,21,,,3,3,2,2,3,3,2,2,,,2,,,1,,,,,2,2
6,53481,3510,6,6,1992Q3,21,3,3,2,3,3,3,3,3,3,3,2,3,1,2,1,2,3,3,2,3,3,3
5,53603,3510,4,4,1992Q3,21,2,2,3,3,1,2,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2
6,53422,3510,9,9,1992Q3,21,2,1,1,2,1,1,2,1,1,1,3,2,2,2,1,1,2,1,1,2,1,1
6,53376,3510,7,7,1992Q3,21,3,3,2,2,1,1,3,3,1,1,1,1,1,2,1,1,3,3,1,1,1,1
6,53601,3510,6,6,1992Q3,24,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,
6,30534,3510,7,7,1992Q3,24,1,2,1,1,2,2,,,,,3,3,2,2,1,2,3,2,2,2,2,2
6,53348,3510,3,3,1992Q3,24,2,2,1,1,1,1,2,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1
4,53433,3510,4,4,1992Q3,24,3,2,2,2,2,2,1,1,2,2,3,2,2,1,1,2,1,1,1,1,2,2
1,53304,3510,4,4,1992Q3,24,3,3,3,3,2,2,3,3,3,3,2,3,2,2,2,2,3,3,3,3,2,2
8,53385,3510,4,4,1992Q3,24,2,2,3,2,1,2,2,2,1,2,3,3,2,2,2,1,3,2,3,2,1,2
6,53406,3510,6,6,1992Q3,24,2,2,2,2,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2
6,53525,3510,3,3,1992Q3,24,3,3,1,1,3,3,3,3,3,3,3,2,2,2,1,2,3,3,1,1,3,3
6,53491,3510,2,2,1992Q3,24,,,,,3,3,,,,,,,3,,,2,,,,,3,3
4,53282,3510,3,3,1992Q3,24,3,1,3,1,,1,1,1,1,1,3,3,2,2,2,2,3,1,3,1,3,1
7,53523,3510,6,6,1992Q3,24,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1
6,53284,3510,6,6,1992Q3,24,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2
7,53309,3510,3,3,1992Q3,25,3,2,3,2,3,2,3,2,3,2,1,2,2,2,2,2,,2,,2,,2
7,53544,3510,7,7,1992Q3,25,3,3,2,2,2,2,3,3,2,2,2,2,2,2,1,1,3,3,2,2,1,2
4,53554,3510,6,6,1992Q3,25,3,3,1,2,3,3,3,3,3,3,2,3,2,2,2,2,3,3,1,2,3,3
2,53513,3510,6,6,1992Q2,22,3,3,1,1,2,2,3,3,2,2,1,3,1,2,1,1,3,3,1,1,2,2
7,53523,3510,6,6,1992Q2,22,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1
7,53431,3510,5,5,1992Q2,22,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2
1,53371,3510,3,3,1992Q2,22,,,2,1,2,1,,,2,1,,2,2,,1,1,,,2,1,2,1
1,53557,3510,9,9,1992Q2,22,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,1,3,3,3,3,2,2
1,30589,3510,9,9,1992Q2,22,3,1,1,1,3,2,3,1,3,2,2,2,2,2,1,2,2,1,1,1,2,1
7,30607,3510,9,9,1992Q2,22,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,3,2,3,3,3,2
7,53292,3510,7,7,1992Q2,22,3,3,2,2,1,2,3,3,1,2,1,2,2,2,2,2,3,3,3,3,1,2
4,53282,3510,3,3,1992Q2,22,3,3,3,3,3,3,,,3,3,3,3,1,2,2,2,3,3,3,3,2,2
2,53489,3510,6,6,1992Q2,22,3,2,3,2,1,2,3,2,1,2,2,2,2,2,2,1,3,3,3,3,1,1
5,53349,3510,5,5,1992Q2,22,3,2,3,2,3,2,3,2,3,2,2,2,1,2,2,2,3,3,3,3,3,3
7,53302,3510,6,6,1992Q2,22,2,1,2,1,2,1,3,2,3,2,2,3,1,2,2,2,1,1,1,1,1,1
8,53547,3510,4,4,1992Q2,22,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1
4,53460,3510,9,9,1992Q2,22,3,3,2,2,2,2,3,3,2,2,1,2,2,2,2,1,3,3,3,3,2,2
6,53679,3510,5,5,1992Q2,22,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,2,3,3,3,3,3,3
1,53322,3510,8,8,1992Q2,22,3,3,3,3,2,2,3,3,2,2,3,2,2,2,2,1,3,3,3,3,2,2
4,53369,3510,9,9,1992Q2,22,3,3,3,3,2,2,3,3,3,3,1,1,2,2,2,1,3,3,3,3,3,3
7,53407,3510,4,4,1992Q2,22,3,3,2,2,2,2,3,3,2,2,2,3,2,2,2,2,3,3,2,2,2,2
6,53483,3510,5,5,1992Q2,22,3,3,2,2,2,2,3,3,2,2,2,3,2,2,1,1,3,3,2,2,2,2
2,53443,3510,1,1,1992Q2,22,3,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2
6,53601,3510,6,6,1992Q2,22,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,3,3,3,3,3,3
6,53526,3510,8,8,1992Q2,22,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2
5,30420,3510,7,7,1992Q2,22,2,1,3,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2
5,53527,3510,5,5,1992Q2,22,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,3,2,2,1,2,1
6,53455,3510,5,5,1992Q2,22,3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,2
5,53640,3510,3,3,1992Q2,22,,,,,1,1,,,,,,,2,,,1,,,,,1,1
5,53674,3510,5,5,1992Q2,22,3,3,2,1,1,1,3,3,2,2,2,2,2,2,2,1,3,2,2,2,1,1
7,53595,3510,7,7,1992Q2,22,3,3,1,1,1,1,,,,,,3,,2,2,1,3,3,3,3,3,3
2,53392,3510,6,6,1992Q2,22,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,3,3,3,3,3,3
6,53310,3510,6,6,1992Q2,22,3,1,2,2,1,2,3,2,1,2,1,2,2,2,2,1,3,2,2,2,1,1
1,53304,3510,4,4,1992Q2,22,3,3,3,3,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3
6,53689,3510,5,5,1992Q2,22,3,2,3,2,2,1,3,2,3,2,1,1,1,2,1,1,3,3,2,1,3,2
6,30534,3510,7,7,1992Q2,22,3,3,2,2,2,2,3,3,2,2,2,3,1,2,1,1,3,3,3,3,3,3
